date,open,high,low,close,volume
1927-12-31 00:00:00-05:00,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0
1928-01-31 00:00:00-05:00,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0
1928-02-29 00:00:00-05:00,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0
1928-03-31 00:00:00-05:00,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0
1928-04-30 00:00:00-04:00,19.75,19.75,19.75,19.75,0
1928-05-31 00:00:00-04:00,20.0,20.0,20.0,20.0,0
1928-06-30 00:00:00-04:00,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,0
1928-07-31 00:00:00-04:00,19.43000030517578,19.43000030517578,19.43000030517578,19.43000030517578,0
1928-08-31 00:00:00-04:00,20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,0
1928-09-30 00:00:00-04:00,21.139999389648438,21.139999389648438,21.139999389648438,21.139999389648438,0
1928-10-31 00:00:00-05:00,21.68000030517578,21.68000030517578,21.68000030517578,21.68000030517578,0
1928-11-30 00:00:00-05:00,24.280000686645508,24.280000686645508,24.280000686645508,24.280000686645508,0
1928-12-31 00:00:00-05:00,24.350000381469727,24.350000381469727,24.350000381469727,24.350000381469727,0
1929-01-31 00:00:00-05:00,25.739999771118164,25.739999771118164,25.739999771118164,25.739999771118164,0
1929-02-28 00:00:00-05:00,25.59000015258789,25.59000015258789,25.59000015258789,25.59000015258789,0
1929-03-31 00:00:00-05:00,25.530000686645508,25.530000686645508,25.530000686645508,25.530000686645508,0
1929-04-30 00:00:00-04:00,25.940000534057617,25.940000534057617,25.940000534057617,25.940000534057617,0
1929-05-31 00:00:00-04:00,24.829999923706055,24.829999923706055,24.829999923706055,24.829999923706055,0
1929-06-30 00:00:00-04:00,27.40999984741211,27.40999984741211,27.40999984741211,27.40999984741211,0
1929-07-31 00:00:00-04:00,28.8799991607666,28.8799991607666,28.8799991607666,28.8799991607666,0
1929-08-31 00:00:00-04:00,31.709999084472656,31.709999084472656,31.709999084472656,31.709999084472656,0
1929-09-30 00:00:00-05:00,30.15999984741211,30.15999984741211,30.15999984741211,30.15999984741211,0
1929-10-31 00:00:00-05:00,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,0
1929-11-30 00:00:00-05:00,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,0
1929-12-31 00:00:00-05:00,21.450000762939453,21.450000762939453,21.450000762939453,21.450000762939453,0
1930-01-31 00:00:00-05:00,22.790000915527344,22.790000915527344,22.790000915527344,22.790000915527344,0
1930-02-28 00:00:00-05:00,23.280000686645508,23.280000686645508,23.280000686645508,23.280000686645508,0
1930-03-31 00:00:00-05:00,24.149999618530273,24.149999618530273,24.149999618530273,24.149999618530273,0
1930-04-30 00:00:00-04:00,24.899999618530273,24.899999618530273,24.899999618530273,24.899999618530273,0
