date,open,high,low,close,volume
2020-05-01,17.15765220711476,19.309729496177866,16.833366742268538,19.15348243713379,438700
2020-06-01,19.24093744080526,20.680568513151986,19.0257299498137,20.30616569519043,393600
2020-07-01,20.354938034144656,22.130939645696674,20.354938034144656,21.81520652770996,1230900
2020-08-01,21.99280690624099,23.887205616675114,21.848751742002616,23.758939743041992,1143300
2020-09-01,23.887206693289443,24.538408631748624,21.88427392741049,23.19062042236328,743200
2020-10-01,23.433340416080952,24.824540686019066,22.673606401457192,22.8018741607666,664700
2020-11-01,23.107741232188037,25.707609004920894,22.722941704120167,25.613874435424805,855100
2020-12-01,25.752007306790727,27.024806670730822,25.534939377279425,26.83734130859375,1307600
2021-01-01,27.079971224362,28.82004996167673,26.348347531245462,27.33702850341797,1280000
2021-02-01,27.70284320423366,30.411829028603655,27.603974723043045,28.25650405883789,1591600
2021-03-01,28.72117737061848,29.166084498630006,26.551023249475758,28.137855529785156,1014800
2021-04-01,28.46412515630891,29.749409623487946,28.46412515630891,28.98812484741211,919000
2021-05-01,29.106767275728952,29.136426496914765,26.73393340714305,28.642086029052734,506600
2021-06-01,29.027672347367442,30.400950081720392,28.424576384122254,30.154767990112305,1906500
2021-07-01,30.239663891179617,30.734584752822315,29.259720811683863,30.12088394165039,537500
2021-08-01,30.308955727632696,31.526460647583008,29.37850393828465,31.526460647583008,439600
2021-09-01,31.595742687215626,31.99167893382776,29.744738138341088,30.021894454956055,408000
2021-10-01,29.96250777394007,31.823411168937245,29.101344691196235,31.38787841796875,940100
2021-11-01,31.447271578974636,33.11020595380599,31.219608438794285,31.298795700073242,562600
2021-12-01,31.764018021815332,31.971883857653175,29.962506559328386,31.47696304321289,632400
2022-01-01,31.53929820118479,31.603664643957963,26.102854313213257,28.5091495513916,834100
2022-02-01,28.657685519047163,29.053783067908274,24.30060870409077,26.518756866455078,462300
2022-03-01,26.419728876816105,27.855582557408884,23.320261910629185,26.746509552001953,1357300
2022-04-01,26.90494954433629,27.528802896776607,22.726117439657717,23.04299545288086,1805100
2022-05-01,22.99348204725595,24.10255698056198,20.072261214728115,22.49835968017578,616500
2022-06-01,22.73601676193861,23.21133563993016,20.101966085585765,20.616893768310547,612500
2022-07-01,20.581834226701176,22.378898820903203,20.17675131476038,22.339183807373047,366300
2022-08-01,22.15054018012855,23.749033414700996,21.20733138023754,21.445615768432617,549800
2022-09-01,21.05840414161968,22.041329947651317,18.933700041890262,19.03298568725586,467100
2022-10-01,19.152126279096063,20.303835066392484,17.881274354551493,19.529409408569336,251100
2022-11-01,19.97619552527855,21.58461570739746,18.536558470403296,21.58461570739746,652500
2022-12-01,21.525046012461367,21.94204420619784,19.440055043779008,19.95633888244629,596400
2023-01-01,20.262504655928215,23.34917644882442,20.01357954197123,22.7617130279541,966900
2023-02-01,22.930981670487462,24.474316582974694,22.07467868982732,22.463001251220703,764500
2023-03-01,22.562571762247256,24.53405817273926,21.507129830238586,24.48427391052246,707400
2023-04-01,24.315004370501846,24.514145214473313,22.75175501251368,23.727540969848633,1109500
2023-05-01,23.747456649681833,26.415934219927223,23.15003598633395,26.01765251159668,4813400
2023-06-01,25.98778301329693,28.636346148913873,25.888212585063247,27.839784622192383,9211800
2023-07-01,27.969665382954418,29.64425723161288,27.268929446210894,29.534610748291016,8316100
2023-08-01,29.3153214100626,29.355193552240937,26.473499687749214,28.478025436401367,8552600
2023-09-01,28.79699337187644,28.88670378559386,26.275139456421783,26.823368072509766,6107600
2023-10-01,26.803432225453676,27.83011702364305,25.308261186005538,26.075782775878906,7850400
2023-11-01,26.115655929295574,29.843615637461934,26.089738656854404,29.63429069519043,7172400
2023-12-01,29.514676887038174,31.34875351170217,29.226605807034144,31.079622268676758,8280000
2024-01-01,30.78927499787554,32.133747614925454,29.72207147724598,31.188228607177734,11101200
2024-02-01,31.327860423486772,33.30268212355303,31.24009120427075,33.21291732788086,14710300
2024-03-01,33.382476423663,34.26516045491691,32.88378393477516,33.871192932128906,16112100
2024-04-01,34.11555943360392,34.429734372815226,31.258049426094733,32.00608825683594,14402200
2024-05-01,31.916318167701224,34.71897122650227,31.785660222760058,33.272762298583984,12237200
2024-06-01,33.641797758266435,36.085391926454875,33.0732885760609,35.53683090209961,10936700
2024-07-01,35.64981475722826,37.12773375985978,33.65262629810438,34.95079803466797,12097000
2024-08-01,34.95079795700561,35.729700235346066,30.806632294465555,35.3003044128418,9408600
2024-09-01,34.84095089735815,37.467254700085896,33.213241290871494,37.11774444580078,5377400
2024-10-01,37.087787400152436,38.136310531934654,36.39875878425772,36.51858901977539,6284600
2024-11-01,36.77822630602331,39.1149330828783,36.64840799308651,38.76542663574219,7980200
2024-12-01,38.875275167313035,40.59285852767223,38.46585166970821,38.5856819152832,10006400
2025-01-01,38.81620684850903,41.05368031877797,37.596582199041315,40.404415130615234,14184300
2025-02-01,39.46547323712782,42.73178862648924,38.216881902222,39.025970458984375,17305200
2025-03-01,39.55537331387588,39.585342098005974,35.316156387326906,36.33900451660156,17262800
2025-04-01,36.329012711212535,37.208022085100964,30.565516510008685,36.82844924926758,14013200
2025-05-01,37.35785201509565,41.123599901272314,37.11812081665351,40.254581451416016,10138900
2025-06-01,40.184662479007464,43.69570065186766,40.01485588892922,43.64076232910156,13731800
2025-07-01,43.540000915527344,45.290000915527344,42.91999816894531,44.56999969482422,22400600
2025-08-01,43.86000061035156,45.77000045776367,43.19499969482422,45.08000183105469,24159100
2025-09-01,44.20000076293945,49.84000015258789,44.0099983215332,49.38999938964844,38320800
2025-10-01,49.220001220703125,53.67100143432617,48.900001525878906,53.08000183105469,43006000
2025-11-01,53.709999084472656,53.75,46.5,47.685001373291016,39089758
