date,mode,count,count_sa,count_ma90,count_sa_ma90
2023-03-13,Bus,1377045,1206294.7986760691,1176677.111111111,1227237.5005298888
2023-03-14,Bus,1360497,1192598.985712182,1179195.191780822,1226763.0003269063
2023-03-15,Bus,1493605,1210615.4670185992,1183443.972972973,1226544.7904173348
2023-03-16,Bus,1522248,1220456.0402699106,1187961.36,1226463.6070820356
2023-03-17,Bus,1408472,1191662.3393052632,1190862.8157894737,1226005.6956639204
2023-03-18,Bus,921569,1237114.6872479916,1187365.4935064935,1226149.9682818954
2023-03-19,Bus,661736,1206235.9616052909,1180626.6538461538,1225894.66050399
2023-03-20,Bus,1444823,1226629.637609762,1183970.9113924052,1225903.964011658
2023-03-21,Bus,1511670,1217594.7668752996,1188067.15,1225800.0990474536
2023-03-22,Bus,1509096,1223282.2324049477,1192030.4691358025,1225769.0142740891
2023-03-23,Bus,1466839,1219626.407274958,1195381.7926829269,1225694.1044326364
2023-03-24,Bus,1420346,1287134.7372344157,1198092.2048192772,1226434.3530206096
2023-03-25,Bus,784068,1196796.1734731325,1193163.3452380951,1226081.5175498065
2023-03-26,Bus,724870,1217802.949861873,1187654.0117647059,1225984.1226358307
2023-03-27,Bus,1426226,1210749.3312944511,1190428.1046511629,1225806.9738993032
2023-03-28,Bus,1490842,1207222.0537977214,1193881.1379310344,1225593.3541280206
2023-03-29,Bus,1521968,1254696.054058289,1197609.3977272727,1225924.0666272282
2023-03-30,Bus,1486845,1277813.6109653637,1200859.2359550563,1226507.095215297
2023-03-31,Bus,1423686,1218877.4576430146,1203335.088888889,1226422.3214644939
2023-04-01,Bus,842213,1207773.707035148,1207412.7222222222,1224900.4605462898
2023-04-02,Bus,716880,1249461.1812031209,1207161.3111111112,1226311.9966840814
2023-04-03,Bus,1475017,1252769.2027560277,1209451.3555555556,1227125.5056249618
2023-04-04,Bus,1519740,1264582.7300525624,1210876.8111111112,1227621.8793198382
2023-04-05,Bus,1432322,1203003.0284771898,1211472.6333333333,1227376.4632326823
2023-04-06,Bus,1264311,1170820.6716323176,1210858.3666666667,1226551.7053944203
2023-04-07,Bus,1150222,1173790.065428737,1214672.1555555556,1225559.0677631847
2023-04-08,Bus,882727,1224331.83426787,1217495.6555555556,1226517.420161801
2023-04-09,Bus,654259,1206288.2810035665,1209724.7777777778,1224797.8133443748
2023-04-10,Bus,1236634,1168806.8457817906,1207770.2333333334,1223853.7824268537
2023-04-11,Bus,1316710,1200810.1697739207,1206601.3,1223776.4927616355
2023-04-12,Bus,1311418,1177433.0157201067,1206009.111111111,1223525.4509770775
2023-04-13,Bus,1311906,1172705.064379711,1205633.088888889,1222936.8245817884
2023-04-14,Bus,1294357,1199945.2546360649,1211282.0333333334,1222716.9869641415
2023-04-15,Bus,890050,1198470.2224640972,1214271.0222222223,1221248.2546452547
2023-04-16,Bus,728462,1168955.9737969511,1212541.1333333333,1220633.3474932828
2023-04-17,Bus,1438043,1166177.9303623824,1212968.5777777778,1219583.908454118
2023-04-18,Bus,1526133,1172853.1706803853,1213819.0555555555,1218695.2245549671
2023-04-19,Bus,1530452,1188493.4401957567,1216070.7,1218027.7524445385
2023-04-20,Bus,1520258,1209476.8698678082,1217593.7777777778,1217574.8944184913
2023-04-21,Bus,1310737,1193945.938356744,1223010.4555555556,1217845.4853455513
2023-04-22,Bus,893014,1213700.4971516205,1226142.2666666666,1218353.6960566614
2023-04-23,Bus,673668,1243733.2445932217,1219393.7222222222,1218685.4488233319
2023-04-24,Bus,1466762,1262135.102300264,1220016.9,1218976.5337681477
2023-04-25,Bus,1529162,1257965.9123186935,1222088.5111111111,1219395.500855477
2023-04-26,Bus,1531476,1267973.8027314413,1223454.411111111,1219718.2416670916
2023-04-27,Bus,1506783,1248603.7396423693,1225289.9,1220013.672365047
2023-04-28,Bus,1424078,1231216.2452307786,1231538.7666666666,1219492.0600324562
2023-04-29,Bus,715608,1192434.9319828958,1232290.822222222,1219215.6612872323
2023-04-30,Bus,578075,1222094.4773656607,1223474.5777777778,1219454.306417446
2023-05-01,Bus,1465598,1260748.4636253966,1224582.0444444444,1219932.9506602255
2023-05-02,Bus,1498566,1200129.6937828036,1225008.9333333333,1219739.9232440498
2023-05-03,Bus,1533714,1214015.8217827787,1225622.677777778,1219487.052142218
2023-05-04,Bus,1497427,1207279.1658512414,1228407.1888888888,1219535.6887819287
2023-05-05,Bus,1450598,1204393.0361471795,1237871.411111111,1219445.4619714024
2023-05-06,Bus,934630,1237607.5838810666,1241027.0444444444,1219940.7594526513
2023-05-07,Bus,705419,1171083.6572639355,1232962.4555555556,1219436.5895637476
2023-05-08,Bus,1460932,1201120.4980381643,1232623.7333333334,1219293.7903501962
2023-05-09,Bus,1524892,1203069.1939590634,1232754.3666666667,1218961.3455866873
2023-05-10,Bus,1528140,1183253.57836388,1233482.3444444444,1218685.3360776512
2023-05-11,Bus,1535264,1231852.031543749,1234732.1555555556,1218862.942197675
2023-05-12,Bus,1436385,1202249.2067535357,1241072.1888888888,1218312.42750279
2023-05-13,Bus,918257,1257117.518724364,1243947.3111111112,1218838.6641762895
2023-05-14,Bus,690606,1169858.8034195686,1236270.4444444445,1216427.4946828312
2023-05-15,Bus,1440741,1193864.8628726131,1235824.6,1215849.4358500172
2023-05-16,Bus,1519397,1218836.9161132795,1236049.5111111111,1215674.6423184038
2023-05-17,Bus,1518546,1186694.4313812824,1236687.8777777778,1215431.0876630084
2023-05-18,Bus,1492657,1171131.8717495403,1238656.6666666667,1214722.8183187293
2023-05-19,Bus,1431269,1216370.6319329937,1245420.711111111,1215324.470836992
2023-05-20,Bus,760830,1184652.5539412699,1246763.4888888889,1213965.313862211
2023-05-21,Bus,727850,1165014.2295373753,1244523.611111111,1214275.7904745156
2023-05-22,Bus,1446015,1202473.6376548102,1246439.5777777778,1214278.9770281066
2023-05-23,Bus,1500973,1170076.0519722088,1248608.788888889,1213899.4895237754
2023-05-24,Bus,1499943,1199515.852951815,1250508.9666666666,1213468.9965528462
2023-05-25,Bus,1459601,1196632.6135897394,1252873.4555555556,1213434.7940024158
2023-05-26,Bus,1370252,1199679.2321808147,1259199.0666666667,1212943.671113326
2023-05-27,Bus,848442,1101144.2675050427,1261114.6333333333,1211755.3384574207
2023-05-28,Bus,707787,1376630.9186405803,1253164.5777777778,1213588.4751711818
2023-05-29,Bus,758893,1110785.6027999453,1246605.911111111,1212359.689628395
2023-05-30,Bus,1438285,1186998.984632542,1245789.1666666667,1211879.8826539891
2023-05-31,Bus,1480801,1194277.0412469946,1245646.7,1211547.6394621807
2023-06-01,Bus,1457503,1195573.0442744354,1246089.288888889,1210944.638980091
2023-06-02,Bus,1399462,1193529.1067909915,1251968.411111111,1210592.684475113
2023-06-03,Bus,899212,1214437.0854325616,1254044.0111111111,1210735.9422012295
2023-06-04,Bus,714218,1151448.9767797375,1245750.888888889,1209802.439849978
2023-06-05,Bus,1432156,1231061.4799981688,1245105.1555555556,1209602.1020190183
2023-06-06,Bus,1474317,1180087.2242660855,1244662.211111111,1209102.0846665818
2023-06-07,Bus,1390834,1200032.5920156555,1243280.8666666667,1208928.2173240988
2023-06-08,Bus,1216291,1150192.518717424,1241140.6666666667,1208059.2193566293
2023-06-09,Bus,1256670,1171837.2428772724,1245970.4444444445,1207316.3414443487
2023-06-10,Bus,892936,1198545.9489229626,1248269.3,1207102.882415918
2023-06-11,Bus,695200,1120968.9245277485,1240693.2444444445,1206154.817147603
2023-06-12,Bus,1394575,1200543.969191534,1241071.888888889,1206243.0947418183
2023-06-13,Bus,1500122,1197529.5184457018,1241144.3,1206097.6953132304
2023-06-14,Bus,1434687,1175591.5752188626,1240171.4,1205599.2012571075
2023-06-15,Bus,1475300,1188098.3225701968,1240913.9333333333,1205559.6010711626
2023-06-16,Bus,1300751,1168774.9930048205,1245127.0666666667,1204800.2711351272
2023-06-17,Bus,872453,1197381.4922632102,1247468.3666666667,1204701.8881424377
2023-06-18,Bus,707615,1197143.3455120716,1239277.1666666667,1204374.2626746856
2023-06-19,Bus,1075747,1159403.2093678042,1234433.5777777778,1203727.689813491
2023-06-20,Bus,1434258,1227979.0459813199,1233602.0444444444,1203779.8766310064
2023-06-21,Bus,1430476,1175739.1084409924,1233198.0111111111,1203292.2399772955
2023-06-22,Bus,1367709,1190538.7057784135,1232613.1555555556,1202218.9507388957
2023-06-23,Bus,1282954,1186360.4696513533,1238156.3333333333,1202102.998474209
2023-06-24,Bus,844674,1178669.3764588772,1239487.4888888889,1201668.1809919537
2023-06-25,Bus,689020,1169492.697880338,1231296.3111111112,1201209.773954019
2023-06-26,Bus,1314743,1185236.1046082377,1229339.6555555556,1200965.4856296913
2023-06-27,Bus,1391914,1200654.835662164,1227894.611111111,1200365.0276475123
2023-06-28,Bus,1305832,1159374.0750793573,1225883.3555555556,1199049.0328043345
2023-06-29,Bus,1307649,1181466.1009662652,1224594.0555555555,1198633.3510634815
2023-06-30,Bus,1248822,1188831.38331006,1229111.9333333333,1198422.8807998695
2023-07-01,Bus,859295,1194824.9514690896,1230694.322222222,1197815.8115806025
2023-07-02,Bus,668297,1188114.2307107053,1221730.7666666666,1197097.4230023213
2023-07-03,Bus,1117930,1170332.4292872595,1217266.211111111,1196050.1974382622
2023-07-04,Bus,631937,1085495.0916412254,1208373.0444444444,1194744.5536956405
2023-07-05,Bus,1296583,1259779.5675127879,1208731.6222222222,1195732.98587209
2023-07-06,Bus,1333630,1219581.5878619438,1210769.4888888889,1196241.7805657922
2023-07-07,Bus,1273900,1198042.3598721,1215115.8555555556,1195949.6752947283
2023-07-08,Bus,867047,1181243.2620120677,1217480.1666666667,1195671.3973059338
2023-07-09,Bus,651953,1183847.5363489264,1210983.711111111,1195838.5160900129
2023-07-10,Bus,1307297,1198728.2624000527,1210879.1222222222,1195815.383785859
2023-07-11,Bus,1381701,1200177.7687076814,1211660.0444444444,1196068.1032634987
2023-07-12,Bus,1383484,1172702.7491360568,1212455.3555555556,1196068.0775385692
2023-07-13,Bus,1359302,1198592.8530221938,1213176.9666666666,1196053.0508539707
2023-07-14,Bus,1231624,1197048.0946251524,1216972.2333333334,1196037.249433538
2023-07-15,Bus,889709,1187175.922273227,1218763.8666666667,1196239.6933054966
2023-07-16,Bus,583645,1179801.3635821317,1209270.5555555555,1196391.064785716
2023-07-17,Bus,1310810,1202446.9849173927,1206878.0777777778,1196719.884943905
2023-07-18,Bus,1313665,1202767.5826982942,1204469.3333333333,1196878.4865272664
2023-07-19,Bus,1342781,1171395.3245568096,1202497.3666666667,1196455.3582460333
2023-07-20,Bus,1333607,1161514.443804256,1202751.4777777777,1196095.008306561
2023-07-21,Bus,1211839,1174615.694275738,1206293.9777777777,1195660.7327190512
2023-07-22,Bus,894490,1183732.5530325514,1208747.5555555555,1194994.0583683772
2023-07-23,Bus,723774,1195577.8811998984,1200492.1333333333,1194254.5336894842
2023-07-24,Bus,1302964,1194000.7117804266,1197978.822222222,1193543.809239059
2023-07-25,Bus,1307716,1194146.256098735,1195492.6,1192723.5031653622
2023-07-26,Bus,1382345,1171225.6472920065,1194109.9555555556,1191863.7465836916
2023-07-27,Bus,1313385,1174316.311463968,1192880.0333333334,1191231.5250973937
2023-07-28,Bus,1246295,1171297.902650178,1198776.5555555555,1190996.669215919
2023-07-29,Bus,856921,1180967.1931176528,1201874.8444444444,1190539.6993909413
2023-07-30,Bus,705279,1187766.35814938,1193426.8555555556,1189728.7871078744
2023-07-31,Bus,1283835,1175367.138919682,1191040.9555555556,1189453.6476093952
2023-08-01,Bus,1357252,1177762.3150773707,1189080.2666666666,1189050.830868224
2023-08-02,Bus,1359233,1180971.204392514,1187544.7777777778,1188758.5201853493
2023-08-03,Bus,1350472,1196550.1568784416,1186432.2666666666,1188671.3770823632
2023-08-04,Bus,1241122,1203611.7840320303,1189837.7333333334,1188293.6459729294
2023-08-05,Bus,879423,1206493.2580169302,1191771.111111111,1188687.085981296
2023-08-06,Bus,715130,1182963.114150206,1183484.4222222222,1188485.3372714298
2023-08-07,Bus,1208443,1202503.0954208793,1179968.322222222,1188479.0472876725
2023-08-08,Bus,1339073,1218899.0322252768,1177867.5777777778,1188875.1078861323
2023-08-09,Bus,1369095,1217008.5840388169,1176021.2555555555,1188710.180691633
2023-08-10,Bus,1262073,1205163.0963487732,1174084.4555555556,1188742.5572426913
2023-08-11,Bus,1275618,1190545.5935397472,1178055.1333333333,1188002.8691850845
2023-08-12,Bus,844749,1189900.1498581062,1179767.8333333333,1188225.5508121792
2023-08-13,Bus,690541,1175231.8684093195,1171432.2777777778,1188018.5175403648
2023-08-14,Bus,1246445,1195962.8752116708,1168399.4777777777,1187764.361530347
2023-08-15,Bus,1273782,1178029.4246743144,1165679.8777777778,1187668.0836780474
2023-08-16,Bus,1300953,1177949.6864695416,1163549.8333333333,1187743.8371749362
2023-08-17,Bus,1275993,1178272.0073319583,1161824.5444444444,1187320.5191238136
2023-08-18,Bus,1208502,1175976.305450569,1166798.677777778,1187224.116362806
2023-08-19,Bus,856814,1195381.693131996,1168231.611111111,1187561.5326249683
2023-08-20,Bus,689829,1162109.6777103366,1159829.5444444444,1187113.0441811408
2023-08-21,Bus,1199440,1177316.2995727274,1156479.177777778,1187193.4913767022
2023-08-22,Bus,1263459,1170947.5847732169,1153851.5777777778,1186876.0661747179
2023-08-23,Bus,1272485,1183990.8604534215,1151772.5111111111,1186735.602250981
2023-08-24,Bus,1201155,1179037.4245282726,1149893.6555555556,1186506.2488326193
2023-08-25,Bus,1143010,1157256.590548967,1153166.6333333333,1187129.7190886629
2023-08-26,Bus,844428,1175976.0919020805,1154684.8666666667,1184900.2210137907
2023-08-27,Bus,702984,1165701.7889903004,1154063.6555555556,1185510.40086035
2023-08-28,Bus,1240688,1205312.221806656,1151868.1333333333,1185713.8812733958
2023-08-29,Bus,1284953,1168661.753765693,1149692.0444444444,1185429.2669680482
2023-08-30,Bus,1267435,1162074.1749206984,1147580.177777778,1185057.057308562
2023-08-31,Bus,1315113,1182382.7171333553,1146642.9666666666,1184933.2085345883
2023-09-01,Bus,1225370,1158771.0769895078,1150266.9444444445,1184314.6973296655
2023-09-02,Bus,842591,1056671.778722286,1151693.3111111112,1183261.6173512493
2023-09-03,Bus,692079,1319871.0758406003,1143470.2333333334,1184248.3906383875
2023-09-04,Bus,686326,1078509.144672282,1134714.7777777778,1183119.7453095675
2023-09-05,Bus,1349438,1139765.6072395237,1134254.822222222,1182450.1121453883
2023-09-06,Bus,1395521,1128204.282615306,1136246.2666666666,1182205.7984109202
2023-09-07,Bus,1441437,1108093.758705917,1138299.2333333334,1181497.537475683
2023-09-08,Bus,1365283,1148373.496562324,1143547.5333333334,1180940.065782787
2023-09-09,Bus,840378,1160423.6860045495,1145160.6222222222,1181378.4520214181
2023-09-10,Bus,626222,1077883.1147616056,1136623.3666666667,1180015.5536388634
2023-09-11,Bus,1400268,1156377.3855124367,1135513.8777777778,1179558.3077173827
2023-09-12,Bus,1519571,1142412.2939275042,1136457.0333333334,1179189.6490363677
2023-09-13,Bus,1482320,1115887.6342584896,1136535.0333333334,1178387.3080551263
2023-09-14,Bus,1517040,1124769.8054381972,1138938.2444444445,1177898.3615266082
2023-09-15,Bus,1398937,1137430.8013315117,1144788.0666666667,1177232.2427384784
2023-09-16,Bus,881354,1166232.457226873,1146718.5,1176888.7884241983
2023-09-17,Bus,666392,1090304.9535152265,1142170.111111111,1176121.0300258365
2023-09-18,Bus,1294777,1131318.3358707628,1140620.322222222,1175047.0221357192
2023-09-19,Bus,1480863,1119335.040406054,1141180.177777778,1174420.3102686643
2023-09-20,Bus,1478618,1099055.0889342786,1142412.5,1173403.8256370628
2023-09-21,Bus,1478606,1105190.0940728164,1144586.411111111,1172501.9325750791
2023-09-22,Bus,1403811,1117738.37126031,1150799.0444444444,1171824.921406206
2023-09-23,Bus,682092,1098783.7284052542,1150722.0666666667,1171039.2661898162
2023-09-24,Bus,562224,1039235.6098218171,1142360.7444444445,1169417.038469967
2023-09-25,Bus,1035021,1063134.892666246,1138395.2666666666,1167889.0391033457
2023-09-26,Bus,1393963,1104751.003633054,1139374.5,1167282.1160872758
2023-09-27,Bus,1463309,1114601.9533652863,1141104.0555555555,1166539.1811139316
2023-09-28,Bus,1433729,1104051.9843004174,1143158.5777777778,1165597.1877916022
2023-09-29,Bus,1053306,1089541.6785046726,1145314.2555555555,1164427.3736475531
2023-09-30,Bus,789587,1151582.7280432875,1146661.9222222222,1164021.4680623596
2023-10-01,Bus,669243,1094882.1795066474,1141676.5111111111,1163183.1319536862
2023-10-02,Bus,1390842,1126724.7742858033,1150108.788888889,1163641.2395386258
2023-10-03,Bus,1471939,1083376.2005261371,1152057.1888888888,1161681.2021276632
2023-10-04,Bus,1467384,1153266.3856175677,1153543.3444444444,1160944.36654717
2023-10-05,Bus,1457151,1109893.3754044573,1155579.4666666666,1159964.9333864185
2023-10-06,Bus,1325428,1098274.8570114302,1160672.588888889,1159043.0622197448
2023-10-07,Bus,720734,1102180.0560964558,1161436.822222222,1158135.645772495
2023-10-08,Bus,654443,1072800.589713581,1154182.888888889,1156736.449409312
2023-10-09,Bus,1023375,1043844.6868167017,1150201.4888888889,1154999.4151660788
2023-10-10,Bus,1423532,1095088.0950247059,1150646.4666666666,1154137.0301203972
2023-10-11,Bus,1451764,1073277.2110054987,1151673.822222222,1152744.6340979896
2023-10-12,Bus,1436967,1085317.7799953844,1153955.411111111,1151503.1861576587
2023-10-13,Bus,1322576,1084441.993971075,1158765.0444444444,1150361.6980654127
2023-10-14,Bus,717223,1015204.0772458303,1160249.2444444445,1148532.8393283426
2023-10-15,Bus,689581,1209637.83701154,1153346.7,1148612.7376849442
2023-10-16,Bus,1381665,1122763.222802397,1154102.2555555555,1147723.8003527676
2023-10-17,Bus,1439468,1118910.4810469556,1155176.5555555555,1147140.6354248803
2023-10-18,Bus,1440292,1086892.414817153,1156361.9444444445,1146311.501769468
2023-10-19,Bus,1440111,1088033.56641147,1158898.3,1145349.478126532
2023-10-20,Bus,1232782,1095488.5225942645,1162657.1,1144368.9888994396
2023-10-21,Bus,793917,1083835.3866489585,1163436.4666666666,1143127.4056266514
2023-10-22,Bus,678536,1084443.6848494764,1156498.3777777778,1141910.1053274185
2023-10-23,Bus,1375311,1101714.4550573404,1157249.4333333333,1140883.0853158475
2023-10-24,Bus,1431006,1111333.5848493036,1157790.111111111,1140217.6179553731
2023-10-25,Bus,1443766,1104702.637250633,1159238.788888889,1139444.132686336
2023-10-26,Bus,1431016,1108628.8843051097,1161291.2444444445,1138747.8102602798
2023-10-27,Bus,1348576,1120532.7871661056,1166754.0777777778,1138076.316860818
2023-10-28,Bus,874941,1120217.2081408035,1168639.211111111,1137325.7707496115
2023-10-29,Bus,589929,1065585.1727847266,1160929.1444444444,1136105.97112589
2023-10-30,Bus,1314380,1089219.1728028825,1160452.788888889,1135122.1584339512
2023-10-31,Bus,1334020,1060973.0778778307,1160172.6444444444,1133788.8459171215
2023-11-01,Bus,1369637,1095585.849563129,1160385.588888889,1132667.0202802846
2023-11-02,Bus,1380510,1130725.836974109,1161934.3444444444,1131857.1764240856
2023-11-03,Bus,1307247,1095925.2395243598,1166687.9444444445,1130628.6428852791
2023-11-04,Bus,832986,1133037.2229923557,1167997.4555555556,1130073.910761303
2023-11-05,Bus,614666,1061703.7926848475,1161399.9333333333,1128509.474064236
2023-11-06,Bus,1349481,1151564.7644117095,1161515.5777777778,1127761.315532974
2023-11-07,Bus,1270763,1099177.40698381,1160423.0,1126452.080232363
2023-11-08,Bus,1401268,1056304.9618966507,1161969.611111111,1124798.1009606728
2023-11-09,Bus,1376822,1083387.0164171993,1163094.1,1123607.4501037556
2023-11-10,Bus,1250528,1091618.8718749834,1167602.7555555555,1122515.4359039431
2023-11-11,Bus,817146,1089858.6208528779,1169009.4777777777,1121566.844264427
2023-11-12,Bus,642431,1136145.4505789904,1162298.211111111,1120902.206212953
2023-11-13,Bus,1320693,1087902.6803128936,1162819.4444444445,1119900.7979422703
2023-11-14,Bus,1382768,1124225.9103586376,1163728.5,1119303.8670965936
2023-11-15,Bus,1389217,1062407.7131317365,1164986.5444444444,1118016.4860499245
2023-11-16,Bus,1391273,1095594.2403435446,1167017.3333333333,1117123.3519931799
2023-11-17,Bus,1303240,1106957.1228748467,1171977.6222222222,1116140.8567681003
2023-11-18,Bus,831053,1089937.2602366281,1173546.7777777778,1115338.9410183926
2023-11-19,Bus,657965,1098229.7952499432,1167530.388888889,1114460.2020814726
2023-11-20,Bus,1300978,1067141.3659581835,1167947.2666666666,1113306.7996501944
2023-11-21,Bus,1254277,1089544.464728479,1167744.9555555556,1112257.3952532506
2023-11-22,Bus,1160847,1052163.877732911,1167297.088888889,1110847.6891777467
2023-11-23,Bus,471662,960257.6172701374,1159837.6666666667,1108658.8116968707
2023-11-24,Bus,807221,1027539.7913737535,1159424.2555555555,1107009.5194687783
2023-11-25,Bus,696466,1068348.4885923937,1159351.8333333333,1105927.8161310237
2023-11-26,Bus,566395,1065343.5573795587,1151859.6888888888,1104372.6087485005
2023-11-27,Bus,1253990,1081457.869333339,1151515.6555555556,1103403.676699252
2023-11-28,Bus,1279327,989181.1782851425,1151647.788888889,1101482.6434033015
2023-11-29,Bus,1268990,1286315.1309130476,1151135.3111111112,1102637.4480008536
2023-11-30,Bus,1340370,1221827.4657526966,1152413.088888889,1103338.0745426668
2023-12-01,Bus,1226677,1118187.0560104689,1156680.711111111,1104021.5776236467
2023-12-02,Bus,826725,1116790.9993602182,1158176.7777777778,1101765.1323294202
2023-12-03,Bus,553618,1063990.3418811364,1156702.2444444445,1101603.8122984075
2023-12-04,Bus,1312507,1111638.3386165889,1156291.9,1101291.287091486
2023-12-05,Bus,1346216,1102968.7650120677,1155744.0666666667,1101010.89245145
2023-12-06,Bus,1350594,1059567.816325895,1154734.7,1100471.7153138942
2023-12-07,Bus,1314833,1089747.0072154799,1154174.1444444444,1099820.309876707
2023-12-08,Bus,1261796,1105211.727820471,1158856.5666666667,1099206.8436746616
2023-12-09,Bus,828894,1092844.7880603615,1161108.4777777777,1099373.0844890922
2023-12-10,Bus,539117,1077966.1071738014,1151540.1333333333,1098501.8480631076
2023-12-11,Bus,1213923,1101426.0475007808,1148144.0444444444,1098046.4453250328
2023-12-12,Bus,1309303,1108344.681274432,1146221.6333333333,1097962.634736321
2023-12-13,Bus,1314167,1062746.6971922822,1143967.4888888889,1097273.4890891442
2023-12-14,Bus,1296909,1090155.8339441197,1142833.8444444444,1096748.2116737287
2023-12-15,Bus,1246465,1079442.5270209378,1146890.6333333333,1095783.879115885
2023-12-16,Bus,814457,1095462.0246754626,1148535.8,1095841.1799065543
2023-12-17,Bus,569005,1110852.7363540472,1140471.6666666667,1095613.7843563685
2023-12-18,Bus,1082334,1083142.154754287,1136043.5666666667,1095211.6411824601
2023-12-19,Bus,1275002,1062825.0688191545,1133781.1666666667,1094809.085403403
2023-12-20,Bus,1245547,1041613.0472724607,1131191.6222222222,1094102.6737722878
2023-12-21,Bus,1200899,1080446.8569870312,1128937.0444444444,1093688.323613696
2023-12-22,Bus,1110555,1095898.6830607262,1133697.7444444445,1093656.2675543125
2023-12-23,Bus,708808,1093631.3281900221,1135326.4555555556,1094260.6644250702
2023-12-24,Bus,549448,1122544.1964593711,1129931.2,1094920.7678005495
2023-12-25,Bus,381879,1067902.1922075064,1118685.822222222,1094511.3365624878
2023-12-26,Bus,906670,1162261.1638304994,1112500.9444444445,1095040.8833454347
2023-12-27,Bus,955890,1093157.0130958597,1107191.6222222222,1094919.8281098283
2023-12-28,Bus,969231,1081456.8299309597,1106257.4555555556,1094829.9964590094
2023-12-29,Bus,1007697,1086562.7394261728,1108680.9,1094107.5521410413
2023-12-30,Bus,720564,1054099.2818257173,1109251.1333333333,1093654.4088334753
2023-12-31,Bus,548344,1101419.3514701356,1099890.0444444444,1093373.237468857
2024-01-01,Bus,455965,923697.1650102697,1088601.4444444445,1091599.025963125
2024-01-02,Bus,1091104,1336734.4154515716,1084420.5555555555,1093637.5596279472
2024-01-03,Bus,1212761,1179462.4064608351,1081705.111111111,1094410.548861907
2024-01-04,Bus,1242971,1132598.0889609014,1080788.9222222222,1094791.91810579
2024-01-05,Bus,1185046,1118957.121631849,1085947.9444444445,1094978.3299450723
2024-01-06,Bus,684686,1090535.9791860322,1086283.9777777777,1095175.3898280994
2024-01-07,Bus,502518,1043033.311009145,1080496.677777778,1095166.3745413488
2024-01-08,Bus,1226783,1277794.9654069245,1078310.5777777778,1097196.450878929
2024-01-09,Bus,1135694,897400.5851788493,1074798.6888888888,1095242.2661475218
2024-01-10,Bus,1248493,1095815.4118838455,1072704.5333333334,1095358.906501838
2024-01-11,Bus,1293940,1127925.4474254297,1072386.3555555556,1095842.0559846642
2024-01-12,Bus,1228696,1147325.9671287593,1078069.388888889,1097310.0769833636
2024-01-13,Bus,755670,1112156.4090316105,1078803.711111111,1096226.9500058086
2024-01-14,Bus,588809,1088510.7281694822,1069994.2,1095846.3667321096
2024-01-15,Bus,783032,917805.3732944129,1062700.4666666666,1093611.865534859
2024-01-16,Bus,1078860,1069337.506962425,1058684.5555555555,1093416.8110031402
2024-01-17,Bus,1193111,1042662.8407171986,1055940.111111111,1092912.6918287592
2024-01-18,Bus,1235693,1057386.796513966,1055972.4555555556,1092489.3393167558
2024-01-19,Bus,1109408,1065002.7324695522,1059477.911111111,1092280.0876036512
2024-01-20,Bus,677335,1060641.0774633728,1059464.5666666667,1092015.6141882502
2024-01-21,Bus,548497,1222387.7428344707,1050277.7444444445,1093356.4284968849
2024-01-22,Bus,1210644,1224691.4840544404,1047829.2777777778,1094615.9607102755
2024-01-23,Bus,1264199,1131050.1822502564,1045834.088888889,1094908.711210271
2024-01-24,Bus,1247798,1085547.0608778864,1043798.3333333334,1094652.2465055243
2024-01-25,Bus,1256481,1116209.9511695348,1042775.0555555555,1094604.2149944513
2024-01-26,Bus,1193175,1077562.8461945541,1046310.9888888889,1094130.2776394929
2024-01-27,Bus,801262,1110722.5609566732,1048659.1333333333,1094631.8041747368
2024-01-28,Bus,535857,996450.1673718351,1040008.8777777777,1093601.037447725
2024-01-29,Bus,1211703,1118287.3634519307,1038649.8,1094237.8628429929
2024-01-30,Bus,1284597,1151019.0530471005,1037704.911111111,1094853.7873261482
2024-01-31,Bus,1325692,1115648.4686381733,1037095.8222222222,1094686.2610113046
2024-02-01,Bus,1337508,1115037.4467355884,1037432.0555555555,1094898.6188692069
2024-02-02,Bus,1239617,1075198.665125225,1041950.1777777778,1094255.9682262389
2024-02-03,Bus,808103,1142611.992913015,1044099.4777777778,1095154.948228774
2024-02-04,Bus,626299,1122276.4862763057,1036064.1222222223,1094829.5229161584
2024-02-05,Bus,1297578,1160658.6140542803,1036362.0666666667,1095512.6474391636
2024-02-06,Bus,1346868,1112448.6186315701,1035757.6222222223,1096136.4658473295
2024-02-07,Bus,1341486,1116539.7829366224,1035365.0,1096504.8299197676
2024-02-08,Bus,1350925,1077240.2234258973,1036480.5222222222,1096345.067159222
2024-02-09,Bus,1268268,1126560.591074945,1041492.9888888889,1096752.8668283562
2024-02-10,Bus,795892,1109959.7008332885,1043198.1111111111,1096461.9140534038
2024-02-11,Bus,628400,1036544.7006063159,1035505.9666666667,1095891.2698344418
2024-02-12,Bus,1254403,1120475.9896482143,1034079.6888888889,1095849.6040487706
2024-02-13,Bus,724893,762161.2255395043,1026698.3111111111,1092513.5319644124
2024-02-14,Bus,1282121,1045755.9455114576,1025485.5111111111,1091959.7731329447
2024-02-15,Bus,1305830,1067710.3046064095,1025514.2888888889,1091523.6973744067
2024-02-16,Bus,1225865,1119197.322797564,1029901.088888889,1091848.8091806392
2024-02-17,Bus,680638,1065314.5017471246,1030153.0111111111,1091483.0836972746
