date,NASDAQCOM,UMCSENT,NASDAQCOM_yoy_change,UMCSENT_yoy_change,yoy_change_diff
1978-08-01,126.81,78.4,40.29206770660472,-9.885057471264357,50.17712517786907
1978-09-01,135.35,80.4,40.55036344755971,-7.692307692307676,48.24267113986738
1978-10-01,133.3,79.3,39.10049045184181,-12.084257206208427,51.184747658050235
1978-11-01,114.65,75.0,13.78523223501389,-15.73033707865169,29.51556931366558
1978-12-01,116.19,66.1,20.105437254496582,-21.682464454976312,41.78790170947289
1979-01-01,117.84,72.1,13.30769230769231,-13.85902031063322,27.16671261832553
1979-02-01,125.76,73.9,23.852668898956075,-12.336892052194537,36.18956095115061
1979-03-01,123.33,68.4,21.54331329456982,-13.197969543147202,34.74128283771702
1979-04-01,131.36,66.0,24.053262819907474,-19.11764705882353,43.170909878731
1979-05-01,133.79,68.1,15.37599172128321,-17.852834740651403,33.22882646193462
1979-06-01,131.76,65.8,9.489778959614426,-17.75,27.239778959614426
1979-07-01,137.03,60.4,14.049105285060337,-26.699029126213603,40.74813441127394
1979-08-01,141.9,64.5,11.899692453276556,-17.729591836734706,29.629284290011263
1979-09-01,148.49,66.7,9.708164019209464,-17.03980099502488,26.747965014234346
1979-10-01,149.59,62.1,12.220555138784682,-21.689785624211844,33.910340762996526
1979-11-01,136.42,63.3,18.98822503270823,-15.600000000000003,34.58822503270823
1979-12-01,143.86,61.0,23.814441862466662,-7.715582450832059,31.53002431329872
1980-01-01,148.17,67.0,25.738289205702625,-7.073509015256585,32.81179822095921
1980-02-01,162.3,66.9,29.05534351145038,-9.472259810554807,38.52760332200519
1980-03-01,156.87,56.5,27.195329603502792,-17.397660818713454,44.592990422216246
1980-04-01,133.14,52.7,1.3550548112058358,-20.15151515151514,21.506569962720977
1980-05-01,139.68,51.7,4.402421705658122,-24.08223201174742,28.48465371740554
1980-06-01,150.17,58.7,13.972374013357625,-10.790273556231,24.762647569588623
1980-07-01,158.17,62.3,15.427278698095304,3.14569536423841,12.281583333856894
1980-08-01,172.49,67.3,21.557434813248765,4.341085271317824,17.216349541930942
1980-09-01,182.34,73.7,22.79614788874671,10.494752623688154,12.301395265058556
1980-10-01,189.62,75.0,26.75981014773714,20.772946859903385,5.986863287833756
1980-11-01,193.15,76.7,41.58481161120071,21.169036334913116,20.415775276287597
1980-12-01,204.91,64.5,42.4370916168497,5.737704918032782,36.699386698816916
1981-01-01,203.55,71.4,37.375987041911344,6.567164179104479,30.808822862806863
1981-02-01,193.09,66.9,18.971041281577318,0.0,18.971041281577318
1981-03-01,199.06,66.5,26.89488111174858,17.699115044247794,9.195766067500788
1981-04-01,211.34,72.4,58.73516599068651,37.38140417457305,21.35376181611346
1981-05-01,216.68,76.3,55.12600229095075,47.58220502901354,7.543797261937215
1981-06-01,223.02,73.1,48.511686755011006,24.531516183986348,23.980170571024658
1981-07-01,214.63,74.1,35.695770373648614,18.9406099518459,16.755160421802714
1981-08-01,210.4,77.2,21.978085686126736,14.710252600297192,7.267833085829544
1981-09-01,195.17,73.1,7.036305802347265,-0.8141112618724633,7.850417064219728
1981-10-01,181.09,70.3,-4.498470625461448,-6.266666666666676,1.7681960412052282
1981-11-01,197.25,62.5,2.1227025627750473,-18.513689700130374,20.63639226290542
1981-12-01,201.13,64.3,-1.8447123127226628,-0.31007751937984773,-1.534634793342815
1982-01-01,195.53,71.0,-3.940063866371901,-0.5602240896358635,-3.3798397767360377
1982-02-01,186.82,66.5,-3.2471904293334797,-0.5979073243647326,-2.649283104968747
1982-03-01,180.13,62.0,-9.509695569175125,-6.766917293233088,-2.7427782759420376
1982-04-01,177.31,65.5,-16.102015709283624,-9.530386740331497,-6.571628968952126
1982-05-01,184.97,67.5,-14.634484031751892,-11.533420707732633,-3.1010633240192593
1982-06-01,177.36,65.7,-20.473500134517085,-10.123119015047866,-10.350381119469219
1982-07-01,170.6,65.4,-20.514373573125845,-11.740890688259098,-8.773482884866747
1982-08-01,168.37,65.4,-19.97623574144487,-15.284974093264248,-4.691261648180623
1982-09-01,177.3,69.3,-9.156120305374793,-5.198358413132686,-3.9577618922421074
1982-10-01,188.7,73.4,4.202330332983584,4.409672830725464,-0.2073424977418803
1982-11-01,214.52,72.1,8.755386565272506,15.359999999999996,-6.60461343472749
1982-12-01,235.59,71.9,17.133197434495106,11.81959564541215,5.313601789082956
1983-01-01,230.59,70.4,17.930752314222875,-0.845070422535199,18.775822736758073
1983-02-01,248.15,74.6,32.828390964564825,12.180451127819536,20.647939836745287
1983-03-01,261.82,80.8,45.35058013656803,30.32258064516129,15.027999491406739
1983-04-01,268.73,89.1,51.55941571259377,36.03053435114503,15.52888136144874
1983-05-01,290.54,93.3,57.07412012758828,38.22222222222222,18.85189790536606
1983-06-01,307.95,92.2,73.62990527740187,40.334855403348556,33.29504987405332
1983-07-01,321.58,92.8,88.49941383352873,41.89602446483178,46.60338936869695
1983-08-01,302.08,90.9,79.4143849854487,38.99082568807339,40.42355929737531
1983-09-01,294.55,89.9,66.13085166384658,29.725829725829733,36.40502193801685
1983-10-01,294.64,89.3,56.1420243773185,21.662125340599438,34.47989903671906
1983-11-01,273.04,91.1,27.27950773820622,26.352288488210828,0.9272192499953924
1983-12-01,286.07,94.2,21.427055477736733,31.01529902642559,-9.588243548688858
1984-01-01,277.63,100.1,20.399843878745827,42.18749999999998,-21.78765612125415
1984-02-01,266.43,97.4,7.366512190207541,30.56300268096517,-23.19649049075763
1984-03-01,253.5,101.0,-3.1777557100297837,25.0,-28.177755710029786
1984-04-01,249.8,96.1,-7.044245153127681,7.856341189674532,-14.900586342802214
1984-05-01,250.26,98.1,-13.863839746678607,5.144694533762051,-19.008534280440657
1984-06-01,235.9,95.5,-23.396655301185255,3.579175704989157,-26.975831006174413
1984-07-01,237.91,96.6,-26.018409105043837,4.094827586206895,-30.113236691250734
1984-08-01,233.35,99.1,-22.752251059322028,9.020902090209004,-31.773153149531034
1984-09-01,251.39,100.9,-14.652860295365821,12.23581757508343,-26.88867787044925
1984-10-01,247.86,96.3,-15.877002443660048,7.838745800671898,-23.715748244331948
1984-11-01,247.97,95.7,-9.181804863756238,5.049396267837558,-14.231201131593796
1984-12-01,240.9,92.9,-15.789841647149295,-1.3800424628450103,-14.409799184304285
1985-01-01,245.91,96.0,-11.425278248027947,-4.095904095904091,-7.329374152123856
1985-02-01,278.43,93.7,4.503997297601625,-3.7987679671457886,8.302765264747414
1985-03-01,287.16,93.7,13.278106508875753,-7.2277227722772235,20.505829281152977
1985-04-01,280.32,94.6,12.217774219375489,-1.5608740894901163,13.778648308865606
1985-05-01,279.63,91.8,11.735794773435625,-6.422018348623848,18.157813122059473
1985-06-01,290.59,96.5,23.183552352691805,1.0471204188481575,22.136431933843646
1985-07-01,296.48,94.0,24.618553234416396,-2.6915113871635588,27.310064621579954
1985-08-01,304.01,92.4,30.28069423612598,-6.760847628657906,37.04154186478389
1985-09-01,296.56,92.1,17.96809737857512,-8.72150644202181,26.68960382059693
1985-10-01,281.77,88.4,13.68111030420398,-8.203530633437161,21.88464093764114
1985-11-01,294.11,90.9,18.607089567286362,-5.015673981191215,23.62276354847758
1985-12-01,312.95,93.9,29.908675799086758,1.0764262648008671,28.832249534285893
1986-01-01,324.99,95.6,32.158106624374774,-0.4166666666666763,32.57477329104145
1986-02-01,337.5,95.9,21.215386273030923,2.347918890074707,18.867467382956214
1986-03-01,359.78,95.1,25.289037470399766,1.4941302027748016,23.794907267624964
1986-04-01,374.15,96.2,33.47246004566209,1.6913319238900826,31.781128121772007
1986-05-01,381.67,94.8,36.491077495261614,3.267973856209161,33.223103639052454
1986-06-01,399.35,99.3,37.42730307305828,2.901554404145079,34.5257486689132
1986-07-01,407.61,97.7,37.483135456017266,3.936170212765955,33.54696524325131
1986-08-01,370.66,94.9,21.92362093352194,2.7056277056277,19.21799322789424
1986-09-01,380.14,91.9,28.183166981386563,-0.21715526601518986,28.400322247401753
1986-10-01,352.34,95.6,25.04524967171806,8.14479638009049,16.90045329162757
1986-11-01,361.14,91.4,22.790792560606565,0.5500550055005604,22.240737555106005
1986-12-01,357.87,89.1,14.353730627895844,-5.111821086261992,19.465551714157836
1987-01-01,353.26,90.4,8.698729191667432,-5.439330543933041,14.138059735600473
1987-02-01,397.18,90.2,17.682962962962968,-5.943691345151203,23.62665430811417
1987-03-01,423.91,90.8,17.824781811106803,-4.5215562565720235,22.346338067678825
1987-04-01,428.34,92.8,14.483495924094614,-3.53430353430354,18.017799458398155
1987-05-01,418.44,91.1,9.633976995834082,-3.9029535864978926,13.536930582331975
1987-06-01,415.01,91.5,3.921372229873543,-7.85498489425982,11.776357124133362
1987-07-01,424.46,93.7,4.133853438335655,-4.094165813715456,8.228019252051112
1987-08-01,433.13,94.4,16.85372039065449,-0.5268703898840932,17.380590780538583
1987-09-01,452.5,93.6,19.035092334403124,1.8498367791077053,17.18525555529542
1987-10-01,448.45,89.3,27.277629562354555,-6.589958158995812,33.86758772135037
1987-11-01,328.33,83.1,-9.085119344298608,-9.08096280087528,-0.004156543423327719
1987-12-01,305.24,86.8,-14.706457652220074,-2.581369248035914,-12.12508840418416
1988-01-01,338.48,90.8,-4.183887221876226,0.4424778761061843,-4.6263650979824105
1988-02-01,346.2,91.6,-12.83549020595196,1.552106430155198,-14.387596636107158
1988-03-01,367.32,94.6,-13.349531740227881,4.185022026431717,-17.5345537666596
1988-04-01,371.89,91.2,-13.178783209599853,-1.724137931034475,-11.454645278565378
1988-05-01,379.74,94.8,-9.248637797533698,4.061470911086729,-13.310108708620426
1988-06-01,374.81,94.7,-9.686513577986066,3.49726775956285,-13.183781337548915
1988-07-01,394.69,93.4,-7.013617301983688,-0.32017075773745907,-6.693446544246228
1988-08-01,388.0,97.4,-10.419504536744162,3.177966101694918,-13.59747063843908
1988-09-01,372.96,97.3,-17.57790055248619,3.952991452991461,-21.530892005477654
1988-10-01,384.48,94.1,-14.264689486007354,5.375139977603571,-19.639829463610926
1988-11-01,382.35,93.0,16.452958913288462,11.913357400722035,4.539601512566428
1988-12-01,373.87,91.9,22.483947058052678,5.87557603686637,16.608371021186308
1989-01-01,378.56,97.9,11.841172299692747,7.819383259911894,4.021789039780853
1989-02-01,403.23,95.4,16.47313691507799,4.148471615720539,12.324665299357452
1989-03-01,399.8,94.3,8.842426222367417,-0.3171247357293794,9.159550958096796
1989-04-01,407.65,91.5,9.61574659173412,0.3289473684210398,9.286799223313078
1989-05-01,427.47,90.7,12.5691262442724,-4.32489451476793,16.89402075904033
1989-06-01,448.32,90.6,19.612603719217738,-4.329461457233375,23.942065176451113
1989-07-01,436.0,92.0,10.466442017786104,-1.4989293361884481,11.965371353974552
1989-08-01,453.29,89.6,16.827319587628864,-8.00821355236141,24.835533139990275
1989-09-01,471.34,95.8,26.378163878163875,-1.541623843782114,27.919787721945987
1989-10-01,475.19,93.9,23.592904702455254,-0.2125398512220933,23.805444553677347
1989-11-01,456.64,90.9,19.42984176801359,-2.2580645161290214,21.68790628414261
1989-12-01,457.1,90.5,22.261748736191734,-1.5233949945593128,23.785143730751045
1990-01-01,459.33,93.0,21.33611580726964,-5.005107252298268,26.34122305956791
1990-02-01,417.76,89.5,3.6034025246137302,-6.184486373165621,9.78788889777935
1990-03-01,427.21,91.3,6.855927963981978,-3.181336161187698,10.037264125169676
1990-04-01,433.18,93.9,6.262725377161793,2.622950819672143,3.63977455748965
1990-05-01,421.85,90.6,-1.3147121435422404,-0.11025358324145973,-1.2044585603007807
1990-06-01,462.13,88.3,3.080389007851525,-2.5386313465783683,5.619020354429893
1990-07-01,462.04,88.2,5.972477064220194,-4.130434782608694,10.102911846828889
1990-08-01,435.91,76.4,-3.834190032870788,-14.732142857142849,10.89795282427206
1990-09-01,381.67,72.8,-19.024483387788006,-24.00835073068893,4.9838673429009255
1990-10-01,354.65,63.9,-25.366695427092324,-31.948881789137385,6.582186362045061
1990-11-01,330.6,66.0,-27.601611772950243,-27.392739273927404,-0.20887249902283855
1990-12-01,361.32,65.5,-20.953839422445864,-27.62430939226519,6.670469969819326
1991-01-01,372.19,66.8,-18.971110095138567,-28.172043010752688,9.200932915614121
1991-02-01,417.69,70.4,-0.01675603217158317,-21.340782122905022,21.32402609073344
1991-03-01,456.73,87.7,6.909950609770377,-3.943044906900317,10.852995516670694
1991-04-01,480.86,81.8,11.006971697677637,-12.886048988285415,23.89302068596305
1991-05-01,487.85,78.3,15.645371577574974,-13.576158940397354,29.221530517972326
1991-06-01,507.1,82.1,9.731028065695813,-7.021517553793888,16.752545619489702
1991-07-01,481.31,82.9,4.17063457709288,-6.00907029478458,10.17970487187746
1991-08-01,504.15,82.0,15.654607602486736,7.329842931937169,8.324764670549566
1991-09-01,520.91,83.0,36.48177745172529,14.010989010989006,22.470788440736285
1991-10-01,528.51,78.3,49.02298040321445,22.535211267605625,26.487769135608822
1991-11-01,540.93,69.1,63.62068965517238,4.696969696969688,58.92371995820269
1991-12-01,530.91,68.2,46.936233809365646,4.122137404580162,42.81409640478549
1992-01-01,586.45,67.5,57.567371503801844,1.0479041916167775,56.519467312185064
1992-02-01,623.43,68.8,49.256625727213944,-2.272727272727282,51.529352999941224
1992-03-01,635.47,76.0,39.13471854268386,-13.34093500570126,52.475653548385125
1992-04-01,602.09,77.2,25.211080148068056,-5.623471882640585,30.834552030708643
1992-05-01,578.14,79.2,18.507738034231824,1.1494252873563315,17.35831274687549
1992-06-01,588.37,80.4,16.026424768290283,-2.0706455542021773,18.09707032249246
1992-07-01,568.99,76.6,18.2169495751179,-7.599517490952968,25.81646706607087
1992-08-01,582.36,76.1,15.513240107110992,-7.195121951219519,22.70836205833051
1992-09-01,565.61,75.6,8.581136856654714,-8.915662650602417,17.49679950725713
1992-10-01,578.33,73.3,9.426500917674229,-6.38569604086846,15.812196958542689
