date,mode,count,count_ma90
2023-01-01,Subway,1675507,1675507.0
2023-01-02,Subway,1938154,1806830.5
2023-01-03,Subway,3175777,2263146.0
2023-01-04,Subway,3413052,2550622.5
2023-01-05,Subway,3428520,2726202.0
2023-01-06,Subway,3229858,2810144.6666666665
2023-01-07,Subway,2116138,2711000.8571428573
2023-01-08,Subway,1610764,2573471.25
2023-01-09,Subway,3145743,2637057.0
2023-01-10,Subway,3469177,2720269.0
2023-01-11,Subway,3508962,2791968.3636363638
2023-01-12,Subway,3472709,2848696.75
2023-01-13,Subway,3270020,2881106.230769231
2023-01-14,Subway,2072387,2823340.5714285714
2023-01-15,Subway,1705804,2748838.1333333333
2023-01-16,Subway,2172218,2712799.375
2023-01-17,Subway,3451604,2756258.470588235
2023-01-18,Subway,3603344,2803318.777777778
2023-01-19,Subway,3492226,2839577.052631579
2023-01-20,Subway,3375887,2866392.55
2023-01-21,Subway,2137169,2831667.619047619
2023-01-22,Subway,1593386,2775382.090909091
2023-01-23,Subway,3135214,2791026.9565217393
2023-01-24,Subway,3566756,2823349.0
2023-01-25,Subway,3511071,2850857.88
2023-01-26,Subway,3629029,2880787.5384615385
2023-01-27,Subway,3335372,2897624.0
2023-01-28,Subway,2248107,2874426.964285714
2023-01-29,Subway,1637398,2831770.793103448
2023-01-30,Subway,3223530,2844829.433333333
2023-01-31,Subway,3654404,2870944.7419354836
2023-02-01,Subway,3682758,2896313.90625
2023-02-02,Subway,3699932,2920665.9696969697
2023-02-03,Subway,3189550,2928574.3235294116
2023-02-04,Subway,1742435,2894684.6285714284
2023-02-05,Subway,1625375,2859426.027777778
2023-02-06,Subway,3372445,2873291.4054054054
2023-02-07,Subway,3738539,2896061.0789473685
2023-02-08,Subway,3780682,2918743.6666666665
2023-02-09,Subway,3754859,2939646.55
2023-02-10,Subway,3539529,2954277.8292682925
2023-02-11,Subway,2333625,2939500.380952381
2023-02-12,Subway,1746099,2911746.8604651163
2023-02-13,Subway,3303337,2920646.6363636362
2023-02-14,Subway,3812943,2940475.4444444445
2023-02-15,Subway,3762817,2958352.434782609
2023-02-16,Subway,3683782,2973787.1063829786
2023-02-17,Subway,3253165,2979607.4791666665
2023-02-18,Subway,2271106,2965148.2653061226
2023-02-19,Subway,1824136,2942328.02
2023-02-20,Subway,2238557,2928528.588235294
2023-02-21,Subway,3325542,2936163.4615384615
2023-02-22,Subway,3454362,2945940.7924528304
2023-02-23,Subway,3498367,2956170.907407407
2023-02-24,Subway,3246699,2961453.2363636363
2023-02-25,Subway,2043635,2945063.625
2023-02-26,Subway,1625191,2921907.964912281
2023-02-27,Subway,3337916,2929080.5172413792
2023-02-28,Subway,3412079,2937266.9322033897
2023-03-01,Subway,3780713,2951324.3666666667
2023-03-02,Subway,3765925,2964678.475409836
2023-03-03,Subway,3481830,2973019.629032258
2023-03-04,Subway,2173217,2960324.3492063493
2023-03-05,Subway,1772121,2941758.671875
2023-03-06,Subway,3427019,2949224.2153846156
2023-03-07,Subway,3773780,2961717.484848485
2023-03-08,Subway,3842861,2974868.880597015
2023-03-09,Subway,3827656,2987409.867647059
2023-03-10,Subway,3502339,2994872.6086956523
2023-03-11,Subway,2230530,2983953.4285714286
2023-03-12,Subway,1773585,2966905.9859154928
2023-03-13,Subway,3352388,2972259.902777778
2023-03-14,Subway,3577250,2980547.4383561644
2023-03-15,Subway,3912366,2993139.581081081
2023-03-16,Subway,3949788,3005894.8933333335
2023-03-17,Subway,3661519,3014521.5263157897
2023-03-18,Subway,2417873,3006772.8441558443
2023-03-19,Subway,1894476,2992512.628205128
2023-03-20,Subway,3442589,2998209.7974683545
2023-03-21,Subway,3801084,3008245.725
2023-03-22,Subway,3797399,3017988.358024691
2023-03-23,Subway,3774396,3027212.8414634145
2023-03-24,Subway,3534300,3033322.325301205
2023-03-25,Subway,2153554,3022848.8928571427
2023-03-26,Subway,1939984,3010109.305882353
2023-03-27,Subway,3397258,3014611.034883721
2023-03-28,Subway,3765920,3023246.7701149425
2023-03-29,Subway,3872948,3032902.465909091
2023-03-30,Subway,3860289,3042198.9438202246
2023-03-31,Subway,3573735,3048104.9
2023-04-01,Subway,2283533,3054860.7444444443
2023-04-02,Subway,1949665,3054988.644444444
2023-04-03,Subway,3597785,3059677.6222222224
2023-04-04,Subway,3906882,3065164.6222222224
2023-04-05,Subway,3799965,3069291.788888889
2023-04-06,Subway,3421271,3071418.6
2023-04-07,Subway,3130675,3082691.2333333334
2023-04-08,Subway,2393347,3091386.6
2023-04-09,Subway,1855826,3077054.188888889
2023-04-10,Subway,3142740,3073427.111111111
2023-04-11,Subway,3537843,3073748.011111111
2023-04-12,Subway,3576687,3074903.322222222
2023-04-13,Subway,3628304,3078884.2555555557
2023-04-14,Subway,3471420,3094429.066666667
2023-04-15,Subway,2365464,3101758.6222222224
2023-04-16,Subway,1864753,3098342.3444444444
2023-04-17,Subway,3418834,3097978.2333333334
2023-04-18,Subway,3862133,3100853.6666666665
2023-04-19,Subway,3927706,3105692.3333333335
2023-04-20,Subway,4002433,3112653.9555555554
2023-04-21,Subway,3492257,3127710.488888889
2023-04-22,Subway,2506140,3137852.2
2023-04-23,Subway,1923243,3124385.855555556
2023-04-24,Subway,3561262,3124324.811111111
2023-04-25,Subway,3956922,3129278.711111111
2023-04-26,Subway,3994837,3133343.2444444443
2023-04-27,Subway,3999831,3140726.1222222224
2023-04-28,Subway,3703088,3156892.577777778
2023-04-29,Subway,2179978,3162921.2444444443
2023-04-30,Subway,1744098,3146483.111111111
2023-05-01,Subway,3664755,3146598.1222222224
2023-05-02,Subway,3961858,3149699.2333333334
2023-05-03,Subway,4030601,3153373.3333333335
2023-05-04,Subway,3985001,3162211.677777778
2023-05-05,Subway,3759375,3184622.1222222224
2023-05-06,Subway,2563102,3195041.311111111
2023-05-07,Subway,2033790,3180167.3666666667
2023-05-08,Subway,3563340,3178220.711111111
2023-05-09,Subway,3925555,3179830.4111111113
2023-05-10,Subway,4014009,3182709.855555556
2023-05-11,Subway,4015942,3188003.3333333335
2023-05-12,Subway,3723192,3203442.966666667
2023-05-13,Subway,2487178,3211677.177777778
2023-05-14,Subway,1926966,3196384.1666666665
2023-05-15,Subway,3553443,3193500.8333333335
2023-05-16,Subway,4002015,3196158.5888888887
2023-05-17,Subway,4104786,3200836.4111111113
2023-05-18,Subway,4082154,3210047.4
2023-05-19,Subway,3789929,3226923.211111111
2023-05-20,Subway,2314672,3232373.611111111
2023-05-21,Subway,2132724,3231197.688888889
2023-05-22,Subway,3571748,3233933.311111111
2023-05-23,Subway,3929003,3239207.1
2023-05-24,Subway,3960264,3244339.288888889
2023-05-25,Subway,3859385,3251146.9111111113
2023-05-26,Subway,3496511,3267289.9777777777
2023-05-27,Subway,2375741,3275629.422222222
2023-05-28,Subway,2029088,3261086.888888889
2023-05-29,Subway,1952779,3244872.4444444445
2023-05-30,Subway,3714864,3244140.788888889
2023-05-31,Subway,3911382,3245756.9777777777
2023-06-01,Subway,3894167,3250338.5
2023-06-02,Subway,3626490,3266485.9777777777
2023-06-03,Subway,2411704,3273592.4555555554
2023-06-04,Subway,1988330,3257607.0222222223
2023-06-05,Subway,3544106,3255055.0888888887
2023-06-06,Subway,3929131,3256013.644444444
2023-06-07,Subway,3743889,3255082.9
2023-06-08,Subway,3268529,3252485.011111111
2023-06-09,Subway,3425232,3265759.4777777777
2023-06-10,Subway,2608756,3275039.1555555556
2023-06-11,Subway,2075651,3260853.188888889
2023-06-12,Subway,3479404,3259766.011111111
2023-06-13,Subway,3968160,3260385.9444444445
2023-06-14,Subway,3893073,3259755.777777778
2023-06-15,Subway,3928393,3262721.0444444446
2023-06-16,Subway,3395938,3273588.433333333
2023-06-17,Subway,2399521,3279200.0444444446
2023-06-18,Subway,1977582,3262922.188888889
2023-06-19,Subway,2636887,3249986.6666666665
2023-06-20,Subway,3782810,3249824.566666667
2023-06-21,Subway,3902298,3251245.7
2023-06-22,Subway,3782472,3254003.1666666665
2023-06-23,Subway,3470575,3268636.7333333334
2023-06-24,Subway,2467994,3274503.511111111
2023-06-25,Subway,2222704,3261452.9111111113
2023-06-26,Subway,3341322,3256735.1555555556
2023-06-27,Subway,3744227,3255304.922222222
2023-06-28,Subway,3634270,3252793.6
2023-06-29,Subway,3653631,3253681.3333333335
2023-06-30,Subway,3259767,3264528.3777777776
2023-07-01,Subway,2239529,3267749.0888888887
2023-07-02,Subway,1783757,3247593.222222222
2023-07-03,Subway,2662052,3233761.777777778
2023-07-04,Subway,1791179,3211441.933333333
2023-07-05,Subway,3318379,3210298.688888889
2023-07-06,Subway,3494806,3214344.5888888887
2023-07-07,Subway,3292266,3224332.577777778
2023-07-08,Subway,2308794,3229365.5555555555
2023-07-09,Subway,1776607,3214186.3
2023-07-10,Subway,3208730,3210529.488888889
2023-07-11,Subway,3613670,3210940.4111111113
2023-07-12,Subway,3696737,3211700.777777778
2023-07-13,Subway,3648007,3213662.855555556
2023-07-14,Subway,3209393,3223039.8444444444
2023-07-15,Subway,2326054,3228165.4111111113
2023-07-16,Subway,1599858,3207954.566666667
2023-07-17,Subway,3282092,3201509.6666666665
2023-07-18,Subway,3584819,3197699.811111111
2023-07-19,Subway,3679343,3194109.922222222
2023-07-20,Subway,3711017,3196540.5888888887
2023-07-21,Subway,3227154,3204551.855555556
2023-07-22,Subway,2459990,3210515.711111111
2023-07-23,Subway,1984503,3192996.1666666665
2023-07-24,Subway,3255379,3185201.2444444443
2023-07-25,Subway,3630414,3181152.1
2023-07-26,Subway,3758378,3178469.288888889
2023-07-27,Subway,3580012,3177101.777777778
2023-07-28,Subway,3266199,3189170.9
2023-07-29,Subway,2251524,3194808.966666667
2023-07-30,Subway,1952433,3175783.1666666665
2023-07-31,Subway,3204920,3167372.7444444443
2023-08-01,Subway,3598379,3162570.277777778
2023-08-02,Subway,3640307,3158740.3444444444
2023-08-03,Subway,3609076,3157070.355555556
2023-08-04,Subway,3228510,3164463.777777778
2023-08-05,Subway,2364364,3168136.822222222
2023-08-06,Subway,1910841,3149775.722222222
2023-08-07,Subway,3041001,3139947.3444444444
2023-08-08,Subway,3510047,3134347.7666666666
2023-08-09,Subway,3613062,3129871.322222222
2023-08-10,Subway,3429304,3126605.9
2023-08-11,Subway,3311714,3135767.4111111113
2023-08-12,Subway,2366787,3140654.311111111
2023-08-13,Subway,1953558,3122877.811111111
2023-08-14,Subway,3092801,3112775.433333333
2023-08-15,Subway,3385996,3104788.8777777776
2023-08-16,Subway,3447648,3097738.811111111
2023-08-17,Subway,3385056,3093240.222222222
2023-08-18,Subway,3182516,3102882.933333333
2023-08-19,Subway,2358962,3105396.688888889
2023-08-20,Subway,1870625,3086495.322222222
2023-08-21,Subway,2971166,3075852.688888889
2023-08-22,Subway,3352769,3069102.7444444443
2023-08-23,Subway,3412842,3064141.1555555556
2023-08-24,Subway,3297927,3061934.6666666665
2023-08-25,Subway,3034255,3069251.488888889
2023-08-26,Subway,2281885,3072060.3444444444
2023-08-27,Subway,1909806,3071582.8666666667
2023-08-28,Subway,3121505,3064989.988888889
2023-08-29,Subway,3401088,3059320.0555555555
2023-08-30,Subway,3462970,3054528.9777777777
2023-08-31,Subway,3450532,3052573.888888889
2023-09-01,Subway,3196284,3061291.4444444445
2023-09-02,Subway,2307416,3064836.8444444444
2023-09-03,Subway,2013506,3047830.177777778
2023-09-04,Subway,1879819,3025060.0444444446
2023-09-05,Subway,3483755,3022169.6666666665
2023-09-06,Subway,3712071,3027097.9111111113
2023-09-07,Subway,3867746,3032014.7333333334
2023-09-08,Subway,3609701,3043136.3444444444
2023-09-09,Subway,2425515,3047023.722222222
2023-09-10,Subway,1822230,3028610.677777778
2023-09-11,Subway,3596538,3024481.5444444446
2023-09-12,Subway,4014480,3025830.511111111
2023-09-13,Subway,3938516,3025942.988888889
2023-09-14,Subway,4045169,3033156.6666666665
2023-09-15,Subway,3694845,3047549.1555555556
2023-09-16,Subway,2446139,3052755.3444444444
2023-09-17,Subway,1988003,3045545.5222222223
2023-09-18,Subway,3539047,3042837.0444444446
2023-09-19,Subway,4140301,3045481.5222222223
2023-09-20,Subway,4179861,3049896.9555555554
2023-09-21,Subway,4139288,3057327.1
2023-09-22,Subway,3840412,3072576.188888889
2023-09-23,Subway,2116140,3071392.144444444
2023-09-24,Subway,1701656,3053173.6333333333
2023-09-25,Subway,2885921,3043636.9
2023-09-26,Subway,3946624,3047107.5
2023-09-27,Subway,4074930,3051788.6
2023-09-28,Subway,4051444,3060585.011111111
2023-09-29,Subway,2467295,3063115.7444444443
2023-09-30,Subway,2205573,3067802.5888888887
2023-10-01,Subway,1995361,3060394.9111111113
2023-10-02,Subway,3649389,3081041.688888889
2023-10-03,Subway,4008201,3088706.3777777776
2023-10-04,Subway,4026878,3094618.288888889
2023-10-05,Subway,4030304,3102818.711111111
2023-10-06,Subway,3639729,3117606.8777777776
2023-10-07,Subway,2199478,3122305.4444444445
2023-10-08,Subway,2044534,3109369.933333333
2023-10-09,Subway,2833654,3100703.0888888887
2023-10-10,Subway,3954925,3103571.8444444444
2023-10-11,Subway,4056504,3108110.7
2023-10-12,Subway,4104598,3118057.422222222
2023-10-13,Subway,3560964,3131778.644444444
2023-10-14,Subway,2219786,3138666.7333333334
2023-10-15,Subway,2013096,3124566.777777778
2023-10-16,Subway,3661144,3125414.8333333335
2023-10-17,Subway,4021342,3129214.822222222
2023-10-18,Subway,4074460,3133253.077777778
2023-10-19,Subway,4121563,3143190.9555555554
2023-10-20,Subway,3616336,3156039.2444444443
2023-10-21,Subway,2438387,3161082.4
2023-10-22,Subway,1983271,3146947.8666666667
2023-10-23,Subway,3667240,3147357.0444444446
2023-10-24,Subway,4040571,3150492.5222222223
2023-10-25,Subway,4120011,3156492.511111111
2023-10-26,Subway,4142420,3166228.3
2023-10-27,Subway,3853546,3184028.5444444446
2023-10-28,Subway,2743759,3192821.0555555555
2023-10-29,Subway,1834459,3177593.711111111
2023-10-30,Subway,3623778,3177875.922222222
2023-10-31,Subway,4016482,3182055.644444444
2023-11-01,Subway,4043524,3186882.8444444444
2023-11-02,Subway,4082807,3196375.033333333
2023-11-03,Subway,3808235,3212418.0444444446
2023-11-04,Subway,2588115,3219943.311111111
2023-11-05,Subway,2310457,3211826.1555555556
2023-11-06,Subway,3686141,3213782.7555555557
2023-11-07,Subway,3655078,3214249.6
2023-11-08,Subway,4066029,3221324.322222222
2023-11-09,Subway,4020939,3229204.6
2023-11-10,Subway,3611367,3243033.2666666666
2023-11-11,Subway,2588540,3250088.6222222224
2023-11-12,Subway,1947270,3237360.5
2023-11-13,Subway,3597029,3239705.311111111
2023-11-14,Subway,3991767,3245751.077777778
2023-11-15,Subway,4036442,3252988.7
2023-11-16,Subway,4048862,3262614.7666666666
2023-11-17,Subway,3741391,3277975.0888888887
2023-11-18,Subway,2477547,3284718.6666666665
2023-11-19,Subway,1943926,3273304.888888889
2023-11-20,Subway,3647283,3276577.2666666666
2023-11-21,Subway,3774952,3280600.711111111
2023-11-22,Subway,3378351,3281494.311111111
2023-11-23,Subway,1628385,3265873.533333333
2023-11-24,Subway,2457591,3267825.822222222
2023-11-25,Subway,2123590,3270201.2
2023-11-26,Subway,1686490,3254256.5888888887
2023-11-27,Subway,3523494,3255616.6555555556
2023-11-28,Subway,3916476,3260655.611111111
2023-11-29,Subway,4032882,3267126.1666666665
2023-11-30,Subway,4072271,3276859.355555556
2023-12-01,Subway,3723171,3292589.966666667
2023-12-02,Subway,2748170,3300752.9
2023-12-03,Subway,1827959,3300176.677777778
2023-12-04,Subway,3709458,3302684.488888889
2023-12-05,Subway,3991835,3305792.9777777777
2023-12-06,Subway,4116059,3308552.011111111
2023-12-07,Subway,4088438,3313871.311111111
2023-12-08,Subway,3863961,3329854.0444444446
2023-12-09,Subway,2922085,3342074.6555555556
2023-12-10,Subway,1838048,3322535.8777777776
2023-12-11,Subway,3642743,3318405.466666667
2023-12-12,Subway,4051574,3319661.6666666665
2023-12-13,Subway,4067457,3319909.311111111
2023-12-14,Subway,4122091,3324656.488888889
2023-12-15,Subway,3845234,3340201.988888889
2023-12-16,Subway,2866544,3349963.5555555555
2023-12-17,Subway,1954707,3332359.777777778
2023-12-18,Subway,3314782,3323187.3444444444
2023-12-19,Subway,3912934,3320221.488888889
2023-12-20,Subway,3838407,3316878.3666666667
2023-12-21,Subway,3675448,3315045.433333333
2023-12-22,Subway,3372318,3329002.966666667
2023-12-23,Subway,2244175,3335030.9555555554
2023-12-24,Subway,1657096,3321377.3444444444
2023-12-25,Subway,1273729,3291678.511111111
2023-12-26,Subway,2668642,3276053.0888888887
2023-12-27,Subway,2912007,3263392.677777778
2023-12-28,Subway,3064841,3270032.077777778
2023-12-29,Subway,3198885,3281068.8777777776
2023-12-30,Subway,2440211,3286011.6555555556
2023-12-31,Subway,1934651,3266959.011111111
2024-01-01,Subway,1648734,3240742.711111111
2024-01-02,Subway,3290639,3232562.277777778
2024-01-03,Subway,3555082,3227282.033333333
2024-01-04,Subway,3560703,3226403.966666667
2024-01-05,Subway,3263064,3238221.5888888887
2024-01-06,Subway,1942458,3237087.4111111113
2024-01-07,Subway,1472438,3221962.788888889
2024-01-08,Subway,3303727,3214727.2555555557
2024-01-09,Subway,3353192,3206912.677777778
2024-01-10,Subway,3557166,3200830.1
2024-01-11,Subway,3688916,3202251.788888889
2024-01-12,Subway,3365791,3214985.177777778
2024-01-13,Subway,2167383,3216699.4777777777
2024-01-14,Subway,1743556,3195392.9444444445
2024-01-15,Subway,2169917,3174821.5555555555
2024-01-16,Subway,3235935,3165504.611111111
2024-01-17,Subway,3616923,3159897.5
2024-01-18,Subway,3655850,3160336.5444444446
2024-01-19,Subway,3176408,3168536.777777778
2024-01-20,Subway,2024041,3168989.777777778
2024-01-21,Subway,1576126,3145755.177777778
2024-01-22,Subway,3305387,3137586.466666667
2024-01-23,Subway,3652488,3132391.7666666666
2024-01-24,Subway,3666907,3127108.288888889
2024-01-25,Subway,3681867,3125200.7444444443
2024-01-26,Subway,3380816,3132279.1555555556
2024-01-27,Subway,2283244,3137265.6555555556
2024-01-28,Subway,1549077,3114213.422222222
2024-01-29,Subway,3297571,3106225.5222222223
2024-01-30,Subway,3717520,3102603.2555555557
2024-01-31,Subway,3808584,3099556.3333333335
2024-02-01,Subway,3814682,3099627.966666667
2024-02-02,Subway,3457807,3109291.211111111
2024-02-03,Subway,2324038,3109442.111111111
2024-02-04,Subway,1742107,3087841.7333333334
2024-02-05,Subway,3481777,3085916.1666666665
2024-02-06,Subway,3857533,3083599.5444444446
2024-02-07,Subway,3900992,3082266.8
2024-02-08,Subway,3903673,3085514.644444444
2024-02-09,Subway,3547321,3096167.7666666666
2024-02-10,Subway,2385448,3101036.4111111113
2024-02-11,Subway,1774698,3080788.288888889
2024-02-12,Subway,3374596,3073930.8333333335
2024-02-13,Subway,2273584,3054343.5222222223
2024-02-14,Subway,3963628,3053396.4777777777
2024-02-15,Subway,3874860,3054879.466666667
2024-02-16,Subway,3504536,3066290.4555555554
2024-02-17,Subway,2178047,3068891.8
2024-02-18,Subway,1850840,3048931.322222222
2024-02-19,Subway,2244741,3031928.9777777777
2024-02-20,Subway,3490990,3033180.5222222223
2024-02-21,Subway,3591484,3054992.7333333334
2024-02-22,Subway,3588173,3067554.7555555557
2024-02-23,Subway,3219121,3079727.322222222
2024-02-24,Subway,2308808,3086641.966666667
2024-02-25,Subway,1740477,3066830.6666666665
2024-02-26,Subway,3439079,3061526.2555555557
2024-02-27,Subway,3802458,3058965.988888889
2024-02-28,Subway,3784177,3055764.9444444445
2024-02-29,Subway,3905888,3057795.1333333333
2024-03-01,Subway,3573658,3066967.222222222
2024-03-02,Subway,2094029,3069923.5555555555
2024-03-03,Subway,1961510,3050501.9111111113
2024-03-04,Subway,3539671,3045477.8666666667
2024-03-05,Subway,3819514,3042182.922222222
2024-03-06,Subway,3865589,3039706.822222222
2024-03-07,Subway,3893731,3040037.6
2024-03-08,Subway,3685219,3048516.8666666667
2024-03-09,Subway,2128635,3051745.611111111
2024-03-10,Subway,1803578,3031310.4444444445
2024-03-11,Subway,3497588,3025155.0444444446
2024-03-12,Subway,3988438,3024277.0555555555
2024-03-13,Subway,4024943,3023197.6333333333
2024-03-14,Subway,4049186,3025463.7666666666
2024-03-15,Subway,3643013,3034091.2
2024-03-16,Subway,2553056,3040739.5222222223
2024-03-17,Subway,1972170,3025821.611111111
2024-03-18,Subway,3482565,3021039.7333333334
2024-03-19,Subway,3869116,3021380.9444444445
2024-03-20,Subway,3886104,3023721.566666667
2024-03-21,Subway,3862248,3029165.2333333334
2024-03-22,Subway,3581959,3044029.5
2024-03-23,Subway,1863863,3046326.9111111113
2024-03-24,Subway,1912946,3053429.322222222
2024-03-25,Subway,3583716,3063596.811111111
2024-03-26,Subway,3969793,3075349.988888889
2024-03-27,Subway,4014011,3085896.322222222
2024-03-28,Subway,3910547,3093803.677777778
2024-03-29,Subway,3372535,3104162.8333333335
2024-03-30,Subway,2526569,3110739.7
2024-03-31,Subway,1936295,3113934.822222222
2024-04-01,Subway,3321989,3114283.1555555556
2024-04-02,Subway,3900061,3118116.2555555557
2024-04-03,Subway,3890305,3121778.5
2024-04-04,Subway,4100733,3131085.933333333
2024-04-05,Subway,3800800,3151734.177777778
2024-04-06,Subway,2477127,3162897.388888889
2024-04-07,Subway,1899641,3147296.433333333
2024-04-08,Subway,3506719,3149002.288888889
2024-04-09,Subway,4042674,3154396.822222222
2024-04-10,Subway,3791945,3155541.5888888887
2024-04-11,Subway,4000485,3162593.7444444443
2024-04-12,Subway,3668439,3179272.144444444
2024-04-13,Subway,2535112,3188067.211111111
2024-04-14,Subway,2068885,3186944.6333333333
2024-04-15,Subway,3704177,3192147.322222222
2024-04-16,Subway,4033514,3196776.111111111
2024-04-17,Subway,4021256,3200836.177777778
2024-04-18,Subway,3966226,3209611.933333333
2024-04-19,Subway,3705782,3228297.9444444445
2024-04-20,Subway,2537525,3238980.1555555556
2024-04-21,Subway,1918237,3223567.3777777776
2024-04-22,Subway,3219677,3218758.3666666667
2024-04-23,Subway,3522218,3217150.711111111
2024-04-24,Subway,3608010,3216330.077777778
2024-04-25,Subway,3723894,3220142.0555555555
2024-04-26,Subway,3431590,3232901.4555555554
2024-04-27,Subway,2506779,3243542.5888888887
2024-04-28,Subway,2084950,3230069.0222222223
2024-04-29,Subway,3323706,3225693.311111111
2024-04-30,Subway,3638986,3223808.888888889
2024-05-01,Subway,4032791,3226232.322222222
2024-05-02,Subway,4061242,3232937.1555555556
2024-05-03,Subway,3780888,3249124.3777777776
2024-05-04,Subway,2563658,3258252.722222222
2024-05-05,Subway,1889174,3240557.1333333333
2024-05-06,Subway,3652105,3238274.6
2024-05-07,Subway,4098321,3240467.144444444
2024-05-08,Subway,4087477,3242509.4111111113
2024-05-09,Subway,4086528,3248500.6
2024-05-10,Subway,3677268,3262854.1555555556
2024-05-11,Subway,2648580,3272563.9555555554
2024-05-12,Subway,1858872,3255722.577777778
2024-05-13,Subway,3703066,3271605.711111111
2024-05-14,Subway,4116655,3273306.011111111
2024-05-15,Subway,4114615,3275969.9555555554
2024-05-16,Subway,4105026,3282642.066666667
2024-05-17,Subway,3816914,3300851.7
2024-05-18,Subway,2691368,3310190.9
2024-05-19,Subway,2121485,3308821.388888889
2024-05-20,Subway,3682061,3310944.4
2024-05-21,Subway,4029557,3315811.8777777776
2024-05-22,Subway,4104021,3321543.5222222223
2024-05-23,Subway,3863099,3328698.8333333335
2024-05-24,Subway,3583244,3342859.2333333334
2024-05-25,Subway,2347159,3349600.144444444
2024-05-26,Subway,2019012,3333821.6222222224
2024-05-27,Subway,1667890,3310104.2
2024-05-28,Subway,3825781,3310566.466666667
2024-05-29,Subway,4006764,3311687.311111111
2024-05-30,Subway,3979959,3316201.7666666666
2024-05-31,Subway,3688627,3333919.5222222223
2024-06-01,Subway,2446153,3339304.4444444445
2024-06-02,Subway,1978037,3321952.9555555554
2024-06-03,Subway,3611491,3319641.5888888887
2024-06-04,Subway,3979793,3320910.5222222223
2024-06-05,Subway,4051943,3322668.433333333
2024-06-06,Subway,3774324,3323658.488888889
2024-06-07,Subway,3752412,3341700.4555555554
2024-06-08,Subway,2673220,3351363.144444444
2024-06-09,Subway,2134551,3336218.288888889
2024-06-10,Subway,3702212,3333038.0
2024-06-11,Subway,3995425,3332710.0222222223
2024-06-12,Subway,3977760,3331916.4
2024-06-13,Subway,3936941,3335182.2666666666
2024-06-14,Subway,3517062,3345893.4444444445
2024-06-15,Subway,2431810,3351000.5555555555
2024-06-16,Subway,1897201,3333385.4
2024-06-17,Subway,3325104,3327340.822222222
2024-06-18,Subway,3920839,3327726.7666666666
2024-06-19,Subway,3046320,3318660.9
2024-06-20,Subway,3857797,3321725.7666666666
2024-06-21,Subway,3500365,3339909.1222222224
2024-06-22,Subway,2385207,3345156.466666667
2024-06-23,Subway,1908786,3326546.1333333333
2024-06-24,Subway,3467845,3320968.933333333
2024-06-25,Subway,3831447,3318940.4444444445
2024-06-26,Subway,3901100,3318835.4777777777
2024-06-27,Subway,3776811,3323327.433333333
2024-06-28,Subway,3522732,3334395.9111111113
2024-06-29,Subway,2454997,3340159.2666666666
2024-06-30,Subway,2002269,3325495.711111111
2024-07-01,Subway,3273546,3318534.433333333
2024-07-02,Subway,3542073,3314665.188888889
2024-07-03,Subway,3409357,3306983.2333333334
2024-07-04,Subway,1992244,3286888.1666666665
2024-07-05,Subway,2700734,3289372.688888889
2024-07-06,Subway,2100877,3291608.644444444
2024-07-07,Subway,1804572,3272695.9
2024-07-08,Subway,3228784,3263652.677777778
2024-07-09,Subway,3605032,3261575.8666666667
2024-07-10,Subway,3691835,3258146.422222222
2024-07-11,Subway,3688029,3258364.0888888887
2024-07-12,Subway,3261074,3266430.3333333335
2024-07-13,Subway,2203283,3267923.644444444
2024-07-14,Subway,1869670,3247540.2333333334
2024-07-15,Subway,3259800,3238943.4111111113
2024-07-16,Subway,3594150,3234197.788888889
2024-07-17,Subway,3651756,3230703.677777778
2024-07-18,Subway,3637826,3229948.611111111
2024-07-19,Subway,3372874,3239230.2666666666
2024-07-20,Subway,2269647,3243134.822222222
2024-07-21,Subway,1877704,3228224.011111111
2024-07-22,Subway,3235343,3225036.511111111
2024-07-23,Subway,3606656,3225021.466666667
2024-07-24,Subway,3656472,3224272.3333333335
2024-07-25,Subway,3638351,3226569.677777778
2024-07-26,Subway,3288849,3235259.3444444444
2024-07-27,Subway,2306948,3237725.988888889
2024-07-28,Subway,1851383,3221366.8444444444
2024-07-29,Subway,3202281,3216514.566666667
2024-07-30,Subway,3590241,3211597.3444444444
2024-07-31,Subway,3576343,3206209.577777778
2024-08-01,Subway,3544663,3203584.855555556
2024-08-02,Subway,3153955,3210143.711111111
2024-08-03,Subway,2200373,3213601.4777777777
2024-08-04,Subway,1752861,3192498.7666666666
2024-08-05,Subway,3222601,3182768.5444444446
2024-08-06,Subway,3462581,3175825.2555555557
2024-08-07,Subway,3511253,3169433.311111111
2024-08-08,Subway,3490217,3167354.966666667
2024-08-09,Subway,3041276,3171718.2555555557
2024-08-10,Subway,2356405,3177246.4
2024-08-11,Subway,1918748,3157420.644444444
2024-08-12,Subway,3169180,3146893.144444444
2024-08-13,Subway,3491612,3139970.888888889
2024-08-14,Subway,3544668,3133744.688888889
2024-08-15,Subway,3495671,3130175.322222222
2024-08-16,Subway,3198733,3135812.711111111
2024-08-17,Subway,2256233,3137309.9111111113
2024-08-18,Subway,1713050,3115432.011111111
2024-08-19,Subway,3076559,3104843.144444444
2024-08-20,Subway,3475888,3097863.888888889
2024-08-21,Subway,3498651,3093814.466666667
2024-08-22,Subway,3427911,3092088.5444444446
2024-08-23,Subway,3209666,3101671.9555555554
