name,date,total,1 unit,2 units,3 and 4 units,5 units or more,multi_total,rt,multi_rt,population,rt_pc,multi_rt_pc,lat,lng,region
"Corinth, MS",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,,,,34.9474,-88.5143,
"Cornelia, GA",2025-08-01,26.0,26.0,0.0,0.0,0.0,0.0,276.0,8.0,,,,34.517,-83.5311,
"Corning, NY",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,161.0,15.0,,,,42.147,-77.0561,
"Corpus Christi, TX",2025-08-01,162.0,150.0,2.0,0.0,10.0,12.0,2189.0,166.0,450187.0,4.862423837205427,0.36873565873736913,27.7254,-97.3767,
"Corsicana, TX",2025-08-01,34.0,32.0,2.0,0.0,0.0,2.0,503.0,15.0,,,,32.0824,-96.4665,
"Cortland, NY",2025-08-01,3.0,0.0,0.0,3.0,0.0,3.0,29.0,6.0,,,,42.6004,-76.1784,
"Corvallis, OR",2025-08-01,164.0,9.0,4.0,0.0,151.0,155.0,305.0,223.0,98899.0,3.0839543372531573,2.254825630188374,44.5698,-123.2779,
"Coshocton, OH",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,40.2618,-81.848,
"Crawfordsville, IN",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,84.0,4.0,,,,40.0428,-86.8976,
"Crescent City, CA",2025-08-01,29.0,2.0,2.0,0.0,25.0,27.0,141.0,124.0,,,,41.7728,-124.1902,
"Crestview, FL",2025-08-01,205.0,189.0,10.0,0.0,6.0,16.0,3458.0,1119.0,310149.0,11.149479766176901,3.6079432788756374,30.7477,-86.5785,
"Crossville, TN",2025-08-01,15.0,15.0,0.0,0.0,0.0,0.0,101.0,0.0,,,,35.9526,-85.0295,
"Cullman, AL",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,168.0,8.0,,,,34.1775,-86.8407,
"Cumberland, MD",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,81.0,9.0,,,,39.6515,-78.7584,
"Dallas, TX",2025-08-01,4815.0,2876.0,62.0,33.0,1844.0,1939.0,68951.0,26595.0,8344032.0,8.26351097407105,3.187308006488949,32.7935,-96.7667,Southwest
"Dalton, GA",2025-08-01,55.0,44.0,8.0,3.0,0.0,11.0,508.0,111.0,146386.0,3.470277212301723,0.7582692333966363,34.769,-84.972,
"Danville, IL",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,40.1426,-87.6111,
"Danville, KY",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,178.0,4.0,,,,37.6418,-84.7777,
"Danville, VA",2025-08-01,8.0,6.0,2.0,0.0,0.0,2.0,80.0,2.0,,,,36.5831,-79.4088,
"Daphne, AL",2025-08-01,198.0,196.0,2.0,0.0,0.0,2.0,3390.0,424.0,261608.0,12.958319317452066,1.6207455429497568,30.6263,-87.8816,
"Davenport, IA",2025-08-01,100.0,31.0,4.0,3.0,62.0,69.0,739.0,373.0,381801.0,1.9355632908242777,0.9769487245973687,41.5565,-90.6053,
"Dayton, OH",2025-08-01,123.0,78.0,2.0,12.0,31.0,45.0,2089.0,732.0,821740.0,2.5421666220459023,0.8907927081558644,39.7805,-84.2003,
"DeRidder, LA",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,74.0,0.0,,,,30.8468,-93.2931,
"Decatur, AL",2025-08-01,43.0,43.0,0.0,0.0,0.0,0.0,244.0,0.0,159651.0,1.528333677834777,0.0,34.5731,-86.9905,
"Decatur, IL",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,30.0,0.0,100737.0,0.2978051758539563,0.0,39.8557,-88.9342,
"Decatur, IN",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,97.0,25.0,,,,40.8286,-84.9277,
"Defiance, OH",2025-08-01,5.0,2.0,0.0,3.0,0.0,3.0,44.0,3.0,,,,41.2813,-84.3657,
"Del Rio, TX",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,73.0,0.0,,,,29.3708,-100.8801,
"Deltona, FL",2025-08-01,512.0,240.0,8.0,0.0,264.0,272.0,5377.0,995.0,739516.0,7.27097182481515,1.3454746077163982,28.905,-81.2137,
"Deming, NM",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,32.2631,-107.7525,
"Denver, CO",2025-08-01,1364.0,485.0,0.0,0.0,879.0,879.0,16259.0,8093.0,3052498.0,5.326457216351985,2.651271188384071,39.762,-104.8758,West
"Des Moines, IA",2025-08-01,335.0,245.0,20.0,11.0,59.0,90.0,5809.0,2166.0,753913.0,7.705133085647814,2.87301054630972,41.5725,-93.6105,
"Detroit Lakes, MN",2025-08-01,15.0,15.0,0.0,0.0,0.0,0.0,158.0,0.0,,,,46.806,-95.8449,
"Detroit, MI",2025-08-01,1070.0,414.0,24.0,22.0,610.0,656.0,8955.0,4061.0,4400578.0,2.034959952987994,0.9228333187140416,42.3834,-83.1024,Midwest
"Dickinson, ND",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,96.0,4.0,,,,46.8918,-102.7925,
"Dixon, IL",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,44.0,24.0,,,,41.8439,-89.4794,
"Dodge City, KS",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,76.0,2.0,,,,37.7611,-100.0182,
"Dothan, AL",2025-08-01,35.0,32.0,0.0,3.0,0.0,3.0,516.0,86.0,154766.0,3.3340656216481652,0.5556776036080275,31.2336,-85.407,
"Douglas, GA",2025-08-01,12.0,9.0,0.0,3.0,0.0,3.0,106.0,20.0,,,,31.5065,-82.8544,
"Dover, DE",2025-08-01,116.0,85.0,2.0,0.0,29.0,31.0,1283.0,293.0,192690.0,6.658363174010068,1.5205770927396336,39.161,-75.5202,
"DuBois, PA",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,93.0,17.0,,,,41.1223,-78.7565,
"Dublin, GA",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,34.0,0.0,,,,32.536,-82.928,
"Dubuque, IA",2025-08-01,24.0,18.0,2.0,4.0,0.0,6.0,465.0,317.0,99242.0,4.685516212893734,3.194212127929707,42.5002,-90.707,
"Duluth, MN",2025-08-01,48.0,48.0,0.0,0.0,0.0,0.0,570.0,141.0,281815.0,2.0226034810070437,0.5003282295122686,46.7756,-92.1393,
"Dumas, TX",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,53.0,36.0,,,,35.8613,-101.9642,
"Duncan, OK",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,33.0,0.0,,,,34.5408,-97.9215,
"Durango, CO",2025-08-01,24.0,24.0,0.0,0.0,0.0,0.0,402.0,221.0,,,,37.2659,-107.8781,
"Durant, OK",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,176.0,62.0,,,,33.9949,-96.3923,
"Durham, NC",2025-08-01,285.0,213.0,2.0,0.0,70.0,72.0,4641.0,1738.0,620522.0,7.47918687814453,2.8008676565859068,35.9792,-78.9022,
"Dyersburg, TN",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,88.0,0.0,,,,36.0465,-89.3777,
"Eagle Pass, TX",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,70.0,10.0,58829.0,1.189889340291353,0.16998419147019328,28.7125,-100.484,
"East Stroudsburg, PA",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,285.0,52.0,,,,41.0023,-75.1779,
"Easton, MD",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,222.0,0.0,,,,38.776,-76.0701,
"Eau Claire, WI",2025-08-01,30.0,22.0,0.0,0.0,8.0,8.0,1187.0,842.0,176153.0,6.738460315748242,4.77993562414492,44.8197,-91.4948,
"Edwards, CO",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,404.0,268.0,,,,39.6215,-106.6184,
"Effingham, IL",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,,,,39.1205,-88.5509,
"El Campo, TX",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,188.0,50.0,,,,29.2,-96.2723,
"El Centro, CA",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,199.0,46.0,181724.0,1.0950672448328234,0.25313112192115517,32.7865,-115.5595,
"El Dorado, AR",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,33.2184,-92.664,
"El Paso, TX",2025-08-01,156.0,142.0,4.0,3.0,7.0,14.0,2190.0,249.0,879392.0,2.4903569739092464,0.28315017648557184,31.8476,-106.43,
"Elizabeth City, NC",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,151.0,0.0,,,,36.2942,-76.236,
"Elizabethtown, KY",2025-08-01,33.0,33.0,0.0,0.0,0.0,0.0,518.0,108.0,127954.0,4.048329868546509,0.8440533316660676,37.7031,-85.8773,
"Elk City, OK",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,35.3862,-99.4301,
"Elkhart, IN",2025-08-01,36.0,25.0,0.0,0.0,11.0,11.0,569.0,255.0,207436.0,2.743014712971712,1.2292948186428585,41.6916,-85.9627,
"Elkins, WV",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,38.9237,-79.8541,
"Elko, NV",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,,,,40.8381,-115.7678,
"Ellensburg, WA",2025-08-01,63.0,15.0,0.0,0.0,48.0,48.0,360.0,56.0,,,,46.9999,-120.5475,
"Elmira, NY",2025-08-01,10.0,3.0,2.0,0.0,5.0,7.0,98.0,63.0,81115.0,1.2081612525426864,0.7766750909202983,42.0938,-76.8097,
"Emporia, KS",2025-08-01,25.0,1.0,0.0,0.0,24.0,24.0,64.0,33.0,,,,38.4028,-96.1932,
"Enid, OK",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,62007.0,0.4354347089844695,0.22578096021416938,36.4063,-97.87,
"Enterprise, AL",2025-08-01,21.0,21.0,0.0,0.0,0.0,0.0,170.0,5.0,,,,31.3275,-85.8463,
"Erie, PA",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,237.0,58.0,267750.0,0.8851540616246499,0.2166199813258637,42.1167,-80.0733,
"Escanaba, MI",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,42.0,2.0,,,,45.7477,-87.09,
"Eufaula, AL",2025-08-01,4.0,2.0,2.0,0.0,0.0,2.0,30.0,2.0,,,,31.9102,-85.1505,
"Eugene, OR",2025-08-01,79.0,60.0,2.0,0.0,17.0,19.0,1162.0,372.0,382396.0,3.038734714798272,0.9728135231540078,44.0564,-123.1174,
"Eureka, CA",2025-08-01,17.0,10.0,2.0,0.0,5.0,7.0,303.0,154.0,,,,40.7943,-124.1564,
"Evanston, WY",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,143.0,22.0,,,,41.2602,-110.9646,
"Evansville, IN",2025-08-01,109.0,55.0,6.0,0.0,48.0,54.0,829.0,148.0,271793.0,3.050115345133981,0.5445320519660182,37.9881,-87.5341,
"Fairbanks, AK",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,13.0,7.0,94951.0,0.13691272340470348,0.07372223567945572,64.8353,-147.6533,
"Fairmont, MN",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,,,,43.6441,-94.4621,
"Fairmont, WV",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,39.4768,-80.1491,
"Fallon, NV",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,47.0,0.0,,,,39.4737,-118.7779,
"Fargo, ND",2025-08-01,244.0,114.0,0.0,0.0,130.0,130.0,1571.0,706.0,267793.0,5.866471491039721,2.6363646547893334,46.8651,-96.8292,
"Faribault, MN",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,103.0,8.0,,,,44.2996,-93.2789,
"Farmington, MO",2025-08-01,30.0,12.0,8.0,10.0,0.0,18.0,324.0,230.0,,,,37.7822,-90.4282,
"Farmington, NM",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,81.0,0.0,120817.0,0.6704354519645415,0.0,36.7555,-108.1823,
"Fayetteville, AR",2025-08-01,1066.0,489.0,38.0,0.0,539.0,577.0,8940.0,3218.0,605615.0,14.761853652898292,5.3136068294213326,36.0714,-94.1661,
"Fayetteville, NC",2025-08-01,165.0,165.0,0.0,0.0,0.0,0.0,2250.0,758.0,393812.0,5.713386082699359,1.9247762891938287,35.085,-78.9772,
"Fayetteville, TN",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,153.0,13.0,,,,35.149,-86.5634,
"Fergus Falls, MN",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,119.0,49.0,,,,46.2854,-96.0758,
"Findlay, OH",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,299.0,222.0,,,,41.0469,-83.6379,
"Fitzgerald, GA",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,,,,31.7134,-83.2514,
"Flagstaff, AZ",2025-08-01,63.0,63.0,0.0,0.0,0.0,0.0,806.0,444.0,145161.0,5.552455549355543,3.0586727840122347,35.1872,-111.6194,
"Flint, MI",2025-08-01,27.0,22.0,0.0,0.0,5.0,5.0,419.0,43.0,402279.0,1.0415656795408161,0.10689098859249425,43.0236,-83.6921,
"Florence, AL",2025-08-01,114.0,18.0,0.0,72.0,24.0,96.0,394.0,203.0,156287.0,2.5210030264833287,1.2988924222744054,34.8303,-87.6655,
"Florence, SC",2025-08-01,75.0,70.0,0.0,0.0,5.0,5.0,827.0,73.0,200474.0,4.12522322096631,0.36413699532108906,34.178,-79.7898,
"Fond du Lac, WI",2025-08-01,16.0,14.0,2.0,0.0,0.0,2.0,172.0,14.0,104269.0,1.6495794531452301,0.13426809502344897,43.7718,-88.4397,
"Forest City, NC",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,246.0,48.0,,,,35.3339,-81.8702,
"Forrest City, AR",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,35.0135,-90.7931,
"Fort Collins, CO",2025-08-01,105.0,57.0,0.0,0.0,48.0,48.0,2044.0,914.0,374574.0,5.456865666063314,2.44010529294612,40.5477,-105.0656,
"Fort Dodge, IA",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,42.5098,-94.1751,
"Fort Leonard Wood, MO",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,61.0,0.0,,,,37.7562,-92.1274,
"Fort Madison, IA",2025-08-01,6.0,1.0,0.0,0.0,5.0,5.0,43.0,26.0,,,,40.6207,-91.3509,
"Fort Morgan, CO",2025-08-01,22.0,7.0,2.0,3.0,10.0,15.0,138.0,86.0,,,,40.2537,-103.7903,
"Fort Payne, AL",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,63.0,10.0,,,,34.4559,-85.6965,
"Fort Smith, AR",2025-08-01,33.0,20.0,10.0,3.0,0.0,13.0,650.0,385.0,232848.0,2.791520648663506,1.6534391534391533,35.3495,-94.3695,
"Fort Wayne, IN",2025-08-01,105.0,97.0,0.0,0.0,8.0,8.0,1595.0,264.0,462978.0,3.445088103538397,0.5702214792063554,41.0888,-85.1436,
"Frankfort, IN",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,72.0,2.0,,,,40.281,-86.5212,
"Frankfort, KY",2025-08-01,27.0,27.0,0.0,0.0,0.0,0.0,203.0,10.0,,,,38.1924,-84.8643,
"Franklin, KY",2025-08-01,22.0,12.0,2.0,3.0,5.0,10.0,361.0,202.0,,,,36.7177,-86.5595,
"Fredericksburg, TX",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,58.0,0.0,,,,30.266,-98.8751,
"Freeport, IL",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,,,,42.2891,-89.6346,
"Fremont, NE",2025-08-01,5.0,3.0,2.0,0.0,0.0,2.0,65.0,36.0,,,,41.4395,-96.4873,
"Fremont, OH",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,41.3535,-83.1147,
"Fresno, CA",2025-08-01,260.0,250.0,2.0,0.0,8.0,10.0,3450.0,300.0,1189557.0,2.9002393327936367,0.25219472459075104,36.783,-119.7939,
"Gadsden, AL",2025-08-01,18.0,18.0,0.0,0.0,0.0,0.0,113.0,0.0,103207.0,1.0948869747207068,0.0,34.0086,-86.0157,
"Gaffney, SC",2025-08-01,20.0,18.0,2.0,0.0,0.0,2.0,205.0,23.0,,,,35.0743,-81.6552,
"Gainesville, FL",2025-08-01,166.0,81.0,0.0,0.0,85.0,85.0,1865.0,831.0,359780.0,5.1837233865139805,2.309744844071377,29.6804,-82.3459,
"Gainesville, GA",2025-08-01,118.0,103.0,0.0,3.0,12.0,15.0,1517.0,165.0,221745.0,6.841191458657467,0.7440979503483731,34.2902,-83.8294,
"Gainesville, TX",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,131.0,6.0,,,,33.639,-97.1487,
"Galesburg, IL",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,40.9506,-90.3763,
"Gallipolis, OH",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,38.8186,-82.1934,
"Gallup, NM",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,35.5182,-108.7431,
"Garden City, KS",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,47.0,9.0,,,,37.9753,-100.8527,
"Gardnerville Ranchos, NV",2025-08-01,27.0,27.0,0.0,0.0,0.0,0.0,331.0,0.0,,,,38.8957,-119.7492,
"Gettysburg, PA",2025-08-01,20.0,20.0,0.0,0.0,0.0,0.0,444.0,0.0,107914.0,4.1143873825453605,0.0,39.8304,-77.2339,
"Gillette, WY",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,,,,44.2752,-105.4982,
"Glasgow, KY",2025-08-01,37.0,13.0,24.0,0.0,0.0,24.0,242.0,66.0,,,,37.0048,-85.9263,
"Glens Falls, NY",2025-08-01,34.0,29.0,0.0,0.0,5.0,5.0,287.0,29.0,125127.0,2.293669631654239,0.23176452724032381,43.3109,-73.6458,
"Gloversville, NY",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,110.0,39.0,,,,43.0491,-74.3465,
"Goldsboro, NC",2025-08-01,64.0,64.0,0.0,0.0,0.0,0.0,880.0,2.0,120338.0,7.312735794179727,0.016619854077681198,35.3778,-77.9717,
"Granbury, TX",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,211.0,0.0,,,,32.4475,-97.7702,
"Grand Forks, ND",2025-08-01,28.0,22.0,0.0,0.0,6.0,6.0,216.0,47.0,104184.0,2.073255010366275,0.4511249328111802,47.9214,-97.0884,
"Grand Island, NE",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,179.0,45.0,77278.0,2.3163125339682704,0.5823132068635316,40.9218,-98.3586,
"Grand Junction, CO",2025-08-01,43.0,43.0,0.0,0.0,0.0,0.0,869.0,179.0,161260.0,5.3888130968622105,1.1100086816321468,39.0877,-108.5673,
"Grand Rapids, MI",2025-08-01,292.0,192.0,38.0,0.0,62.0,100.0,3725.0,1194.0,1178826.0,3.1599235171263613,1.0128721287111075,42.9619,-85.6562,Midwest
"Grand Rapids, MN",2025-08-01,143.0,11.0,0.0,0.0,132.0,132.0,238.0,132.0,,,,47.238,-93.5327,
"Grants Pass, OR",2025-08-01,12.0,10.0,2.0,0.0,0.0,2.0,253.0,76.0,88276.0,2.866011146857583,0.8609361547872582,42.4333,-123.3317,
"Great Bend, KS",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,,,,38.3593,-98.8015,
"Great Falls, MT",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,173.0,24.0,84523.0,2.046780166345255,0.2839463814583013,47.5022,-111.2996,
"Greeley, CO",2025-08-01,221.0,207.0,0.0,3.0,11.0,14.0,3081.0,498.0,369745.0,8.332769881945666,1.3468741970817726,40.4152,-104.7706,
"Green Bay, WI",2025-08-01,120.0,62.0,20.0,0.0,38.0,58.0,1871.0,1152.0,334697.0,5.590130774999477,3.4419191089253864,44.5148,-87.9895,
"Greencastle, IN",2025-08-01,15.0,15.0,0.0,0.0,0.0,0.0,143.0,43.0,,,,39.6432,-86.8418,
"Greeneville, TN",2025-08-01,24.0,24.0,0.0,0.0,0.0,0.0,349.0,72.0,,,,36.168,-82.8197,
"Greenfield, MA",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,77.0,24.0,,,,,,
"Greensboro, NC",2025-08-01,359.0,211.0,4.0,0.0,144.0,148.0,3739.0,1060.0,800722.0,4.669535743991048,1.3238052657476627,36.0956,-79.8271,
"Greensburg, IN",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,76.0,6.0,,,,39.3518,-85.5028,
"Greenville, MS",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,33.385,-91.0514,
"Greenville, NC",2025-08-01,70.0,70.0,0.0,0.0,0.0,0.0,1399.0,279.0,180783.0,7.738559488447476,1.5432867028426347,35.5943,-77.376,
"Greenville, OH",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,59.0,4.0,,,,40.1043,-84.6209,
"Greenville, SC",2025-08-01,642.0,610.0,0.0,0.0,32.0,32.0,8844.0,1580.0,996680.0,8.873459886824257,1.5852630734037003,34.8354,-82.3646,
"Greenwood, MS",2025-08-01,5.0,0.0,0.0,0.0,5.0,5.0,29.0,20.0,,,,33.5126,-90.1993,
"Greenwood, SC",2025-08-01,34.0,34.0,0.0,0.0,0.0,0.0,304.0,0.0,,,,34.1947,-82.1542,
"Grenada, MS",2025-08-01,6.0,0.0,0.0,0.0,6.0,6.0,91.0,80.0,,,,33.7816,-89.813,
"Gulfport, MS",2025-08-01,223.0,223.0,0.0,0.0,0.0,0.0,3118.0,263.0,426793.0,7.305649342889879,0.6162237899871835,30.4274,-89.0704,
"Guymon, OK",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,36.6903,-101.4774,
"Hagerstown, MD",2025-08-01,152.0,152.0,0.0,0.0,0.0,0.0,1605.0,172.0,311295.0,5.155881077434588,0.5525305578309964,39.6401,-77.7217,
"Hailey, ID",2025-08-01,14.0,12.0,2.0,0.0,0.0,2.0,159.0,36.0,,,,43.5141,-114.3001,
"Hammond, LA",2025-08-01,50.0,50.0,0.0,0.0,0.0,0.0,1097.0,363.0,139823.0,7.845633407951481,2.5961394048189494,30.5061,-90.4563,
"Hanford, CA",2025-08-01,33.0,24.0,0.0,0.0,9.0,9.0,768.0,372.0,154913.0,4.957621374577989,2.401347853311213,36.3274,-119.6549,
"Hannibal, MO",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,43.0,2.0,,,,39.7098,-91.3939,
"Harrisburg, PA",2025-08-01,107.0,96.0,0.0,0.0,11.0,11.0,1294.0,320.0,615361.0,2.1028306961279637,0.5200199557658025,40.2752,-76.8843,
"Harrison, AR",2025-08-01,19.0,1.0,0.0,0.0,18.0,18.0,142.0,127.0,,,,36.2438,-93.1198,
"Harrisonburg, VA",2025-08-01,68.0,54.0,8.0,0.0,6.0,14.0,836.0,269.0,138838.0,6.021406243247526,1.9375099036286896,38.4362,-78.8735,
"Hartford, CT",2025-08-01,129.0,53.0,0.0,3.0,73.0,76.0,1624.0,1019.0,1169048.0,1.3891645167692002,0.8716494104604773,41.7661,-72.6834,Northeast
"Hastings, NE",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,287.0,212.0,,,,40.5961,-98.39,
"Hattiesburg, MS",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,128.0,15.0,156575.0,0.8174996008302731,0.09580073447229762,31.3074,-89.317,
"Hays, KS",2025-08-01,11.0,9.0,2.0,0.0,0.0,2.0,103.0,60.0,,,,38.8821,-99.3221,
"Heber, UT",2025-08-01,80.0,80.0,0.0,0.0,0.0,0.0,1853.0,824.0,,,,40.507,-111.3986,
"Helena, MT",2025-08-01,63.0,12.0,2.0,44.0,5.0,51.0,379.0,255.0,96735.0,3.917920090970176,2.636067607380989,46.5965,-112.0202,
"Hemlock Farms, PA",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,210.0,0.0,,,,41.3157,-75.0515,
"Henderson, KY",2025-08-01,9.0,7.0,2.0,0.0,0.0,2.0,132.0,58.0,,,,37.8397,-87.5798,
"Henderson, NC",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,117.0,0.0,,,,36.3256,-78.4151,
"Hereford, TX",2025-08-01,3.0,1.0,2.0,0.0,0.0,2.0,29.0,16.0,,,,34.8225,-102.4001,
"Hermiston, OR",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,269.0,17.0,,,,45.8326,-119.2854,
"Hermitage, PA",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,76.0,5.0,,,,41.2305,-80.4413,
"Hickory, NC",2025-08-01,201.0,159.0,6.0,0.0,36.0,42.0,2910.0,569.0,373031.0,7.8009602419101896,1.5253423978168035,35.741,-81.3223,
"Hillsdale, MI",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,82.0,7.0,,,,41.9267,-84.6356,
"Hilo, HI",2025-08-01,92.0,92.0,0.0,0.0,0.0,0.0,1141.0,23.0,,,,19.6883,-155.0863,
"Hilton Head Island, SC",2025-08-01,401.0,170.0,0.0,3.0,228.0,231.0,3438.0,1032.0,237393.0,14.482314137316601,4.347221695669206,32.1896,-80.7499,
"Hinesville, GA",2025-08-01,50.0,48.0,2.0,0.0,0.0,2.0,586.0,4.0,89046.0,6.580868315252791,0.04492060283449004,31.8248,-81.6137,
"Hobbs, NM",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,176.0,0.0,,,,32.7281,-103.16,
"Holland, MI",2025-08-01,42.0,42.0,0.0,0.0,0.0,0.0,452.0,12.0,,,,42.7677,-86.0984,
"Homosassa Springs, FL",2025-08-01,152.0,150.0,2.0,0.0,0.0,2.0,2161.0,16.0,170174.0,12.698767144217097,0.09402141337689658,28.8119,-82.5392,
"Hood River, OR",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,180.0,133.0,,,,45.7092,-121.526,
"Hot Springs, AR",2025-08-01,14.0,12.0,2.0,0.0,0.0,2.0,109.0,2.0,99902.0,1.0910692478629056,0.020019619226842308,34.4892,-93.0501,
"Houghton, MI",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,112.0,8.0,,,,47.1118,-88.5675,
"Houma, LA",2025-08-01,34.0,34.0,0.0,0.0,0.0,0.0,603.0,20.0,199206.0,3.02701725851631,0.10039858237201692,29.58,-90.7059,
"Houston, TX",2025-08-01,4193.0,3789.0,254.0,6.0,144.0,404.0,66167.0,15830.0,7796182.0,8.487103046080762,2.030481073941065,29.786,-95.3885,Southwest
"Hudson, NY",2025-08-01,13.0,13.0,0.0,0.0,0.0,0.0,146.0,0.0,,,,42.2515,-73.7859,
"Huntingdon, PA",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,56.0,0.0,,,,40.5,-78.0097,
"Huntington, IN",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,,,,40.881,-85.5063,
"Huntington, WV",2025-08-01,42.0,20.0,0.0,0.0,22.0,22.0,383.0,150.0,366920.0,1.0438242668701625,0.4088084596097242,38.4109,-82.4345,
"Huntsville, AL",2025-08-01,292.0,244.0,0.0,0.0,48.0,48.0,4189.0,704.0,542297.0,7.724549462748272,1.2981816237227939,34.6981,-86.6412,
