name,date,total,1 unit,2 units,3 and 4 units,5 units or more,multi_total,rt,multi_rt,population,rt_pc,multi_rt_pc,lat,lng,region
"Muscatine, IA",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,93.0,60.0,,,,41.4195,-91.068,
"Muskegon, MI",2025-08-01,32.0,32.0,0.0,0.0,0.0,0.0,476.0,114.0,177428.0,2.6827783664359623,0.6425141465834028,43.2281,-86.2562,
"Muskogee, OK",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,59.0,0.0,,,,35.7432,-95.3567,
"Myrtle Beach, SC",2025-08-01,592.0,585.0,2.0,0.0,5.0,7.0,7120.0,108.0,413391.0,17.22340350902656,0.2612538734515265,33.7094,-78.8844,
"Nacogdoches, TX",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,,,,31.6134,-94.6528,
"Nantucket, MA",2025-08-01,25.0,18.0,2.0,0.0,5.0,7.0,250.0,45.0,,,,,,
"Napa, CA",2025-08-01,28.0,10.0,0.0,0.0,18.0,18.0,408.0,128.0,132727.0,3.0739789191347655,0.9643855432579657,38.2975,-122.301,
"Naples, FL",2025-08-01,304.0,195.0,0.0,0.0,109.0,109.0,3163.0,698.0,416233.0,7.599109152806241,1.676945364735617,26.1504,-81.7936,
"Nashville, TN",2025-08-01,1408.0,1037.0,6.0,6.0,359.0,371.0,19721.0,6202.0,2150553.0,9.170199478924722,2.883909394467376,36.1715,-86.7842,Southeast
"Natchez, MS",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,,,,31.5437,-91.3867,
"Natchitoches, LA",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,74.0,0.0,,,,31.7315,-93.0975,
"New Bern, NC",2025-08-01,68.0,68.0,0.0,0.0,0.0,0.0,666.0,2.0,,,,35.0955,-77.0723,
"New Castle, IN",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,46.0,4.0,,,,39.9191,-85.3697,
"New Haven, CT",2025-08-01,75.0,11.0,2.0,3.0,59.0,64.0,781.0,613.0,576718.0,1.3542147115227894,1.0629111628213441,41.3113,-72.9246,
"New Iberia, LA",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,88.0,4.0,,,,30.0049,-91.8202,
"New Orleans, LA",2025-08-01,157.0,50.0,40.0,7.0,60.0,107.0,1878.0,783.0,966230.0,1.943636608260973,0.8103660619107252,30.0687,-89.9288,
"New Philadelphia, OH",2025-08-01,11.0,9.0,2.0,0.0,0.0,2.0,190.0,22.0,,,,40.486,-81.4401,
"New Ulm, MN",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,33.0,8.0,,,,44.312,-94.4685,
"New York, NY",2025-08-01,3819.0,956.0,166.0,117.0,2580.0,2863.0,46851.0,34759.0,19940274.0,2.3495665104702175,1.7431555855250536,40.6943,-73.9249,Northeast
"Newberry, SC",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,161.0,0.0,,,,34.2813,-81.601,
"Newport, OR",2025-08-01,16.0,10.0,0.0,0.0,6.0,6.0,212.0,91.0,,,,44.6242,-124.0513,
"Newport, TN",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,11.0,7.0,,,,35.9617,-83.1976,
"Niles, MI",2025-08-01,23.0,23.0,0.0,0.0,0.0,0.0,399.0,130.0,152703.0,2.6129152668906306,0.8513257761799048,41.8346,-86.2473,
"Nogales, AZ",2025-08-01,23.0,23.0,0.0,0.0,0.0,0.0,367.0,0.0,,,,31.3624,-110.9336,
"Norfolk, NE",2025-08-01,7.0,5.0,2.0,0.0,0.0,2.0,281.0,212.0,,,,42.0324,-97.4217,
"North Platte, NE",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,111.0,66.0,,,,41.1263,-100.7641,
"North Port, FL",2025-08-01,1426.0,1021.0,24.0,20.0,361.0,405.0,14682.0,4976.0,934956.0,15.70341278092231,5.3221755890116755,27.0576,-82.1977,
"North Wilkesboro, NC",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,163.0,0.0,,,,36.1728,-81.139,
"Norwalk, OH",2025-08-01,6.0,2.0,4.0,0.0,0.0,4.0,45.0,6.0,,,,41.2443,-82.6088,
"Norwich, CT",2025-08-01,27.0,27.0,0.0,0.0,0.0,0.0,444.0,204.0,282602.0,1.571114146396699,0.7218632564525375,41.5495,-72.0882,
"Oak Harbor, WA",2025-08-01,25.0,25.0,0.0,0.0,0.0,0.0,298.0,40.0,,,,48.2964,-122.6333,
"Ocala, FL",2025-08-01,461.0,451.0,10.0,0.0,0.0,10.0,6361.0,513.0,428905.0,14.830790035089356,1.1960690595819585,29.178,-82.1511,
"Ocean Pines, MD",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,301.0,11.0,,,,38.3851,-75.1487,
"Odessa, TX",2025-08-01,36.0,36.0,0.0,0.0,0.0,0.0,845.0,0.0,170022.0,4.969945065932643,0.0,31.8801,-102.3448,
"Ogden, UT",2025-08-01,559.0,139.0,0.0,27.0,393.0,420.0,3165.0,1354.0,667681.0,4.74028765233697,2.027914528045579,41.2279,-111.9682,
"Oil City, PA",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,62.0,6.0,,,,41.4281,-79.7036,
"Okeechobee, FL",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,61.0,20.0,,,,27.2413,-80.8298,
"Oklahoma City, OK",2025-08-01,704.0,503.0,28.0,3.0,170.0,201.0,7815.0,1602.0,1497821.0,5.217579403680413,1.069553705015486,35.4676,-97.5136,Southwest
"Olean, NY",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,110.0,7.0,,,,42.0819,-78.4321,
"Olympia, WA",2025-08-01,134.0,50.0,2.0,0.0,82.0,84.0,1421.0,689.0,302912.0,4.691131417705472,2.2745879991548703,47.0417,-122.8959,
"Omaha, NE",2025-08-01,466.0,269.0,4.0,0.0,193.0,197.0,7099.0,3680.0,1001010.0,7.091837244383172,3.676286950180318,41.2627,-96.0529,
"Oneonta, NY",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,129.0,0.0,,,,42.4551,-75.0666,
"Ontario, OR",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,236.0,35.0,,,,44.0259,-116.976,
"Opelousas, LA",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,148.0,0.0,,,,30.5252,-92.0816,
"Orangeburg, SC",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,90.0,0.0,,,,33.4928,-80.8671,
"Orlando, FL",2025-08-01,1649.0,927.0,10.0,8.0,704.0,722.0,26854.0,11179.0,2940513.0,9.1324200913242,3.8017175914542802,28.4773,-81.337,Southeast
"Oshkosh, WI",2025-08-01,26.0,20.0,0.0,0.0,6.0,6.0,602.0,292.0,173307.0,3.473604643782421,1.684871355455925,44.0227,-88.5619,
"Oskaloosa, IA",2025-08-01,8.0,2.0,0.0,0.0,6.0,6.0,62.0,50.0,,,,41.2922,-92.6404,
"Othello, WA",2025-08-01,8.0,3.0,0.0,0.0,5.0,5.0,69.0,28.0,,,,46.8221,-119.1653,
"Ottawa, IL",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,99.0,7.0,,,,41.3555,-88.8261,
"Ottawa, KS",2025-08-01,14.0,11.0,0.0,3.0,0.0,3.0,138.0,37.0,,,,38.5996,-95.2636,
"Ottumwa, IA",2025-08-01,8.0,5.0,0.0,3.0,0.0,3.0,46.0,6.0,,,,41.0195,-92.4186,
"Owatonna, MN",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,44.0912,-93.2312,
"Owensboro, KY",2025-08-01,20.0,20.0,0.0,0.0,0.0,0.0,303.0,84.0,113583.0,2.6676527297218775,0.7395472914080452,37.7575,-87.1172,
"Owosso, MI",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,67.0,0.0,,,,42.9955,-84.176,
"Oxford, MS",2025-08-01,45.0,37.0,4.0,4.0,0.0,8.0,523.0,43.0,,,,34.3627,-89.5336,
"Oxnard, CA",2025-08-01,98.0,23.0,0.0,3.0,72.0,75.0,1519.0,1095.0,835427.0,1.8182318742391614,1.3107069797839908,34.1964,-119.1815,
"Ozark, AL",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,,,,31.4508,-85.6473,
"Paducah, KY",2025-08-01,6.0,4.0,2.0,0.0,0.0,2.0,226.0,134.0,102395.0,2.2071390204599832,1.3086576492992823,37.0711,-88.644,
"Palatka, FL",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,76.0,0.0,,,,29.6493,-81.6705,
"Palestine, TX",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,,,,31.7544,-95.6471,
"Palm Bay, FL",2025-08-01,391.0,239.0,0.0,0.0,152.0,152.0,4708.0,1076.0,658447.0,7.150157871476368,1.6341482306092974,27.9631,-80.6593,
"Pampa, TX",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,35.5479,-100.9651,
"Panama City, FL",2025-08-01,166.0,146.0,0.0,0.0,20.0,20.0,2344.0,444.0,226221.0,10.361549104636616,1.9626825095813387,30.1995,-85.6003,
"Paragould, AR",2025-08-01,17.0,15.0,2.0,0.0,0.0,2.0,158.0,40.0,,,,36.0555,-90.5149,
"Paris, TN",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,36.2933,-88.3065,
"Paris, TX",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,118.0,68.0,,,,33.6688,-95.546,
"Parkersburg, WV",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,130.0,35.0,87681.0,1.4826473238215805,0.3991742794904255,39.2623,-81.542,
"Payson, AZ",2025-08-01,14.0,14.0,0.0,0.0,0.0,0.0,192.0,0.0,,,,34.2433,-111.3195,
"Pella, IA",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,97.0,8.0,,,,41.4052,-92.9189,
"Pensacola, FL",2025-08-01,212.0,212.0,0.0,0.0,0.0,0.0,3255.0,4.0,538928.0,6.039767835406585,0.007422141733218537,30.4413,-87.1911,
"Peoria, IL",2025-08-01,25.0,21.0,4.0,0.0,0.0,4.0,215.0,26.0,364565.0,0.5897439414096252,0.07131787198441979,40.752,-89.6154,
"Peru, IN",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,30.0,0.0,,,,40.7593,-86.0756,
"Petoskey, MI",2025-08-01,13.0,13.0,0.0,0.0,0.0,0.0,136.0,0.0,,,,45.3649,-84.9888,
"Philadelphia, PA",2025-08-01,842.0,618.0,40.0,54.0,130.0,224.0,13263.0,5308.0,6330422.0,2.0951209887745237,0.8384907040952404,40.0077,-75.1339,Northeast
"Phoenix, AZ",2025-08-01,1809.0,1529.0,26.0,8.0,246.0,280.0,38711.0,12606.0,5186958.0,7.463141209163444,2.4303262143244653,33.5722,-112.0892,Southwest
"Picayune, MS",2025-08-01,33.0,33.0,0.0,0.0,0.0,0.0,318.0,6.0,,,,30.5322,-89.6724,
"Pierre, SD",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,42.0,0.0,,,,44.3748,-100.3205,
"Pikeville, KY",2025-08-01,7.0,1.0,6.0,0.0,0.0,6.0,20.0,11.0,,,,37.4806,-82.5262,
"Pine Bluff, AR",2025-08-01,9.0,7.0,2.0,0.0,0.0,2.0,58.0,12.0,,,,34.2116,-92.0173,
"Pinehurst, NC",2025-08-01,55.0,55.0,0.0,0.0,0.0,0.0,946.0,8.0,108417.0,8.725568868350905,0.0737891659057159,35.1922,-79.4684,
"Pittsburg, KS",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,55.0,2.0,,,,37.4129,-94.6985,
"Pittsburgh, PA",2025-08-01,404.0,300.0,4.0,0.0,100.0,104.0,5466.0,1769.0,2429917.0,2.2494595494414003,0.7280084052253636,40.4397,-79.9763,Northeast
"Pittsfield, MA",2025-08-01,15.0,15.0,0.0,0.0,0.0,0.0,144.0,23.0,128726.0,1.1186551279461803,0.17867408293584824,42.4517,-73.2605,
"Plainview, TX",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,34.1911,-101.7235,
"Platteville, WI",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,148.0,14.0,,,,42.728,-90.4681,
"Plattsburgh, NY",2025-08-01,15.0,10.0,0.0,0.0,5.0,5.0,187.0,57.0,,,,44.6951,-73.4563,
"Plymouth, IN",2025-08-01,11.0,11.0,0.0,0.0,0.0,0.0,134.0,2.0,,,,41.3483,-86.3187,
"Pocatello, ID",2025-08-01,87.0,15.0,0.0,0.0,72.0,72.0,462.0,176.0,91010.0,5.0763652345896055,1.933853422700802,42.8724,-112.4647,
"Ponca City, OK",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,35.0,8.0,,,,36.7235,-97.0677,
"Pontiac, IL",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,42.0,2.0,,,,40.8894,-88.6409,
"Poplar Bluff, MO",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,36.7632,-90.4135,
"Port Angeles, WA",2025-08-01,14.0,12.0,2.0,0.0,0.0,2.0,218.0,40.0,,,,48.1141,-123.4565,
"Port Lavaca, TX",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,115.0,0.0,,,,28.6181,-96.6278,
"Port St. Lucie, FL",2025-08-01,252.0,252.0,0.0,0.0,0.0,0.0,5429.0,838.0,556336.0,9.758491271461851,1.506283972275747,27.2796,-80.3884,
"Port Townsend, WA",2025-08-01,18.0,18.0,0.0,0.0,0.0,0.0,174.0,0.0,,,,48.122,-122.7877,
"Portland, ME",2025-08-01,235.0,160.0,6.0,0.0,69.0,75.0,3034.0,1132.0,571534.0,5.3085205779533675,1.9806345729212962,43.6773,-70.2715,
"Portland, OR",2025-08-01,570.0,433.0,6.0,9.0,122.0,137.0,8856.0,2895.0,2537904.0,3.4894936924328106,1.1407050857715657,45.5371,-122.65,West
"Portsmouth, OH",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,38.7538,-82.9445,
"Pottsville, PA",2025-08-01,18.0,13.0,0.0,0.0,5.0,5.0,186.0,25.0,,,,40.6798,-76.2091,
"Prescott Valley, AZ",2025-08-01,118.0,118.0,0.0,0.0,0.0,0.0,1935.0,379.0,252013.0,7.678175332224925,1.5038906723065872,34.598,-112.3185,
"Price, UT",2025-08-01,2.0,0.0,2.0,0.0,0.0,2.0,41.0,2.0,,,,39.604,-110.8003,
"Providence, RI",2025-08-01,189.0,94.0,14.0,7.0,74.0,95.0,2223.0,966.0,1700901.0,1.3069543730058362,0.5679342889445064,41.823,-71.4187,Northeast
"Provo, UT",2025-08-01,746.0,453.0,2.0,24.0,267.0,293.0,7010.0,1801.0,760531.0,9.217244267492056,2.368082300392752,40.2457,-111.6457,
"Pueblo, CO",2025-08-01,16.0,16.0,0.0,0.0,0.0,0.0,250.0,0.0,169866.0,1.4717483192634195,0.0,38.2701,-104.6114,
"Pullman, WA",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,32.0,2.0,,,,46.7336,-117.168,
"Punta Gorda, FL",2025-08-01,223.0,195.0,8.0,4.0,16.0,28.0,3464.0,762.0,212122.0,16.330225059164068,3.592272371559763,26.8941,-82.0513,
"Putnam, CT",2025-08-01,12.0,12.0,0.0,0.0,0.0,0.0,155.0,0.0,,,,,,
"Quincy, IL",2025-08-01,7.0,4.0,0.0,3.0,0.0,3.0,62.0,16.0,,,,39.9336,-91.3799,
"Racine, WI",2025-08-01,26.0,19.0,2.0,0.0,5.0,7.0,500.0,275.0,198651.0,2.516977009931991,1.384337355462595,42.7274,-87.8135,
"Raleigh, NC",2025-08-01,2006.0,978.0,56.0,0.0,972.0,1028.0,17656.0,5671.0,1562009.0,11.303391977895133,3.630580873733762,35.8324,-78.6429,Southeast
"Rapid City, SD",2025-08-01,73.0,73.0,0.0,0.0,0.0,0.0,1297.0,413.0,156227.0,8.302022057646887,2.6435891363208666,44.0716,-103.2204,
"Raymondville, TX",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,38.0,0.0,,,,26.4759,-97.7769,
"Reading, PA",2025-08-01,35.0,23.0,6.0,0.0,6.0,12.0,309.0,58.0,439117.0,0.7036848949141118,0.13208324888355494,40.34,-75.9267,
"Red Bluff, CA",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,149.0,2.0,,,,40.1735,-122.2413,
"Red Wing, MN",2025-08-01,8.0,6.0,2.0,0.0,0.0,2.0,81.0,8.0,,,,44.5817,-92.6036,
"Redding, CA",2025-08-01,14.0,14.0,0.0,0.0,0.0,0.0,318.0,5.0,181121.0,1.7557323557180007,0.027605854649654097,40.5698,-122.365,
"Reno, NV",2025-08-01,118.0,118.0,0.0,0.0,0.0,0.0,3801.0,1693.0,575110.0,6.609170419571908,2.9437846672810415,39.5497,-119.8483,
"Rexburg, ID",2025-08-01,93.0,91.0,2.0,0.0,0.0,2.0,785.0,273.0,,,,43.8226,-111.7919,
"Rice Lake, WI",2025-08-01,16.0,12.0,4.0,0.0,0.0,4.0,138.0,15.0,,,,45.4864,-91.7447,
"Richmond, IN",2025-08-01,5.0,3.0,2.0,0.0,0.0,2.0,274.0,224.0,,,,39.8318,-84.8905,
"Richmond, KY",2025-08-01,165.0,31.0,2.0,0.0,132.0,134.0,679.0,325.0,,,,37.7307,-84.2925,
"Richmond, VA",2025-08-01,376.0,328.0,42.0,0.0,6.0,48.0,9432.0,4753.0,1370165.0,6.88384245693037,3.468925275423033,37.5295,-77.4756,Southeast
"Rifle, CO",2025-08-01,15.0,15.0,0.0,0.0,0.0,0.0,165.0,6.0,,,,39.5362,-107.7729,
"Rio Grande City, TX",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.3808,-98.8215,
"Riverside, CA",2025-08-01,1116.0,564.0,20.0,16.0,516.0,552.0,14807.0,4564.0,4744214.0,3.121064943529107,0.9620139395061016,33.9381,-117.3949,West
"Riverton, WY",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,,,,43.0421,-108.4144,
"Roanoke Rapids, NC",2025-08-01,7.0,7.0,0.0,0.0,0.0,0.0,92.0,2.0,,,,36.4452,-77.649,
"Roanoke, VA",2025-08-01,48.0,48.0,0.0,0.0,0.0,0.0,815.0,271.0,315749.0,2.581164152538884,0.8582766691264264,37.2785,-79.9581,
"Rochelle, IL",2025-08-01,5.0,3.0,2.0,0.0,0.0,2.0,113.0,65.0,,,,41.9197,-89.0629,
"Rochester, MN",2025-08-01,48.0,42.0,0.0,0.0,6.0,6.0,791.0,266.0,230742.0,3.4280711790657965,1.152802697384958,44.0154,-92.478,
"Rochester, NY",2025-08-01,136.0,104.0,2.0,0.0,30.0,32.0,1442.0,388.0,1057218.0,1.3639571025086596,0.3670009402034396,43.168,-77.6162,
"Rock Springs, WY",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,,,,41.5947,-109.2209,
"Rockford, IL",2025-08-01,28.0,28.0,0.0,0.0,0.0,0.0,327.0,40.0,337103.0,0.9700299315046143,0.11865809559689472,42.2596,-89.064,
"Rockingham, NC",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,52.0,0.0,,,,34.9386,-79.7608,
"Rocky Mount, NC",2025-08-01,46.0,46.0,0.0,0.0,0.0,0.0,545.0,0.0,147114.0,3.7046100303166254,0.0,35.9685,-77.804,
"Rolla, MO",2025-08-01,17.0,13.0,0.0,4.0,0.0,4.0,84.0,53.0,,,,37.9459,-91.7607,
"Rome, GA",2025-08-01,22.0,22.0,0.0,0.0,0.0,0.0,305.0,0.0,101390.0,3.0081862116579545,0.0,34.2662,-85.1863,
"Roseburg, OR",2025-08-01,13.0,9.0,4.0,0.0,0.0,4.0,185.0,26.0,,,,43.2231,-123.352,
"Roswell, NM",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,73.0,0.0,,,,33.373,-104.5294,
"Ruidoso, NM",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,114.0,4.0,,,,33.3646,-105.6434,
"Russellville, AL",2025-08-01,1.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,34.5055,-87.7283,
"Russellville, AR",2025-08-01,11.0,1.0,10.0,0.0,0.0,10.0,66.0,20.0,,,,35.2762,-93.1383,
"Ruston, LA",2025-08-01,17.0,17.0,0.0,0.0,0.0,0.0,166.0,2.0,,,,32.5328,-92.6363,
"Rutland, VT",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,95.0,23.0,,,,43.6092,-72.9783,
"Sacramento, CA",2025-08-01,855.0,525.0,40.0,0.0,290.0,330.0,10325.0,2445.0,2463127.0,4.191826081237386,0.9926406555569405,38.5677,-121.4685,West
"Safford, AZ",2025-08-01,17.0,15.0,2.0,0.0,0.0,2.0,184.0,22.0,,,,32.8335,-109.6964,
"Saginaw, MI",2025-08-01,16.0,8.0,4.0,4.0,0.0,8.0,172.0,36.0,187714.0,0.9162875438166573,0.19178111382209104,43.4199,-83.9501,
"Salem, OH",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,54.0,18.0,,,,40.9049,-80.8492,
"Salem, OR",2025-08-01,150.0,78.0,0.0,0.0,72.0,72.0,1474.0,576.0,443416.0,3.324192180706154,1.2990058996517941,44.9233,-123.0244,
"Salina, KS",2025-08-01,21.0,21.0,0.0,0.0,0.0,0.0,129.0,0.0,,,,38.8136,-97.6143,
"Salinas, CA",2025-08-01,60.0,46.0,0.0,0.0,14.0,14.0,622.0,87.0,436251.0,1.425784697341668,0.19942647695936516,36.6883,-121.6317,
"Salisbury, MD",2025-08-01,10.0,10.0,0.0,0.0,0.0,0.0,264.0,32.0,131570.0,2.0065364444782245,0.24321653872463328,38.3756,-75.5865,
"Salt Lake City, UT",2025-08-01,736.0,241.0,10.0,27.0,458.0,495.0,6639.0,3508.0,1300762.0,5.103931387909548,2.6968807514364657,40.7776,-111.9311,West
"San Angelo, TX",2025-08-01,44.0,44.0,0.0,0.0,0.0,0.0,318.0,2.0,121629.0,2.614508053178107,0.016443446875334007,31.4424,-100.4504,
"San Antonio, TX",2025-08-01,663.0,607.0,0.0,0.0,56.0,56.0,12365.0,2703.0,2763006.0,4.475198389000965,0.9782823490068425,29.4632,-98.5238,Southwest
"San Diego, CA",2025-08-01,721.0,247.0,60.0,4.0,410.0,474.0,12365.0,8936.0,3298799.0,3.7483338633241976,2.708864650437932,32.8313,-117.1222,West
"San Francisco, CA",2025-08-01,354.0,242.0,4.0,3.0,105.0,112.0,6176.0,3561.0,4648486.0,1.3286046252478765,0.766055872815364,37.7558,-122.4449,West
"San Jose, CA",2025-08-01,1234.0,179.0,0.0,0.0,1055.0,1055.0,4507.0,2423.0,1995484.0,2.2585999186162358,1.214241757889314,37.3012,-121.848,West
"San Luis Obispo, CA",2025-08-01,46.0,42.0,4.0,0.0,0.0,4.0,754.0,164.0,281843.0,2.675248276522745,0.5818842405168835,35.2669,-120.669,
"Sandpoint, ID",2025-08-01,15.0,12.0,0.0,3.0,0.0,3.0,121.0,27.0,,,,48.2822,-116.5614,
"Sandusky, OH",2025-08-01,26.0,26.0,0.0,0.0,0.0,0.0,286.0,23.0,113533.0,2.5190913655060645,0.20258427065258558,41.4468,-82.7024,
"Sanford, NC",2025-08-01,39.0,39.0,0.0,0.0,0.0,0.0,698.0,0.0,,,,35.4875,-79.177,
"Santa Cruz, CA",2025-08-01,122.0,10.0,2.0,0.0,110.0,112.0,374.0,207.0,262406.0,1.42527228798122,0.7888539134013705,36.9789,-122.0346,
"Santa Fe, NM",2025-08-01,36.0,36.0,0.0,0.0,0.0,0.0,344.0,89.0,157765.0,2.180458276550566,0.5641301936424429,35.6619,-105.9819,
"Santa Maria, CA",2025-08-01,48.0,38.0,0.0,0.0,10.0,10.0,524.0,119.0,444500.0,1.1788526434195725,0.26771653543307083,34.9333,-120.4431,
"Santa Rosa, CA",2025-08-01,58.0,51.0,0.0,0.0,7.0,7.0,943.0,233.0,485375.0,1.9428277105330929,0.4800412052536699,38.4458,-122.7067,
"Sault Ste. Marie, MI",2025-08-01,8.0,8.0,0.0,0.0,0.0,0.0,106.0,35.0,,,,46.4817,-84.3723,
"Savannah, GA",2025-08-01,456.0,194.0,0.0,0.0,262.0,262.0,5202.0,2081.0,431589.0,12.053133884320498,4.8217169575684276,32.0286,-81.1821,
"Sayre, PA",2025-08-01,6.0,6.0,0.0,0.0,0.0,0.0,64.0,0.0,,,,41.9856,-76.5207,
"Scottsbluff, NE",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,34.0,3.0,,,,41.8684,-103.6616,
"Scottsboro, AL",2025-08-01,3.0,3.0,0.0,0.0,0.0,0.0,48.0,0.0,,,,34.6438,-86.0491,
"Scranton, PA",2025-08-01,50.0,46.0,4.0,0.0,0.0,4.0,604.0,58.0,574009.0,1.0522483096954924,0.10104371185817644,41.4044,-75.6649,
"Seaford, DE",2025-08-01,268.0,248.0,20.0,0.0,0.0,20.0,4245.0,690.0,,,,38.6538,-75.611,
"Searcy, AR",2025-08-01,25.0,21.0,4.0,0.0,0.0,4.0,253.0,4.0,,,,35.2418,-91.7351,
"Seattle, WA",2025-08-01,1550.0,494.0,92.0,14.0,950.0,1056.0,15748.0,9646.0,4145494.0,3.7988234936535914,2.326863818883829,47.6211,-122.3244,West
"Sebastian, FL",2025-08-01,24.0,24.0,0.0,0.0,0.0,0.0,194.0,7.0,172139.0,1.1269962065540058,0.04066481157669093,27.7822,-80.4819,
"Sebring, FL",2025-08-01,61.0,53.0,8.0,0.0,0.0,8.0,864.0,152.0,109778.0,7.87042941208621,1.3846125817559074,27.477,-81.453,
"Sedalia, MO",2025-08-01,13.0,2.0,2.0,3.0,6.0,11.0,123.0,102.0,,,,38.7059,-93.234,
"Selinsgrove, PA",2025-08-01,4.0,4.0,0.0,0.0,0.0,0.0,60.0,4.0,,,,40.8003,-76.8646,
"Selma, AL",2025-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,32.4166,-87.0336,
"Seneca Falls, NY",2025-08-01,2.0,2.0,0.0,0.0,0.0,0.0,58.0,0.0,,,,,,
"Seneca, SC",2025-08-01,75.0,70.0,0.0,0.0,5.0,5.0,735.0,15.0,,,,34.6818,-82.96,
"Sevierville, TN",2025-08-01,131.0,102.0,4.0,4.0,21.0,29.0,1441.0,323.0,,,,35.8872,-83.5678,
"Seymour, IN",2025-08-01,9.0,9.0,0.0,0.0,0.0,0.0,134.0,4.0,,,,38.9476,-85.8911,
"Shawano, WI",2025-08-01,5.0,5.0,0.0,0.0,0.0,0.0,99.0,2.0,,,,44.7748,-88.5843,
"Shawnee, OK",2025-08-01,12.0,8.0,4.0,0.0,0.0,4.0,231.0,99.0,,,,35.3531,-96.9647,
"Sheboygan, WI",2025-08-01,11.0,9.0,2.0,0.0,0.0,2.0,330.0,147.0,118331.0,2.788787384539977,1.2422780167496261,43.7403,-87.7316,
"Shelby, NC",2025-08-01,43.0,32.0,0.0,6.0,5.0,11.0,567.0,167.0,,,,35.2904,-81.5451,
"Shelbyville, TN",2025-08-01,61.0,61.0,0.0,0.0,0.0,0.0,392.0,2.0,,,,35.4987,-86.4517,
"Shelton, WA",2025-08-01,18.0,18.0,0.0,0.0,0.0,0.0,208.0,2.0,,,,47.2186,-123.1121,
"Sheridan, WY",2025-08-01,22.0,17.0,2.0,3.0,0.0,5.0,259.0,20.0,,,,44.7961,-106.9642,
"Sherman, TX",2025-08-01,119.0,119.0,0.0,0.0,0.0,0.0,2200.0,838.0,150532.0,14.614832726596338,5.5669226476762415,33.6273,-96.6221,
