name,date,affordability_index,lat,lng,one_year_change,one_year_date,population
"Merced, CA",2026-08-01,0.3595294649163236,37.3057,-120.4779,-0.00495485143573271,2025-08-01,296774.0
"Miami, FL",2026-08-01,0.3710920203448288,25.784,-80.2101,-0.006401565131927689,2025-08-01,6457988.0
"Michigan City, IN",2026-08-01,0.1903018578318391,41.7092,-86.869,0.0039337859378107964,2025-08-01,111348.0
"Midland, MI",2026-08-01,0.2025134137102346,43.6241,-84.2319,0.004413849871596209,2025-08-01,84022.0
"Midland, TX",2026-08-01,0.203874330475229,32.0243,-102.1147,-0.011800551558543704,2025-08-01,188766.0
"Milwaukee, WI",2026-08-01,0.2229449214961787,43.0642,-87.9675,0.003426232233469606,2025-08-01,1574452.0
"Minneapolis, MN",2026-08-01,0.1981844043448429,44.9635,-93.2678,0.0008086661905715997,2025-08-01,3757952.0
"Minot, ND",2026-08-01,0.1903050242861125,48.2375,-101.278,0.0062008612019201215,2025-08-01,75938.0
"Missoula, MT",2026-08-01,0.230159133853,46.8751,-114.0214,0.00034653590381539257,2025-08-01,127741.0
"Mobile, AL",2026-08-01,0.2436233975533756,30.6782,-88.1162,0.0012262032975554893,2025-08-01,412339.0
"Modesto, CA",2026-08-01,0.2970610908058873,37.6375,-121.0028,-0.008390435761944814,2025-08-01,556972.0
"Monroe, LA",2026-08-01,0.2375471997532101,32.5185,-92.0774,0.018035809212445103,2025-08-01,221921.0
"Monroe, MI",2026-08-01,0.1826858695759403,41.9155,-83.3849,0.0008604296173174986,2025-08-01,156045.0
"Montgomery, AL",2026-08-01,0.2373705344720869,32.3482,-86.2668,-0.00010865680454180682,2025-08-01,387885.0
"Morgantown, WV",2026-08-01,0.240226337063676,39.6383,-79.9464,0.003576425178656306,2025-08-01,142752.0
"Morristown, TN",2026-08-01,0.27553912021981,36.2043,-83.3001,-0.004045877038067414,2025-08-01,126932.0
"Mount Vernon, WA",2026-08-01,0.2715819675728689,48.4203,-122.3115,0.0037878476338317757,2025-08-01,132736.0
"Muncie, IN",2026-08-01,0.2079041918465416,40.1989,-85.395,0.006079219496368804,2025-08-01,112951.0
"Muskegon, MI",2026-08-01,0.2468738307676684,43.2281,-86.2562,0.014749284934051976,2025-08-01,177428.0
"Myrtle Beach, SC",2026-08-01,0.2815256034922977,33.7094,-78.8844,-0.003148642787754674,2025-08-01,413391.0
"Napa, CA",2026-08-01,0.2536621869469589,38.2975,-122.301,-0.0050188531322125085,2025-08-01,132727.0
"Naples, FL",2026-08-01,0.3035255753858105,26.1504,-81.7936,-0.004943151410143898,2025-08-01,416233.0
"Nashville, TN",2026-08-01,0.2301408950199077,36.1715,-86.7842,-0.005858744363099494,2025-08-01,2150553.0
"New Bern, NC",2026-08-01,0.2787021047841423,35.0955,-77.0723,0.0033692082450950123,2025-08-01,
"New Haven, CT",2026-08-01,0.2670223344391247,41.3113,-72.9246,-0.001116639176066303,2025-08-01,576718.0
"New Orleans, LA",2026-08-01,0.2886133361548071,30.0687,-89.9288,-0.005660622171835605,2025-08-01,966230.0
"New York, NY",2026-08-01,0.4086849124238587,40.6943,-73.9249,0.005264386956377265,2025-08-01,19940274.0
"Niles, MI",2026-08-01,0.2141698057310808,41.8346,-86.2473,0.005890891107215607,2025-08-01,152703.0
"North Port, FL",2026-08-01,0.2911020067662694,27.0576,-82.1977,-0.013969868915407191,2025-08-01,934956.0
"Norwich, CT",2026-08-01,0.2471498957818027,41.5495,-72.0882,0.003525418663886476,2025-08-01,282602.0
"Ocala, FL",2026-08-01,0.2726138473778823,29.178,-82.1511,-0.009541672523946387,2025-08-01,428905.0
"Ocean City, NJ",2026-08-01,0.2659464077979142,39.2681,-74.602,0.016660762499283888,2025-08-01,
"Odessa, TX",2026-08-01,0.2172073751559061,31.8801,-102.3448,-0.015003279936485786,2025-08-01,170022.0
"Ogden, UT",2026-08-01,0.1900140183517264,41.2279,-111.9682,-0.004245507506809798,2025-08-01,667681.0
"Oklahoma City, OK",2026-08-01,0.212381686289366,35.4676,-97.5136,-0.0011357034978297098,2025-08-01,1497821.0
"Olympia, WA",2026-08-01,0.2373980923626006,47.0417,-122.8959,-0.0030968452730354146,2025-08-01,302912.0
"Omaha, NE",2026-08-01,0.1882677433063997,41.2627,-96.0529,-0.001316614014525208,2025-08-01,1001010.0
"Orlando, FL",2026-08-01,0.2706289893400588,28.4773,-81.337,-0.006581089856555311,2025-08-01,2940513.0
"Oshkosh, WI",2026-08-01,0.1871261326429717,44.0227,-88.5619,-0.00019795670836908474,2025-08-01,173307.0
"Owensboro, KY",2026-08-01,0.1963918326252579,37.7575,-87.1172,0.0038535813316381007,2025-08-01,113583.0
"Oxnard, CA",2026-08-01,0.2885260171136479,34.1964,-119.1815,-0.0055740520382582814,2025-08-01,835427.0
"Paducah, KY",2026-08-01,0.1922261372817902,37.0711,-88.644,0.00567142191949338,2025-08-01,102395.0
"Palm Bay, FL",2026-08-01,0.2792360377702294,27.9631,-80.6593,-0.005119535844596512,2025-08-01,658447.0
"Panama City, FL",2026-08-01,0.2475924304287075,30.1995,-85.6003,-0.005153211135250024,2025-08-01,226221.0
"Parkersburg, WV",2026-08-01,0.1963104707398063,39.2623,-81.542,0.002691495922597875,2025-08-01,87681.0
"Pensacola, FL",2026-08-01,0.2704900078538794,30.4413,-87.1911,-0.0013470190824191874,2025-08-01,538928.0
"Peoria, IL",2026-08-01,0.178582238111896,40.752,-89.6154,0.00551506278155639,2025-08-01,364565.0
"Philadelphia, PA",2026-08-01,0.2373381755719683,40.0077,-75.1339,0.0008554628743350778,2025-08-01,6330422.0
"Phoenix, AZ",2026-08-01,0.2151161434922482,33.5722,-112.0892,-0.005908142920130199,2025-08-01,5186958.0
"Pine Bluff, AR",2026-08-01,0.2109433632136965,34.2116,-92.0173,,2025-08-01,
"Pinehurst, NC",2026-08-01,0.2636507577808915,35.1922,-79.4684,-0.007617633949858038,2025-08-01,108417.0
"Pittsburgh, PA",2026-08-01,0.2157022132545771,40.4397,-79.9763,0.00047376734127690945,2025-08-01,2429917.0
"Pittsfield, MA",2026-08-01,0.2552305619424913,42.4517,-73.2605,0.0037509965754717878,2025-08-01,128726.0
"Pocatello, ID",2026-08-01,0.1732088096013755,42.8724,-112.4647,-0.0035939691683448127,2025-08-01,91010.0
"Port St. Lucie, FL",2026-08-01,0.3176716488814933,27.2796,-80.3884,-0.002271505212253,2025-08-01,556336.0
"Portland, ME",2026-08-01,0.2863273140618666,43.6773,-70.2715,-0.0019368236814119033,2025-08-01,571534.0
"Portland, OR",2026-08-01,0.2037981480388976,45.5371,-122.65,-0.005690591405080214,2025-08-01,2537904.0
"Prescott Valley, AZ",2026-08-01,0.2758735140543089,34.598,-112.3185,-0.006342539321552709,2025-08-01,252013.0
"Providence, RI",2026-08-01,0.3004501430858645,41.823,-71.4187,0.0021306372359150005,2025-08-01,1700901.0
"Provo, UT",2026-08-01,0.2059264861307939,40.2457,-111.6457,-0.0022711796246975002,2025-08-01,760531.0
"Pueblo, CO",2026-08-01,0.2544139887664712,38.2701,-104.6114,-0.005697397945832627,2025-08-01,169866.0
"Punta Gorda, FL",2026-08-01,0.2874977117474142,26.8941,-82.0513,-0.012171626643724398,2025-08-01,212122.0
"Racine, WI",2026-08-01,0.2060106015982598,42.7274,-87.8135,0.0038283987717552814,2025-08-01,198651.0
"Raleigh, NC",2026-08-01,0.1841762340986172,35.8324,-78.6429,-0.004459445459725597,2025-08-01,1562009.0
"Rapid City, SD",2026-08-01,0.2106345084246978,44.0716,-103.2204,0.0014282886516173154,2025-08-01,156227.0
"Reading, PA",2026-08-01,0.2177975058498634,40.34,-75.9267,0.0003638614985795041,2025-08-01,439117.0
"Redding, CA",2026-08-01,0.2690958065179106,40.5698,-122.365,0.0018993762875981757,2025-08-01,181121.0
"Reno, NV",2026-08-01,0.2539625731835535,39.5497,-119.8483,0.007363145874442978,2025-08-01,575110.0
"Richmond, VA",2026-08-01,0.2383211677440334,37.5295,-77.4756,-0.0007832352794590047,2025-08-01,1370165.0
"Riverside, CA",2026-08-01,0.3134617340649278,33.9381,-117.3949,-0.0018403588215902267,2025-08-01,4744214.0
"Roanoke, VA",2026-08-01,0.2182743860943209,37.2785,-79.9581,0.0010672389160155948,2025-08-01,315749.0
"Rochester, MN",2026-08-01,0.2065527075980561,44.0154,-92.478,-0.0015276042449773042,2025-08-01,230742.0
"Rochester, NY",2026-08-01,0.227847588461612,43.168,-77.6162,-0.0004889593627113165,2025-08-01,1057218.0
"Rockford, IL",2026-08-01,0.2032834858097782,42.2596,-89.064,0.0068470410005430915,2025-08-01,337103.0
"Rocky Mount, NC",2026-08-01,0.2488769025177551,35.9685,-77.804,-0.003255361291744391,2025-08-01,147114.0
"Rome, GA",2026-08-01,0.2185055027573882,34.2662,-85.1863,-0.004630488398385896,2025-08-01,101390.0
"Sacramento, CA",2026-08-01,0.2601074200997689,38.5677,-121.4685,-0.003465738444809685,2025-08-01,2463127.0
"Saginaw, MI",2026-08-01,0.2056888247330267,43.4199,-83.9501,0.010142596001576493,2025-08-01,187714.0
"Salem, OR",2026-08-01,0.215145057723117,44.9233,-123.0244,-0.006453452825222583,2025-08-01,443416.0
"Salinas, CA",2026-08-01,0.343243247809421,36.6883,-121.6317,0.007088600273269519,2025-08-01,436251.0
"Salisbury, MD",2026-08-01,0.3227537899043532,38.3756,-75.5865,0.0019089988439144334,2025-08-01,131570.0
"Salt Lake City, UT",2026-08-01,0.1843110098086236,40.7776,-111.9311,-0.004926153702775382,2025-08-01,1300762.0
"San Angelo, TX",2026-08-01,0.2096105020660683,31.4424,-100.4504,0.004531854788729389,2025-08-01,121629.0
"San Antonio, TX",2026-08-01,0.2038707100977319,29.4632,-98.5238,-0.010411519822773524,2025-08-01,2763006.0
"San Diego, CA",2026-08-01,0.3073548496505563,32.8313,-117.1222,-0.003575060168601263,2025-08-01,3298799.0
"San Francisco, CA",2026-08-01,0.2785938991709076,37.7558,-122.4449,0.016548076393116118,2025-08-01,4648486.0
"San Jose, CA",2026-08-01,0.2546691342438156,37.3012,-121.848,0.009380626154955995,2025-08-01,1995484.0
"San Luis Obispo, CA",2026-08-01,0.3155916139218488,35.2669,-120.669,-0.004247342077674965,2025-08-01,281843.0
"Sandusky, OH",2026-08-01,0.2778865434435961,41.4468,-82.7024,0.026176533038193783,2025-08-01,113533.0
"Santa Cruz, CA",2026-08-01,0.368757765722384,36.9789,-122.0346,0.002169303433566805,2025-08-01,262406.0
"Santa Fe, NM",2026-08-01,0.2325606778111207,35.6619,-105.9819,-0.004685010191869704,2025-08-01,157765.0
"Santa Maria, CA",2026-08-01,0.3821126219142968,34.9333,-120.4431,3.8319860307001186e-05,2025-08-01,444500.0
"Santa Rosa, CA",2026-08-01,0.2799636108809409,38.4458,-122.7067,0.00010540614060111642,2025-08-01,485375.0
"Savannah, GA",2026-08-01,0.2510745010292659,32.0286,-81.1821,-0.009461371191533341,2025-08-01,431589.0
"Scranton, PA",2026-08-01,0.2151840718265588,41.4044,-75.6649,7.422142534879717e-05,2025-08-01,574009.0
"Seattle, WA",2026-08-01,0.2291595634544363,47.6211,-122.3244,-0.0035180049597677843,2025-08-01,4145494.0
"Sebastian, FL",2026-08-01,0.2990294267409267,27.7822,-80.4819,-0.0032491145337303906,2025-08-01,172139.0
"Sebring, FL",2026-08-01,0.2929967537865701,27.477,-81.453,-0.005363713122913116,2025-08-01,109778.0
"Sheboygan, WI",2026-08-01,0.1786359100441431,43.7403,-87.7316,-0.0020736086923466013,2025-08-01,118331.0
"Sherman, TX",2026-08-01,0.2087126215386772,33.6273,-96.6221,-0.015365707005901008,2025-08-01,150532.0
"Shreveport, LA",2026-08-01,0.2668450720984376,32.4653,-93.7955,0.0043465369995711045,2025-08-01,383269.0
"Sierra Vista, AZ",2026-08-01,0.240057929833276,31.563,-110.3153,-0.004454412788453904,2025-08-01,125773.0
"Sioux City, IA",2026-08-01,0.1818103744073318,42.4959,-96.3901,-0.0016273995940553898,2025-08-01,145994.0
"Sioux Falls, SD",2026-08-01,0.1771652818845071,43.5396,-96.7311,0.0018711058766225919,2025-08-01,308266.0
"South Bend, IN",2026-08-01,0.2355630409549798,41.6767,-86.2696,0.0012082198649689957,2025-08-01,325294.0
"Spartanburg, SC",2026-08-01,0.2427085653425041,34.9442,-81.9251,-0.003523065925410712,2025-08-01,395934.0
"Spokane, WA",2026-08-01,0.1995590272088369,47.6671,-117.433,-0.000425160246047801,2025-08-01,604962.0
"Springfield, IL",2026-08-01,0.166518945861146,39.7709,-89.654,0.0002880811351175794,2025-08-01,206308.0
"Springfield, MA",2026-08-01,0.2999829783245435,42.1155,-72.5395,0.0011894068502580901,2025-08-01,464151.0
"Springfield, MO",2026-08-01,0.2082004777551473,37.1943,-93.2916,0.0017914144032749046,2025-08-01,496975.0
"Springfield, OH",2026-08-01,0.2041284413926957,39.93,-83.7959,0.007340006785268416,2025-08-01,134985.0
"St. Cloud, MN",2026-08-01,0.1876796004752915,45.534,-94.1718,0.0027218831314730074,2025-08-01,205878.0
"St. George, UT",2026-08-01,0.2399939530626555,37.0758,-113.5752,-0.00292681705609929,2025-08-01,207943.0
"St. Joseph, MO",2026-08-01,0.1809073761920673,39.7598,-94.821,-0.004825803544594415,2025-08-01,119124.0
"St. Louis, MO",2026-08-01,0.199093956264795,38.6359,-90.2451,0.0026460159830309082,2025-08-01,2811927.0
"State College, PA",2026-08-01,0.2568157421050653,40.7909,-77.8567,0.004946701088234695,2025-08-01,159805.0
"Staunton, VA",2026-08-01,0.2337082762531886,38.1593,-79.0611,0.0020166639149022114,2025-08-01,128481.0
"Stockton, CA",2026-08-01,0.295393624075083,37.9765,-121.3109,-0.005571695536945087,2025-08-01,816108.0
"Sumter, SC",2026-08-01,0.3041789182177017,33.9392,-80.393,0.00325920684437242,2025-08-01,104776.0
"Syracuse, NY",2026-08-01,0.2366459795548242,43.0407,-76.1437,0.0034223718724263053,2025-08-01,655189.0
"Tallahassee, FL",2026-08-01,0.2591088542589198,30.4551,-84.2527,-0.004211014556191217,2025-08-01,397675.0
"Tampa, FL",2026-08-01,0.2868582737775417,27.9945,-82.4447,-0.010288873379175889,2025-08-01,3424560.0
"Terre Haute, IN",2026-08-01,0.1888114926355794,39.466,-87.3751,0.004030168311079385,2025-08-01,168874.0
"Texarkana, TX",2026-08-01,0.2394827779151794,33.45,-94.0847,0.0003175941330144094,2025-08-01,145576.0
"The Villages, FL",2026-08-01,0.2557776552148678,28.9034,-81.9887,-0.004977585527235429,2025-08-01,
"Toledo, OH",2026-08-01,0.2190917877103231,41.6638,-83.5827,0.0070160195921319946,2025-08-01,601396.0
"Topeka, KS",2026-08-01,0.1887769840345295,39.0346,-95.6955,0.0034509374768403878,2025-08-01,232648.0
"Traverse City, MI",2026-08-01,0.2571134199971138,44.7546,-85.6038,0.0008288424181365772,2025-08-01,156634.0
"Trenton, NJ",2026-08-01,0.279795234027096,40.2237,-74.7641,-0.0017912764520913171,2025-08-01,392138.0
"Tucson, AZ",2026-08-01,0.2300771542435259,32.1541,-110.8787,-0.0047915973948503,2025-08-01,1080149.0
"Tulsa, OK",2026-08-01,0.2187061708829611,36.1283,-95.9042,0.00022445524022721153,2025-08-01,1059803.0
"Tuscaloosa, AL",2026-08-01,0.2604308826562154,33.2348,-87.5268,0.0028608740308677105,2025-08-01,281963.0
"Twin Falls, ID",2026-08-01,0.2277355108542753,42.5645,-114.4613,-0.0007616841704411181,2025-08-01,122565.0
"Tyler, TX",2026-08-01,0.2082451959577194,32.3184,-95.3062,-0.0032995813795737017,2025-08-01,249091.0
United States,2026-08-01,0.2684219018119521,,,-0.0020378309475209133,2025-08-01,
"Urban Honolulu, HI",2026-08-01,0.3208037015541782,,,0.004531282297188799,2025-08-01,998747.0
"Utica, NY",2026-08-01,0.2192632488669025,43.0962,-75.2261,0.006379038131390374,2025-08-01,287932.0
"Valdosta, GA",2026-08-01,0.2584839378176296,30.8502,-83.2788,0.0008511445068419277,2025-08-01,152588.0
"Vallejo, CA",2026-08-01,0.2940715000153463,38.1125,-122.2342,-0.005378904322385691,2025-08-01,455101.0
"Victoria, TX",2026-08-01,0.2082593922285003,28.8287,-96.9849,-0.00013797534180981508,2025-08-01,99170.0
"Vineland, NJ",2026-08-01,0.2826761594553073,39.4653,-74.9981,0.006174600604388958,2025-08-01,155678.0
"Virginia Beach, VA",2026-08-01,0.2547897588038568,36.7335,-76.0435,0.006666520241030205,2025-08-01,1794278.0
"Visalia, CA",2026-08-01,0.2902087563925802,36.3276,-119.3269,0.0036164643833375143,2025-08-01,483546.0
"Waco, TX",2026-08-01,0.2368101141732458,31.5599,-97.1882,-0.0033636860941474167,2025-08-01,307123.0
"Walla Walla, WA",2026-08-01,0.2324660684273993,46.0671,-118.3368,-0.0020426838421110927,2025-08-01,62068.0
"Warner Robins, GA",2026-08-01,0.2199890053609531,32.5961,-83.6527,-0.0017230204782900105,2025-08-01,204110.0
"Washington, DC",2026-08-01,0.2186793551114834,38.9047,-77.0163,-0.005900205780267592,2025-08-01,6436489.0
"Waterloo, IA",2026-08-01,0.15203303848625,42.4918,-92.3522,0.0011871644366250877,2025-08-01,170081.0
"Watertown, NY",2026-08-01,0.2328631568893265,43.9734,-75.9094,0.01286295702372639,2025-08-01,113140.0
"Wausau, WI",2026-08-01,0.1426775647229388,44.962,-89.6459,0.007143400446446707,2025-08-01,139091.0
"Weirton, WV",2026-08-01,0.1449772882752203,40.406,-80.5671,0.006066594108945694,2025-08-01,113239.0
"Wenatchee, WA",2026-08-01,0.2563653687070764,47.436,-120.3295,-0.003628835540691322,2025-08-01,127023.0
"Wheeling, WV",2026-08-01,0.1818006523237587,40.0752,-80.6951,-0.0012737032202397025,2025-08-01,135136.0
"Wichita Falls, TX",2026-08-01,0.2145790430231524,33.9072,-98.5291,0.003946572725704506,2025-08-01,149869.0
"Wichita, KS",2026-08-01,0.1880776625149588,37.6895,-97.3443,0.0033968071163865965,2025-08-01,661217.0
"Williamsport, PA",2026-08-01,0.2060899186114502,41.2399,-77.037,0.0070016656459857,2025-08-01,113236.0
"Wilmington, NC",2026-08-01,0.2461007658186953,34.2099,-77.8866,0.0007211907737378065,2025-08-01,480522.0
"Winchester, VA",2026-08-01,0.2631577311057112,39.1735,-78.1746,0.0002092046228347466,2025-08-01,149702.0
"Winston, NC",2026-08-01,0.2668216103211825,,,-0.001314809972078168,2025-08-01,705187.0
"Worcester, MA",2026-08-01,0.2486171603474693,42.2705,-71.8079,-0.0038798701784481804,2025-08-01,881248.0
"Yakima, WA",2026-08-01,0.2074615101099158,46.5923,-120.5496,-0.00015596812350041067,2025-08-01,258523.0
"York, PA",2026-08-01,0.1968265298459176,39.9651,-76.7315,-8.127697137438883e-05,2025-08-01,471240.0
"Youngstown, OH",2026-08-01,0.1993970476838354,41.0993,-80.6463,0.0032332125344738116,2025-08-01,426086.0
"Yuba City, CA",2026-08-01,0.2735096508682029,39.1357,-121.6383,-0.0024689043102764097,2025-08-01,186014.0
"Yuma, AZ",2026-08-01,0.2456294705987657,32.5995,-114.5491,0.0005698232707130879,2025-08-01,220310.0
