name,date,total,1 unit,2 units,3 and 4 units,5 units or more,multi_total,rt,multi_rt,population,rt_pc,multi_rt_pc,region
"Abilene, TX",2019-11-01,23.0,21.0,2.0,0.0,0.0,2.0,23.0,2.0,184278.0,0.12481142621474078,0.01085316749693398,
"Abilene, TX",2019-12-01,37.0,31.0,6.0,0.0,0.0,6.0,60.0,8.0,184278.0,0.3255950249080194,0.04341266998773592,
"Abilene, TX",2020-01-01,29.0,29.0,0.0,0.0,0.0,0.0,89.0,8.0,184278.0,0.4829659536135621,0.04341266998773592,
"Abilene, TX",2020-02-01,30.0,30.0,0.0,0.0,0.0,0.0,119.0,8.0,184278.0,0.6457634660675718,0.04341266998773592,
"Abilene, TX",2020-03-01,29.0,27.0,2.0,0.0,0.0,2.0,148.0,10.0,184278.0,0.8031343947731145,0.0542658374846699,
"Abilene, TX",2020-04-01,29.0,27.0,2.0,0.0,0.0,2.0,177.0,12.0,184278.0,0.9605053234786572,0.06511900498160389,
"Abilene, TX",2020-05-01,20.0,20.0,0.0,0.0,0.0,0.0,197.0,12.0,184278.0,1.069036998447997,0.06511900498160389,
"Abilene, TX",2020-06-01,201.0,40.0,2.0,20.0,139.0,161.0,398.0,173.0,184278.0,2.159780331889862,0.9387989884847893,
"Abilene, TX",2020-07-01,113.0,42.0,14.0,0.0,57.0,71.0,511.0,244.0,184278.0,2.772984295466632,1.3240864346259456,
"Abilene, TX",2020-08-01,33.0,31.0,2.0,0.0,0.0,2.0,544.0,246.0,184278.0,2.952061559166043,1.3349396021228797,
"Abilene, TX",2020-09-01,32.0,30.0,2.0,0.0,0.0,2.0,576.0,248.0,184278.0,3.1257122391169863,1.3457927696198135,
"Abilene, TX",2020-10-01,32.0,28.0,4.0,0.0,0.0,4.0,608.0,252.0,184278.0,3.29936291906793,1.3674991046136815,
"Abilene, TX",2020-11-01,35.0,29.0,6.0,0.0,0.0,6.0,620.0,256.0,184278.0,3.364481924049534,1.3892054396075495,
"Abilene, TX",2020-12-01,53.0,37.0,16.0,0.0,0.0,16.0,636.0,266.0,184278.0,3.4513072640250058,1.4434712770922193,
"Abilene, TX",2021-01-01,47.0,47.0,0.0,0.0,0.0,0.0,654.0,266.0,184278.0,3.548985771497412,1.4434712770922193,
"Abilene, TX",2021-02-01,33.0,31.0,2.0,0.0,0.0,2.0,657.0,268.0,184278.0,3.5652655227428123,1.4543244445891534,
"Abilene, TX",2021-03-01,99.0,45.0,6.0,0.0,48.0,54.0,727.0,320.0,184278.0,3.945126385135502,1.7365067995094368,
"Abilene, TX",2021-04-01,78.0,52.0,26.0,0.0,0.0,26.0,776.0,344.0,184278.0,4.2110289888103845,1.8667448094726447,
"Abilene, TX",2021-05-01,50.0,42.0,8.0,0.0,0.0,8.0,806.0,352.0,184278.0,4.373826501264394,1.9101574794603804,
"Abilene, TX",2021-06-01,297.0,48.0,8.0,0.0,241.0,249.0,902.0,440.0,184278.0,4.894778541117225,2.3876968493254758,
"Abilene, TX",2021-07-01,23.0,23.0,0.0,0.0,0.0,0.0,812.0,369.0,184278.0,4.406386003755196,2.0024094031843194,
"Abilene, TX",2021-08-01,58.0,50.0,8.0,0.0,0.0,8.0,837.0,375.0,184278.0,4.542050597466871,2.0349689056751212,
"Abilene, TX",2021-09-01,62.0,56.0,6.0,0.0,0.0,6.0,867.0,379.0,184278.0,4.7048481099208805,2.056675240668989,
"Abilene, TX",2021-10-01,37.0,27.0,10.0,0.0,0.0,10.0,872.0,385.0,184278.0,4.731981028663216,2.0892347431597913,
"Abilene, TX",2021-11-01,43.0,35.0,8.0,0.0,0.0,8.0,880.0,387.0,184278.0,4.7753936986509515,2.100087910656725,
"Abilene, TX",2021-12-01,42.0,36.0,6.0,0.0,0.0,6.0,869.0,377.0,184278.0,4.715701277417814,2.0458220731720553,
"Abilene, TX",2022-01-01,54.0,38.0,16.0,0.0,0.0,16.0,876.0,393.0,184278.0,4.753687363657083,2.1326474131475273,
"Abilene, TX",2022-02-01,51.0,51.0,0.0,0.0,0.0,0.0,894.0,391.0,184278.0,4.85136587112949,2.121794245650593,
"Abilene, TX",2022-03-01,73.0,69.0,4.0,0.0,0.0,4.0,868.0,341.0,184278.0,4.710274693669347,1.8504650582272437,
"Abilene, TX",2022-04-01,21.0,19.0,2.0,0.0,0.0,2.0,811.0,317.0,184278.0,4.400959420006729,1.720227048264036,
"Abilene, TX",2022-05-01,320.0,44.0,2.0,0.0,274.0,276.0,1081.0,585.0,184278.0,5.866137032092817,3.174551492853189,
"Abilene, TX",2022-06-01,59.0,59.0,0.0,0.0,0.0,0.0,843.0,336.0,184278.0,4.574610099957673,1.8233321394849087,
"Abilene, TX",2022-07-01,43.0,37.0,6.0,0.0,0.0,6.0,863.0,342.0,184278.0,4.683141774927012,1.8558916419757105,
"Abilene, TX",2022-08-01,45.0,43.0,2.0,0.0,0.0,2.0,850.0,336.0,184278.0,4.612596186196941,1.8233321394849087,
"Abilene, TX",2022-09-01,38.0,34.0,4.0,0.0,0.0,4.0,826.0,334.0,184278.0,4.482358176233734,1.8124789719879746,
"Abilene, TX",2022-10-01,46.0,36.0,10.0,0.0,0.0,10.0,835.0,334.0,184278.0,4.531197429969937,1.8124789719879746,
"Abilene, TX",2022-11-01,18.0,16.0,2.0,0.0,0.0,2.0,810.0,328.0,184278.0,4.395532836258262,1.7799194694971727,
"Abilene, TX",2022-12-01,31.0,27.0,4.0,0.0,0.0,4.0,799.0,326.0,184278.0,4.335840415025125,1.7690663020002388,
"Abilene, TX",2023-01-01,23.0,15.0,8.0,0.0,0.0,8.0,768.0,318.0,184278.0,4.167616318822649,1.7256536320125029,
"Abilene, TX",2023-02-01,29.0,27.0,2.0,0.0,0.0,2.0,746.0,320.0,184278.0,4.048231476356375,1.7365067995094368,
"Abilene, TX",2023-03-01,40.0,34.0,6.0,0.0,0.0,6.0,713.0,322.0,184278.0,3.8691542126569636,1.7473599670063709,
"Abilene, TX",2023-04-01,44.0,42.0,2.0,0.0,0.0,2.0,736.0,322.0,184278.0,3.993965638871705,1.7473599670063709,
"Abilene, TX",2023-05-01,45.0,45.0,0.0,0.0,0.0,0.0,461.0,46.0,184278.0,2.5016551080432823,0.24962285242948157,
"Abilene, TX",2023-06-01,80.0,12.0,4.0,0.0,64.0,68.0,482.0,114.0,184278.0,2.6156133667610892,0.6186305473252369,
"Abilene, TX",2023-07-01,32.0,30.0,2.0,0.0,0.0,2.0,471.0,110.0,184278.0,2.5559209455279523,0.5969242123313689,
"Abilene, TX",2023-08-01,37.0,21.0,16.0,0.0,0.0,16.0,463.0,124.0,184278.0,2.512508275540217,0.6728963848099068,
"Abilene, TX",2023-09-01,26.0,22.0,4.0,0.0,0.0,4.0,451.0,124.0,184278.0,2.4473892705586127,0.6728963848099068,
"Abilene, TX",2023-10-01,22.0,20.0,2.0,0.0,0.0,2.0,427.0,116.0,184278.0,2.3171512605954048,0.6294837148221709,
"Abilene, TX",2023-11-01,23.0,21.0,2.0,0.0,0.0,2.0,432.0,116.0,184278.0,2.34428417933774,0.6294837148221709,
"Abilene, TX",2023-12-01,55.0,47.0,8.0,0.0,0.0,8.0,456.0,120.0,184278.0,2.4745221893009477,0.6511900498160388,
"Abilene, TX",2024-01-01,30.0,28.0,2.0,0.0,0.0,2.0,463.0,114.0,184278.0,2.512508275540217,0.6186305473252369,
"Abilene, TX",2024-02-01,37.0,31.0,6.0,0.0,0.0,6.0,471.0,118.0,184278.0,2.5559209455279523,0.6403368823191049,
"Abilene, TX",2024-03-01,24.0,18.0,6.0,0.0,0.0,6.0,455.0,118.0,184278.0,2.469095605552481,0.6403368823191049,
"Abilene, TX",2024-04-01,51.0,43.0,8.0,0.0,0.0,8.0,462.0,124.0,184278.0,2.507081691791749,0.6728963848099068,
"Abilene, TX",2024-05-01,33.0,33.0,0.0,0.0,0.0,0.0,450.0,124.0,184278.0,2.4419626868101454,0.6728963848099068,
"Abilene, TX",2024-06-01,44.0,24.0,20.0,0.0,0.0,20.0,414.0,76.0,184278.0,2.2466056718653338,0.41242036488349126,
"Abilene, TX",2024-07-01,63.0,55.0,8.0,0.0,0.0,8.0,445.0,82.0,184278.0,2.414829768067811,0.4449798673742932,
"Abilene, TX",2024-08-01,54.0,38.0,16.0,0.0,0.0,16.0,462.0,82.0,184278.0,2.507081691791749,0.4449798673742932,
"Abilene, TX",2024-09-01,38.0,32.0,6.0,0.0,0.0,6.0,474.0,84.0,184278.0,2.5722006967733533,0.45583303487122717,
"Abilene, TX",2024-10-01,48.0,28.0,20.0,0.0,0.0,20.0,500.0,102.0,184278.0,2.7132918742334953,0.553511542343633,
"Abilene, TX",2024-11-01,21.0,17.0,4.0,0.0,0.0,4.0,498.0,104.0,184278.0,2.7024387067365607,0.564364709840567,
"Abilene, TX",2024-12-01,78.0,78.0,0.0,0.0,0.0,0.0,521.0,96.0,184278.0,2.827250132951302,0.5209520398528311,
"Abilene, TX",2025-01-01,82.0,78.0,4.0,0.0,0.0,4.0,573.0,98.0,184278.0,3.1094324878715853,0.5318052073497651,
"Abilene, TX",2025-02-01,71.0,51.0,20.0,0.0,0.0,20.0,607.0,112.0,184278.0,3.2939363353194633,0.6077773798283029,
"Abilene, TX",2025-03-01,89.0,59.0,30.0,0.0,0.0,30.0,672.0,136.0,184278.0,3.6466642789698174,0.7380153897915107,
"Abilene, TX",2025-04-01,48.0,44.0,4.0,0.0,0.0,4.0,669.0,132.0,184278.0,3.630384527724416,0.7163090547976427,
"Abilene, TX",2025-05-01,61.0,61.0,0.0,0.0,0.0,0.0,697.0,132.0,184278.0,3.782328872681492,0.7163090547976427,
"Abilene, TX",2025-06-01,128.0,42.0,86.0,0.0,0.0,86.0,781.0,198.0,184278.0,4.238161907552719,1.074463582196464,
"Abilene, TX",2025-07-01,122.0,88.0,34.0,0.0,0.0,34.0,840.0,224.0,184278.0,4.558330348712272,1.2155547596566059,
"Abilene, TX",2025-08-01,93.0,71.0,22.0,0.0,0.0,22.0,879.0,230.0,184278.0,4.769967114902484,1.2481142621474077,
"Akron, OH",2019-11-01,38.0,38.0,0.0,0.0,0.0,0.0,38.0,0.0,702209.0,0.054114942987059406,0.0,
"Akron, OH",2019-12-01,30.0,30.0,0.0,0.0,0.0,0.0,68.0,0.0,702209.0,0.09683726639789579,0.0,
"Akron, OH",2020-01-01,38.0,38.0,0.0,0.0,0.0,0.0,106.0,0.0,702209.0,0.15095220938495518,0.0,
"Akron, OH",2020-02-01,40.0,40.0,0.0,0.0,0.0,0.0,146.0,0.0,702209.0,0.20791530726607035,0.0,
"Akron, OH",2020-03-01,51.0,51.0,0.0,0.0,0.0,0.0,197.0,0.0,702209.0,0.28054325706449224,0.0,
"Akron, OH",2020-04-01,44.0,44.0,0.0,0.0,0.0,0.0,241.0,0.0,702209.0,0.3432026647337189,0.0,
"Akron, OH",2020-05-01,38.0,38.0,0.0,0.0,0.0,0.0,279.0,0.0,702209.0,0.3973176077207783,0.0,
"Akron, OH",2020-06-01,61.0,61.0,0.0,0.0,0.0,0.0,340.0,0.0,702209.0,0.4841863319894789,0.0,
"Akron, OH",2020-07-01,52.0,45.0,2.0,0.0,5.0,7.0,392.0,7.0,702209.0,0.5582383592349287,0.009968542129195155,
"Akron, OH",2020-08-01,57.0,57.0,0.0,0.0,0.0,0.0,449.0,7.0,702209.0,0.6394107737155177,0.009968542129195155,
"Akron, OH",2020-09-01,62.0,62.0,0.0,0.0,0.0,0.0,511.0,7.0,702209.0,0.7277035754312463,0.009968542129195155,
"Akron, OH",2020-10-01,53.0,53.0,0.0,0.0,0.0,0.0,564.0,7.0,702209.0,0.8031796801237239,0.009968542129195155,
"Akron, OH",2020-11-01,52.0,52.0,0.0,0.0,0.0,0.0,578.0,7.0,702209.0,0.8231167643821142,0.009968542129195155,
"Akron, OH",2020-12-01,45.0,45.0,0.0,0.0,0.0,0.0,593.0,7.0,702209.0,0.8444779260875324,0.009968542129195155,
"Akron, OH",2021-01-01,45.0,45.0,0.0,0.0,0.0,0.0,600.0,7.0,702209.0,0.8544464682167274,0.009968542129195155,
"Akron, OH",2021-02-01,45.0,45.0,0.0,0.0,0.0,0.0,605.0,7.0,702209.0,0.861566855451867,0.009968542129195155,
"Akron, OH",2021-03-01,64.0,64.0,0.0,0.0,0.0,0.0,618.0,7.0,702209.0,0.8800798622632293,0.009968542129195155,
"Akron, OH",2021-04-01,78.0,68.0,2.0,3.0,5.0,10.0,652.0,17.0,702209.0,0.9284984954621772,0.024209316599473948,
"Akron, OH",2021-05-01,63.0,48.0,10.0,0.0,5.0,15.0,677.0,32.0,702209.0,0.9641004316378742,0.04557047830489213,
"Akron, OH",2021-06-01,45.0,45.0,0.0,0.0,0.0,0.0,661.0,32.0,702209.0,0.9413151924854282,0.04557047830489213,
"Akron, OH",2021-07-01,42.0,39.0,0.0,3.0,0.0,3.0,651.0,28.0,702209.0,0.9270744180151493,0.03987416851678062,
"Akron, OH",2021-08-01,52.0,44.0,0.0,3.0,5.0,8.0,646.0,36.0,702209.0,0.9199540307800099,0.051266788093003654,
"Akron, OH",2021-09-01,62.0,57.0,0.0,0.0,5.0,5.0,646.0,41.0,702209.0,0.9199540307800099,0.05838717532814305,
"Akron, OH",2021-10-01,67.0,59.0,0.0,3.0,5.0,8.0,660.0,49.0,702209.0,0.9398911150384003,0.06977979490436609,
"Akron, OH",2021-11-01,61.0,51.0,0.0,4.0,6.0,10.0,669.0,59.0,702209.0,0.9527078120616511,0.08402056937464487,
"Akron, OH",2021-12-01,126.0,90.0,0.0,0.0,36.0,36.0,750.0,95.0,702209.0,1.0680580852709094,0.13528735746764853,
"Akron, OH",2022-01-01,69.0,60.0,0.0,3.0,6.0,9.0,774.0,104.0,702209.0,1.1022359439995784,0.14810405449089942,
"Akron, OH",2022-02-01,56.0,48.0,0.0,3.0,5.0,8.0,785.0,112.0,702209.0,1.1179007959168852,0.15949667406712248,
"Akron, OH",2022-03-01,81.0,50.0,0.0,7.0,24.0,31.0,802.0,143.0,702209.0,1.142110112516359,0.20364307492498673,
"Akron, OH",2022-04-01,107.0,79.0,0.0,7.0,21.0,28.0,831.0,161.0,702209.0,1.1834083584801676,0.22927646897148854,
"Akron, OH",2022-05-01,142.0,71.0,0.0,12.0,59.0,71.0,910.0,217.0,702209.0,1.29591047679537,0.3090248060050498,
"Akron, OH",2022-06-01,103.0,56.0,0.0,14.0,33.0,47.0,968.0,264.0,702209.0,1.3785069687229872,0.3759564460153601,
"Akron, OH",2022-07-01,84.0,60.0,0.0,7.0,17.0,24.0,1010.0,285.0,702209.0,1.438318221498158,0.4058620724029456,
"Akron, OH",2022-08-01,75.0,59.0,0.0,3.0,13.0,16.0,1033.0,293.0,702209.0,1.471072002779799,0.4172546919791686,
"Akron, OH",2022-09-01,86.0,51.0,0.0,10.0,25.0,35.0,1057.0,323.0,702209.0,1.5052498615084682,0.45997701539000496,
"Akron, OH",2022-10-01,1408.0,192.0,0.0,247.0,969.0,1216.0,2398.0,1531.0,702209.0,3.414937717972854,2.180262571399683,
"Akron, OH",2022-11-01,646.0,37.0,68.0,108.0,433.0,609.0,2983.0,2130.0,702209.0,4.248023024484164,3.0332849621693825,
"Akron, OH",2022-12-01,46.0,36.0,0.0,0.0,10.0,10.0,2903.0,2104.0,702209.0,4.134096828721933,2.9962589485466578,
"Akron, OH",2023-01-01,56.0,42.0,2.0,7.0,5.0,14.0,2890.0,2109.0,702209.0,4.115583821910571,3.0033793357817973,
"Akron, OH",2023-02-01,69.0,44.0,0.0,15.0,10.0,25.0,2903.0,2126.0,702209.0,4.134096828721933,3.0275886523812714,
"Akron, OH",2023-03-01,95.0,66.0,0.0,11.0,18.0,29.0,2917.0,2124.0,702209.0,4.154033912980323,3.0247404974872154,
"Akron, OH",2023-04-01,90.0,76.0,0.0,4.0,10.0,14.0,2900.0,2110.0,702209.0,4.12982459638085,3.0048034132288253,
"Akron, OH",2023-05-01,105.0,76.0,0.0,3.0,26.0,29.0,2863.0,2068.0,702209.0,4.077133730840818,2.9449921604536544,
"Akron, OH",2023-06-01,129.0,79.0,0.0,39.0,11.0,50.0,2889.0,2071.0,702209.0,4.114159744463543,2.949264392794738,
"Akron, OH",2023-07-01,65.0,46.0,0.0,3.0,16.0,19.0,2870.0,2066.0,702209.0,4.0871022729700135,2.942144005559598,
"Akron, OH",2023-08-01,79.0,52.0,2.0,12.0,13.0,27.0,2874.0,2077.0,702209.0,4.092798582758125,2.957808857476905,
"Akron, OH",2023-09-01,86.0,46.0,0.0,24.0,16.0,40.0,2874.0,2082.0,702209.0,4.092798582758125,2.964929244712044,
"Akron, OH",2023-10-01,92.0,73.0,0.0,3.0,16.0,19.0,1558.0,885.0,702209.0,2.2187126624694358,1.260308540619673,
"Akron, OH",2023-11-01,64.0,59.0,0.0,0.0,5.0,5.0,976.0,281.0,702209.0,1.3898995882992102,0.40016576261483405,
"Akron, OH",2023-12-01,97.0,37.0,0.0,0.0,60.0,60.0,1027.0,331.0,702209.0,1.462527538097632,0.471369634966228,
"Akron, OH",2024-01-01,83.0,58.0,0.0,0.0,25.0,25.0,1054.0,342.0,702209.0,1.5009776291673846,0.4870344868835347,
"Akron, OH",2024-02-01,66.0,50.0,0.0,0.0,16.0,16.0,1051.0,333.0,702209.0,1.496705396826301,0.4742177898602838,
"Akron, OH",2024-03-01,197.0,58.0,0.0,0.0,139.0,139.0,1153.0,443.0,702209.0,1.6419612964231447,0.6308663090333505,
"Akron, OH",2024-04-01,58.0,58.0,0.0,0.0,0.0,0.0,1121.0,429.0,702209.0,1.5963908181182525,0.6109292247749601,
"Akron, OH",2024-05-01,103.0,67.0,18.0,18.0,0.0,36.0,1119.0,436.0,702209.0,1.5935426632241967,0.6208977669041553,
"Akron, OH",2024-06-01,128.0,61.0,4.0,34.0,29.0,67.0,1118.0,453.0,702209.0,1.592118585777169,0.6451070835036292,
"Akron, OH",2024-07-01,62.0,57.0,2.0,3.0,0.0,5.0,1115.0,439.0,702209.0,1.5878463534360852,0.625169999245239,
"Akron, OH",2024-08-01,117.0,69.0,0.0,4.0,44.0,48.0,1153.0,460.0,702209.0,1.6419612964231447,0.6550756256328244,
"Akron, OH",2024-09-01,88.0,71.0,2.0,4.0,11.0,17.0,1155.0,437.0,702209.0,1.6448094513172005,0.6223218443511832,
"Akron, OH",2024-10-01,71.0,71.0,0.0,0.0,0.0,0.0,1134.0,418.0,702209.0,1.614903824929615,0.5952643728576534,
"Akron, OH",2024-11-01,51.0,46.0,0.0,0.0,5.0,5.0,1121.0,418.0,702209.0,1.5963908181182525,0.5952643728576534,
"Akron, OH",2024-12-01,191.0,43.0,0.0,0.0,148.0,148.0,1215.0,506.0,702209.0,1.7302540981388732,0.7205831881961068,
"Akron, OH",2025-01-01,56.0,42.0,0.0,0.0,14.0,14.0,1188.0,495.0,702209.0,1.6918040070691203,0.7049183362788002,
"Akron, OH",2025-02-01,38.0,35.0,0.0,3.0,0.0,3.0,1160.0,482.0,702209.0,1.6519298385523398,0.6864053294674378,
"Akron, OH",2025-03-01,79.0,59.0,0.0,0.0,20.0,20.0,1042.0,363.0,702209.0,1.4838886998030503,0.5169401132711201,
"Akron, OH",2025-04-01,145.0,78.0,0.0,23.0,44.0,67.0,1129.0,430.0,702209.0,1.6077834376944755,0.612353302221988,
"Akron, OH",2025-05-01,83.0,79.0,0.0,4.0,0.0,4.0,1109.0,398.0,702209.0,1.579301888753918,0.566782823917096,
"Akron, OH",2025-06-01,72.0,64.0,0.0,3.0,5.0,8.0,1053.0,339.0,702209.0,1.4995535517203566,0.48276225454245103,
"Akron, OH",2025-07-01,62.0,54.0,0.0,8.0,0.0,8.0,1053.0,342.0,702209.0,1.4995535517203566,0.4870344868835347,
"Akron, OH",2025-08-01,54.0,54.0,0.0,0.0,0.0,0.0,990.0,294.0,702209.0,1.4098366725576004,0.4186787694261965,
"Albany, GA",2019-11-01,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,145451.0,0.0825020109865178,0.0,
"Albany, GA",2019-12-01,79.0,15.0,0.0,0.0,64.0,64.0,91.0,64.0,145451.0,0.6256402499810934,0.44001072526142826,
"Albany, GA",2020-01-01,13.0,13.0,0.0,0.0,0.0,0.0,104.0,64.0,145451.0,0.715017428549821,0.44001072526142826,
"Albany, GA",2020-02-01,63.0,9.0,0.0,0.0,54.0,54.0,167.0,118.0,145451.0,1.1481529862290394,0.8112697747007582,
"Albany, GA",2020-03-01,10.0,10.0,0.0,0.0,0.0,0.0,177.0,118.0,145451.0,1.2169046620511375,0.8112697747007582,
"Albany, GA",2020-04-01,25.0,10.0,0.0,0.0,15.0,15.0,202.0,133.0,145451.0,1.3887838516063828,0.9143972884339057,
"Albany, GA",2020-05-01,26.0,8.0,0.0,0.0,18.0,18.0,228.0,151.0,145451.0,1.5675382087438383,1.0381503049136822,
"Albany, GA",2020-06-01,28.0,11.0,0.0,0.0,17.0,17.0,256.0,168.0,145451.0,1.760042901045713,1.155028153811249,
"Albany, GA",2020-07-01,35.0,18.0,0.0,0.0,17.0,17.0,291.0,185.0,145451.0,2.0006737664230565,1.271906002708816,
"Albany, GA",2020-08-01,28.0,12.0,0.0,0.0,16.0,16.0,319.0,201.0,145451.0,2.1931784587249314,1.381908684024173,
"Albany, GA",2020-09-01,73.0,10.0,0.0,0.0,63.0,63.0,392.0,264.0,145451.0,2.695065692226248,1.8150442417033914,
"Albany, GA",2020-10-01,31.0,18.0,0.0,0.0,13.0,13.0,423.0,277.0,145451.0,2.9081958872747524,1.904421420272119,
"Albany, GA",2020-11-01,27.0,11.0,0.0,0.0,16.0,16.0,438.0,293.0,145451.0,3.0113234010078993,2.014424101587476,
"Albany, GA",2020-12-01,32.0,17.0,0.0,0.0,15.0,15.0,391.0,244.0,145451.0,2.6881905246440385,1.677540890059195,
"Albany, GA",2021-01-01,31.0,12.0,0.0,0.0,19.0,19.0,409.0,263.0,145451.0,2.811943541123815,1.8081690741211818,
"Albany, GA",2021-02-01,32.0,15.0,0.0,0.0,17.0,17.0,378.0,226.0,145451.0,2.5988133460753104,1.5537878735794184,
"Albany, GA",2021-03-01,49.0,29.0,0.0,0.0,20.0,20.0,417.0,246.0,145451.0,2.8669448817814933,1.691291225223615,
"Albany, GA",2021-04-01,31.0,14.0,0.0,0.0,17.0,17.0,423.0,248.0,145451.0,2.9081958872747524,1.7050415603880344,
"Albany, GA",2021-05-01,16.0,5.0,0.0,0.0,11.0,11.0,413.0,241.0,145451.0,2.839444211452654,1.6569153873125657,
"Albany, GA",2021-06-01,29.0,14.0,0.0,0.0,15.0,15.0,414.0,239.0,145451.0,2.846319379034864,1.643165052148146,
"Albany, GA",2021-07-01,21.0,9.0,0.0,0.0,12.0,12.0,400.0,234.0,145451.0,2.7500670328839267,1.608789214237097,
"Albany, GA",2021-08-01,36.0,16.0,0.0,0.0,20.0,20.0,408.0,238.0,145451.0,2.805068373541605,1.6362898845659364,
"Albany, GA",2021-09-01,40.0,26.0,0.0,0.0,14.0,14.0,375.0,189.0,145451.0,2.5781878433286813,1.2994066730376552,
"Albany, GA",2021-10-01,22.0,9.0,0.0,0.0,13.0,13.0,366.0,189.0,145451.0,2.5163113350887927,1.2994066730376552,
"Albany, GA",2021-11-01,29.0,14.0,0.0,0.0,15.0,15.0,368.0,188.0,145451.0,2.5300616702532124,1.2925315054554456,
"Albany, GA",2021-12-01,39.0,23.0,0.0,0.0,16.0,16.0,375.0,189.0,145451.0,2.5781878433286813,1.2994066730376552,
"Albany, GA",2022-01-01,30.0,15.0,0.0,0.0,15.0,15.0,374.0,185.0,145451.0,2.5713126757464715,1.271906002708816,
"Albany, GA",2022-02-01,19.0,19.0,0.0,0.0,0.0,0.0,361.0,168.0,145451.0,2.4819354971777434,1.155028153811249,
"Albany, GA",2022-03-01,30.0,12.0,0.0,0.0,18.0,18.0,342.0,166.0,145451.0,2.351307313115757,1.1412778186468295,
"Albany, GA",2022-04-01,18.0,18.0,0.0,0.0,0.0,0.0,329.0,149.0,145451.0,2.2619301345470295,1.0243999697492627,
"Albany, GA",2022-05-01,17.0,17.0,0.0,0.0,0.0,0.0,330.0,138.0,145451.0,2.2688053021292394,0.9487731263449547,
"Albany, GA",2022-06-01,27.0,27.0,0.0,0.0,0.0,0.0,328.0,123.0,145451.0,2.2550549669648197,0.8456456126118075,
"Albany, GA",2022-07-01,12.0,12.0,0.0,0.0,0.0,0.0,319.0,111.0,145451.0,2.1931784587249314,0.7631436016252896,
"Albany, GA",2022-08-01,15.0,15.0,0.0,0.0,0.0,0.0,298.0,91.0,145451.0,2.0487999394985255,0.6256402499810934,
"Albany, GA",2022-09-01,17.0,17.0,0.0,0.0,0.0,0.0,275.0,77.0,145451.0,1.8906710851076995,0.5293879038301559,
"Albany, GA",2022-10-01,8.0,8.0,0.0,0.0,0.0,0.0,261.0,64.0,145451.0,1.794418738956762,0.44001072526142826,
"Albany, GA",2022-11-01,7.0,7.0,0.0,0.0,0.0,0.0,239.0,49.0,145451.0,1.643165052148146,0.336883211528281,
"Albany, GA",2022-12-01,4.0,4.0,0.0,0.0,0.0,0.0,204.0,33.0,145451.0,1.4025341867708025,0.22688053021292393,
"Albany, GA",2023-01-01,6.0,6.0,0.0,0.0,0.0,0.0,180.0,18.0,145451.0,1.237530164797767,0.12375301647977668,
"Albany, GA",2023-02-01,10.0,10.0,0.0,0.0,0.0,0.0,171.0,18.0,145451.0,1.1756536565578786,0.12375301647977668,
"Albany, GA",2023-03-01,12.0,12.0,0.0,0.0,0.0,0.0,153.0,0.0,145451.0,1.051900640078102,0.0,
"Albany, GA",2023-04-01,11.0,11.0,0.0,0.0,0.0,0.0,146.0,0.0,145451.0,1.0037744670026332,0.0,
"Albany, GA",2023-05-01,32.0,25.0,2.0,0.0,5.0,7.0,161.0,7.0,145451.0,1.1069019807357805,0.048126173075468716,
"Albany, GA",2023-06-01,21.0,16.0,0.0,0.0,5.0,5.0,155.0,12.0,145451.0,1.0656509752425216,0.0825020109865178,
"Albany, GA",2023-07-01,14.0,14.0,0.0,0.0,0.0,0.0,157.0,12.0,145451.0,1.0794013104069413,0.0825020109865178,
"Albany, GA",2023-08-01,18.0,18.0,0.0,0.0,0.0,0.0,160.0,12.0,145451.0,1.1000268131535706,0.0825020109865178,
"Albany, GA",2023-09-01,11.0,11.0,0.0,0.0,0.0,0.0,154.0,12.0,145451.0,1.0587758076603118,0.0825020109865178,
"Albany, GA",2023-10-01,13.0,13.0,0.0,0.0,0.0,0.0,159.0,12.0,145451.0,1.0931516455713608,0.0825020109865178,
"Albany, GA",2023-11-01,14.0,9.0,0.0,0.0,5.0,5.0,166.0,17.0,145451.0,1.1412778186468295,0.11687784889756687,
"Albany, GA",2023-12-01,11.0,7.0,0.0,4.0,0.0,4.0,173.0,21.0,145451.0,1.189403991722298,0.14437851922640613,
"Albany, GA",2024-01-01,16.0,16.0,0.0,0.0,0.0,0.0,183.0,21.0,145451.0,1.2581556675443963,0.14437851922640613,
"Albany, GA",2024-02-01,15.0,15.0,0.0,0.0,0.0,0.0,188.0,21.0,145451.0,1.2925315054554456,0.14437851922640613,
"Albany, GA",2024-03-01,21.0,18.0,0.0,3.0,0.0,3.0,197.0,24.0,145451.0,1.3544080136953338,0.1650040219730356,
"Albany, GA",2024-04-01,27.0,22.0,0.0,0.0,5.0,5.0,213.0,29.0,145451.0,1.464410695010691,0.19937985988408466,
"Albany, GA",2024-05-01,23.0,18.0,0.0,0.0,5.0,5.0,204.0,27.0,145451.0,1.4025341867708025,0.18562952471966504,
"Albany, GA",2024-06-01,12.0,12.0,0.0,0.0,0.0,0.0,195.0,22.0,145451.0,1.3406576785309143,0.15125368680861595,
