name,date_zori,zori,lat,lng,one_year_change,one_year_date,population_zori,date_homebuilding,total,1 unit,2 units,3 and 4 units,5 units or more,multi_total,rt,multi_rt,population_homebuilding,rt_pc,multi_rt_pc,region,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01
"Riverside, CA",2026-01-01,2460.676483619748,33.9381,-117.3949,1.981733800565988,2025-01-01,4744214.0,2026-01-01,1319.0,780.0,28.0,0.0,511.0,539.0,15008.0,5770.0,4744214.0,3.1634323409525793,1.2162183240469338,West,3.7976786038741084,3.7907227625060758,3.5365183779652436,3.516283203076421,3.4064652226902075,3.394450587599969,3.375480111141698,3.2306721408435624,3.302338385241475,3.2076967860218786,3.2041134738019825,3.1754469760428177,3.301916819097958,3.310558925040059,3.3274215707807446,3.300441337595648,3.1984223308645015,3.174814626827542,3.121064943529107,3.1897802249224,3.0481340007006428,3.1037807316449046,3.130128615614726,3.1634323409525793
"Sacramento, CA",2026-01-01,2211.381103059255,38.5677,-121.4685,2.0829749995546543,2025-01-01,2463127.0,2026-01-01,632.0,493.0,102.0,0.0,37.0,139.0,10338.0,2906.0,2463127.0,4.197103925213763,1.17980112271921,West,4.806897898484325,4.802432030504314,4.827197298393465,4.841812866328046,4.58116857149469,4.856428434262626,4.577514679511045,4.524330251749098,4.512962587799979,4.553561387618259,4.613241623351131,4.538945819683678,4.3578751724941505,4.382640440383301,4.607557791376571,4.596596115425636,4.430141036170689,4.189796141246473,4.191826081237386,4.208065601164698,4.359905112485064,4.269775776888483,4.265715896906656,4.197103925213763
"Salt Lake City, UT",2026-01-01,1614.277094542274,40.7776,-111.9311,0.729385882940492,2025-01-01,1300762.0,2026-01-01,379.0,232.0,10.0,16.0,121.0,147.0,6800.0,3893.0,1300762.0,5.227704991381975,2.9928611075661804,West,6.360886926278597,6.3078410962189855,6.210974797849261,6.0064792790687305,5.62900822748512,5.175427941468155,4.718003754722232,4.7602866627407625,4.8963607485458525,4.80564469134246,4.618831115915133,5.002452408665075,4.9509441388970465,4.934799755835425,4.92634317423172,4.750292520845473,4.725691556180147,4.877141244901066,5.103931387909548,5.107006508492714,5.003221188810866,5.0132153307061555,5.661296993608362,5.227704991381975
"San Antonio, TX",2026-01-01,1390.009048677073,29.4632,-98.5238,-0.8793703827505772,2025-01-01,2763006.0,2026-01-01,893.0,653.0,8.0,0.0,232.0,240.0,10104.0,1537.0,2763006.0,3.6568867385738577,0.5562781984548713,Southwest,5.859560203633289,5.583773614679084,5.40751630651544,5.378562333921822,4.925432662831713,5.011208806640304,5.179503772340705,5.07128829977206,4.929413834063335,5.023514244992591,5.277585354501583,5.100966121680518,5.193980758637513,5.199047703841396,5.213524690138204,4.980807135417006,4.857752751894132,4.757861546446153,4.475198389000965,4.397384587655618,4.100244443913621,3.884537348091173,3.650734019397714,3.6568867385738577
"San Diego, CA",2026-01-01,2855.0248777878514,32.8313,-117.1222,1.3504628161983723,2025-01-01,3298799.0,2026-01-01,761.0,186.0,78.0,50.0,447.0,575.0,11863.0,8510.0,3298799.0,3.5961572681451646,2.5797267429752466,West,3.345156828288113,3.5903975962160772,3.6680015969448276,3.780163629248099,3.8365477860275816,3.6295027372082993,3.356676172146287,3.3754708910727813,3.5006679703734602,3.333940625057786,3.5067307829303935,3.4785387045406524,3.489451767143133,3.3378814532197927,3.386990234930955,3.3239369843388458,3.7074098785648957,3.9089983960829384,3.7483338633241976,3.7901672699670397,3.5991886744236314,3.517643845532874,3.5300726112745884,3.5961572681451646
"San Francisco, CA",2026-01-01,3056.938977879937,37.7558,-122.4449,5.796763015747186,2025-01-01,4648486.0,2026-01-01,605.0,213.0,12.0,13.0,367.0,392.0,7514.0,4825.0,4648486.0,1.6164402775441293,1.0379723634749034,West,1.7425028278024286,1.659249914918535,1.6125680490379017,1.4768249275140335,1.4673594800543661,1.6018118587428252,1.616225153738228,1.6527962007414887,1.4871508701973073,1.3739957482931002,1.3483960153908174,1.397229119330466,1.447998337523228,1.4712317085605937,1.4277766997684838,1.5224311743651588,1.5405015740608876,1.3623790627744172,1.3286046252478765,1.3092434827167385,1.3995954811953828,1.5073725079520515,1.607835325308068,1.6164402775441293
"San Jose, CA",2026-01-01,3396.994568896742,37.3012,-121.848,4.885764790296121,2025-01-01,1995484.0,2026-01-01,540.0,133.0,2.0,8.0,397.0,407.0,6404.0,4370.0,1995484.0,3.2092464785485624,2.1899448955742065,West,3.2824116855860535,3.270384528264822,3.203232899887947,3.4217262578903163,2.9792270947800135,2.9015517037470606,2.377368097163395,2.3422888883098034,2.3913997807048313,2.19896526356513,2.149854371170102,2.136323819183717,2.0506303232699437,2.014047719751198,2.172405291147411,1.7589717582300834,1.5459908473332786,1.754962705789673,2.2585999186162358,2.431991436663987,2.592353534280405,2.6564983733269725,3.0463787231568884,3.2092464785485624
"Seattle, WA",2026-01-01,2177.509928071521,47.6211,-122.3244,2.5783589718912037,2025-01-01,4145494.0,2026-01-01,1259.0,538.0,76.0,69.0,576.0,721.0,15647.0,9575.0,4145494.0,3.774459690449437,2.3097367889086318,West,4.074544553676835,4.296472266031503,4.383313544778982,4.210837116155517,4.119171321922067,4.17706550775372,4.010137271939123,4.068513909319372,4.10542145278705,4.143535125126221,4.265112915372692,4.294060008288518,4.223622082193341,3.8810814826893973,3.872156129040351,3.68568860550757,3.752749370762568,3.680381638473002,3.7988234936535914,3.777595625515319,3.782178915226991,3.813055814337206,3.7609510470887186,3.774459690449437
"St. Louis, MO",2026-01-01,1388.4886512144892,38.6359,-90.2451,3.7086863784896673,2025-01-01,2811927.0,2026-01-01,460.0,315.0,24.0,3.0,118.0,145.0,6192.0,1882.0,2811927.0,2.202048630707696,0.6692919126278883,Midwest,2.4826391296786867,2.522113838659396,2.5555428714899073,2.390887103399199,2.402978455699597,2.4872622937935445,2.3905314753903637,2.332564109950223,2.3709719349044267,2.4196929721148526,2.414358551982324,2.3962215235317275,2.3599474666305347,2.416492320035335,2.427161160300392,2.3848414272490004,2.374528214992779,2.287043724819314,2.2781530245984336,2.2906000049076667,2.2383226876088886,2.155105733541447,2.1753765300450545,2.202048630707696
"Tampa, FL",2026-01-01,1973.1756463436911,27.9945,-82.4447,-0.6580368466191255,2025-01-01,3424560.0,2026-01-01,1255.0,1120.0,4.0,0.0,131.0,135.0,22090.0,8365.0,3424560.0,6.4504637092064385,2.442649566659658,Southeast,6.531058004531968,6.534270096012334,6.909792790898685,7.166760109327913,7.198589015815171,7.536442637886327,7.622585091223398,7.436575793678604,7.099306188240241,6.618368491134627,6.316431891980284,6.385929871282734,6.451631742472026,6.209556848179036,5.877835400752213,5.7911089307823485,5.901780082696756,5.710514635456818,5.980330319807509,6.15173920153246,6.551498586679749,6.6353049734856455,6.71823533534235,6.4504637092064385
"Virginia Beach, VA",2026-01-01,1770.1526845935311,36.7335,-76.0435,5.4486440104819955,2025-01-01,1794278.0,2026-01-01,296.0,242.0,2.0,0.0,52.0,54.0,3782.0,538.0,1794278.0,2.1078116100180684,0.29984205346105786,Southeast,3.3868776187413547,3.2715108806996467,3.286001388859474,3.258692354250568,3.003436479742827,2.960522282500259,2.7214288978630963,2.754311204841167,2.7582124954995826,3.020713624087237,2.7621137861579976,2.840696926563219,2.6127500866643856,2.5949156150830586,2.6144220683751347,2.5375109096806625,2.53472427349608,2.59157165166156,2.5681639077110683,2.5854410520554785,2.5503294361297413,2.324611905178573,2.2304236021396906,2.1078116100180684
"Washington, DC",2026-01-01,2319.0168281847587,38.9047,-77.0163,0.7288664976169201,2025-01-01,6436489.0,2026-01-01,2313.0,670.0,8.0,4.0,1631.0,1643.0,17572.0,7786.0,6436489.0,2.730059819880062,1.2096657043925656,Northeast,3.4394527824097887,3.47860456220775,3.5113864095782654,3.620762810283681,3.4977143594900886,3.506880847617389,3.489480056596073,3.4001456384062805,3.3928435207455494,3.333649758431965,3.2918567871396966,3.364411871130363,3.236547129964799,3.119247154776463,2.9469482508243234,2.8394362205854775,2.899717532337894,2.8484473445072305,2.8597889315121954,2.8742378026281097,2.759734383139628,2.7822621929440103,2.7093963805422487,2.730059819880062
