Name,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,date,multi_total
"Corpus Christi, TX",161.0,149.0,0.0,0.0,12.0,2025-09-01,12.0
"Corsicana, TX",37.0,35.0,2.0,0.0,0.0,2025-09-01,2.0
"Cortland, NY",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Corvallis, OR",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Coshocton, OH",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Crawfordsville, IN",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Crescent City, CA",26.0,2.0,0.0,0.0,24.0,2025-09-01,24.0
"Crestview, FL",308.0,269.0,0.0,3.0,36.0,2025-09-01,39.0
"Crossville, TN",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Cullman, AL",16.0,16.0,0.0,0.0,0.0,2025-09-01,0.0
"Cumberland, MD",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Dallas, TX",5330.0,2877.0,98.0,38.0,2317.0,2025-09-01,2453.0
"Dalton, GA",47.0,38.0,6.0,3.0,0.0,2025-09-01,9.0
"Danville, IL",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Danville, KY",26.0,26.0,0.0,0.0,0.0,2025-09-01,0.0
"Danville, VA",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Daphne, AL",274.0,255.0,0.0,0.0,19.0,2025-09-01,19.0
"Davenport, IA",65.0,46.0,4.0,0.0,15.0,2025-09-01,19.0
"Dayton, OH",166.0,138.0,0.0,0.0,28.0,2025-09-01,28.0
"DeRidder, LA",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Decatur, AL",34.0,34.0,0.0,0.0,0.0,2025-09-01,0.0
"Decatur, IL",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Decatur, IN",13.0,13.0,0.0,0.0,0.0,2025-09-01,0.0
"Defiance, OH",8.0,5.0,0.0,3.0,0.0,2025-09-01,3.0
"Del Rio, TX",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Deltona, FL",264.0,245.0,16.0,3.0,0.0,2025-09-01,19.0
"Deming, NM",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Denver, CO",1377.0,522.0,0.0,12.0,843.0,2025-09-01,855.0
"Des Moines, IA",327.0,285.0,8.0,0.0,34.0,2025-09-01,42.0
"Detroit Lakes, MN",19.0,19.0,0.0,0.0,0.0,2025-09-01,0.0
"Detroit, MI",1037.0,495.0,44.0,38.0,460.0,2025-09-01,542.0
"Dickinson, ND",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Dixon, IL",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Dodge City, KS",2.0,0.0,2.0,0.0,0.0,2025-09-01,2.0
"Dothan, AL",35.0,32.0,0.0,3.0,0.0,2025-09-01,3.0
"Douglas, GA",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Dover, DE",90.0,90.0,0.0,0.0,0.0,2025-09-01,0.0
"DuBois, PA",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Dublin, GA",8.0,3.0,0.0,0.0,5.0,2025-09-01,5.0
"Dubuque, IA",27.0,13.0,0.0,0.0,14.0,2025-09-01,14.0
"Duluth, MN",72.0,58.0,0.0,0.0,14.0,2025-09-01,14.0
"Dumas, TX",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Duncan, OK",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Durango, CO",20.0,10.0,2.0,8.0,0.0,2025-09-01,10.0
"Durant, OK",16.0,14.0,2.0,0.0,0.0,2025-09-01,2.0
"Durham, NC",536.0,312.0,2.0,0.0,222.0,2025-09-01,224.0
"Dyersburg, TN",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Eagle Pass, TX",11.0,3.0,8.0,0.0,0.0,2025-09-01,8.0
"East Stroudsburg, PA",14.0,14.0,0.0,0.0,0.0,2025-09-01,0.0
"Easton, MD",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Eau Claire, WI",55.0,31.0,14.0,4.0,6.0,2025-09-01,24.0
"Edwards, CO",31.0,27.0,4.0,0.0,0.0,2025-09-01,4.0
"Effingham, IL",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"El Campo, TX",17.0,12.0,0.0,0.0,5.0,2025-09-01,5.0
"El Centro, CA",8.0,5.0,0.0,3.0,0.0,2025-09-01,3.0
"El Dorado, AR",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"El Paso, TX",158.0,133.0,6.0,3.0,16.0,2025-09-01,25.0
"Elizabeth City, NC",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Elizabethtown, KY",41.0,29.0,12.0,0.0,0.0,2025-09-01,12.0
"Elk City, OK",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Elkhart, IN",46.0,31.0,0.0,0.0,15.0,2025-09-01,15.0
"Elkins, WV",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Elko, NV",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Ellensburg, WA",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Elmira, NY",7.0,2.0,0.0,0.0,5.0,2025-09-01,5.0
"Emporia, KS",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Enid, OK",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Enterprise, AL",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Erie, PA",9.0,9.0,0.0,0.0,0.0,2025-09-01,0.0
"Escanaba, MI",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Eufaula, AL",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Eugene, OR",79.0,57.0,2.0,4.0,16.0,2025-09-01,22.0
"Eureka, CA",14.0,14.0,0.0,0.0,0.0,2025-09-01,0.0
"Evanston, WY",9.0,9.0,0.0,0.0,0.0,2025-09-01,0.0
"Evansville, IN",113.0,59.0,6.0,0.0,48.0,2025-09-01,54.0
"Fairbanks, AK",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Fairmont, MN",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Fairmont, WV",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Fallon, NV",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Fargo, ND",117.0,78.0,0.0,4.0,35.0,2025-09-01,39.0
"Faribault, MN",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Farmington, MO",29.0,11.0,8.0,10.0,0.0,2025-09-01,18.0
"Farmington, NM",9.0,9.0,0.0,0.0,0.0,2025-09-01,0.0
"Fayetteville, NC",109.0,109.0,0.0,0.0,0.0,2025-09-01,0.0
"Fayetteville, TN",10.0,10.0,0.0,0.0,0.0,2025-09-01,0.0
"Fayetteville, AR",1084.0,490.0,18.0,0.0,576.0,2025-09-01,594.0
"Fergus Falls, MN",9.0,7.0,2.0,0.0,0.0,2025-09-01,2.0
"Findlay, OH",235.0,5.0,0.0,0.0,230.0,2025-09-01,230.0
"Fitzgerald, GA",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Flagstaff, AZ",24.0,24.0,0.0,0.0,0.0,2025-09-01,0.0
"Flint, MI",57.0,36.0,14.0,0.0,7.0,2025-09-01,21.0
"Florence, SC",68.0,61.0,2.0,0.0,5.0,2025-09-01,7.0
"Florence, AL",14.0,14.0,0.0,0.0,0.0,2025-09-01,0.0
"Fond du Lac, WI",21.0,15.0,6.0,0.0,0.0,2025-09-01,6.0
"Forest City, NC",9.0,9.0,0.0,0.0,0.0,2025-09-01,0.0
"Forrest City, AR",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Fort Collins, CO",92.0,74.0,0.0,0.0,18.0,2025-09-01,18.0
"Fort Dodge, IA",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Fort Leonard Wood, MO",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Fort Madison, IA",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Fort Morgan, CO",5.0,3.0,2.0,0.0,0.0,2025-09-01,2.0
"Fort Payne, AL",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Fort Smith, AR",38.0,16.0,22.0,0.0,0.0,2025-09-01,22.0
"Fort Wayne, IN",96.0,94.0,2.0,0.0,0.0,2025-09-01,2.0
"Frankfort, IN",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Frankfort, KY",27.0,27.0,0.0,0.0,0.0,2025-09-01,0.0
"Franklin, KY",17.0,12.0,0.0,0.0,5.0,2025-09-01,5.0
"Fredericksburg, TX",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Freeport, IL",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Fremont, NE",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Fremont, OH",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Fresno, CA",348.0,340.0,8.0,0.0,0.0,2025-09-01,8.0
"Gadsden, AL",10.0,10.0,0.0,0.0,0.0,2025-09-01,0.0
"Gaffney, SC",17.0,15.0,2.0,0.0,0.0,2025-09-01,2.0
"Gainesville, FL",138.0,54.0,0.0,0.0,84.0,2025-09-01,84.0
"Gainesville, GA",132.0,118.0,0.0,3.0,11.0,2025-09-01,14.0
"Gainesville, TX",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Galesburg, IL",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Gallipolis, OH",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Gallup, NM",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Garden City, KS",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Gardnerville Ranchos, NV",13.0,13.0,0.0,0.0,0.0,2025-09-01,0.0
"Gettysburg, PA",46.0,46.0,0.0,0.0,0.0,2025-09-01,0.0
"Gillette, WY",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Glasgow, KY",16.0,16.0,0.0,0.0,0.0,2025-09-01,0.0
"Glens Falls, NY",38.0,25.0,2.0,6.0,5.0,2025-09-01,13.0
"Gloversville, NY",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Goldsboro, NC",65.0,63.0,2.0,0.0,0.0,2025-09-01,2.0
"Granbury, TX",26.0,26.0,0.0,0.0,0.0,2025-09-01,0.0
"Grand Forks, ND",20.0,20.0,0.0,0.0,0.0,2025-09-01,0.0
"Grand Island, NE",28.0,8.0,20.0,0.0,0.0,2025-09-01,20.0
"Grand Junction, CO",67.0,64.0,0.0,3.0,0.0,2025-09-01,3.0
"Grand Rapids, MN",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Grand Rapids, MI",534.0,303.0,2.0,26.0,203.0,2025-09-01,231.0
"Grants Pass, OR",9.0,9.0,0.0,0.0,0.0,2025-09-01,0.0
"Great Bend, KS",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Great Falls, MT",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Greeley, CO",217.0,212.0,0.0,0.0,5.0,2025-09-01,5.0
"Green Bay, WI",88.0,58.0,24.0,0.0,6.0,2025-09-01,30.0
"Greencastle, IN",6.0,4.0,2.0,0.0,0.0,2025-09-01,2.0
"Greeneville, TN",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Greenfield, MA",10.0,6.0,4.0,0.0,0.0,2025-09-01,4.0
"Greensboro, NC",663.0,233.0,2.0,0.0,428.0,2025-09-01,430.0
"Greensburg, IN",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Greenville, MS",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Greenville, NC",79.0,38.0,20.0,21.0,0.0,2025-09-01,41.0
"Greenville, OH",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Greenville, SC",593.0,591.0,2.0,0.0,0.0,2025-09-01,2.0
"Greenwood, MS",6.0,1.0,0.0,0.0,5.0,2025-09-01,5.0
"Greenwood, SC",51.0,51.0,0.0,0.0,0.0,2025-09-01,0.0
"Grenada, MS",12.0,2.0,0.0,0.0,10.0,2025-09-01,10.0
"Gulfport, MS",227.0,225.0,2.0,0.0,0.0,2025-09-01,2.0
"Guymon, OK",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Hagerstown, MD",191.0,161.0,0.0,0.0,30.0,2025-09-01,30.0
"Hailey, ID",9.0,9.0,0.0,0.0,0.0,2025-09-01,0.0
"Hammond, LA",127.0,64.0,0.0,0.0,63.0,2025-09-01,63.0
"Hanford, CA",35.0,27.0,0.0,0.0,8.0,2025-09-01,8.0
"Hannibal, MO",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Harrisburg, PA",79.0,69.0,4.0,0.0,6.0,2025-09-01,10.0
"Harrison, AR",13.0,1.0,0.0,0.0,12.0,2025-09-01,12.0
"Harrisonburg, VA",63.0,52.0,6.0,0.0,5.0,2025-09-01,11.0
"Hartford, CT",138.0,50.0,6.0,3.0,79.0,2025-09-01,88.0
"Hastings, NE",13.0,7.0,0.0,6.0,0.0,2025-09-01,6.0
"Hattiesburg, MS",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Hays, KS",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Heber, UT",423.0,148.0,0.0,0.0,275.0,2025-09-01,275.0
"Helena, MT",17.0,13.0,0.0,4.0,0.0,2025-09-01,4.0
"Hemlock Farms, PA",16.0,16.0,0.0,0.0,0.0,2025-09-01,0.0
"Henderson, KY",8.0,6.0,2.0,0.0,0.0,2025-09-01,2.0
"Henderson, NC",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Hereford, TX",4.0,2.0,2.0,0.0,0.0,2025-09-01,2.0
"Hermiston, OR",29.0,17.0,12.0,0.0,0.0,2025-09-01,12.0
"Hermitage, PA",10.0,5.0,0.0,0.0,5.0,2025-09-01,5.0
"Hickory, NC",231.0,189.0,34.0,3.0,5.0,2025-09-01,42.0
"Hillsdale, MI",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Hilo, HI",90.0,90.0,0.0,0.0,0.0,2025-09-01,0.0
"Hilton Head Island, SC",173.0,173.0,0.0,0.0,0.0,2025-09-01,0.0
"Hinesville, GA",95.0,95.0,0.0,0.0,0.0,2025-09-01,0.0
"Hobbs, NM",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Holland, MI",33.0,33.0,0.0,0.0,0.0,2025-09-01,0.0
"Homosassa Springs, FL",138.0,134.0,4.0,0.0,0.0,2025-09-01,4.0
"Hood River, OR",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Hot Springs, AR",9.0,7.0,2.0,0.0,0.0,2025-09-01,2.0
"Houghton, MI",11.0,9.0,2.0,0.0,0.0,2025-09-01,2.0
"Houma, LA",66.0,60.0,6.0,0.0,0.0,2025-09-01,6.0
"Houston, TX",5120.0,3393.0,156.0,3.0,1568.0,2025-09-01,1727.0
"Hudson, NY",14.0,14.0,0.0,0.0,0.0,2025-09-01,0.0
"Huntingdon, PA",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Huntington, IN",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Huntington, WV",39.0,17.0,0.0,3.0,19.0,2025-09-01,22.0
"Huntsville, AL",507.0,255.0,0.0,48.0,204.0,2025-09-01,252.0
"Huntsville, TX",68.0,32.0,0.0,0.0,36.0,2025-09-01,36.0
"Huron, SD",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Hutchinson, KS",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Hutchinson, MN",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Idaho Falls, ID",39.0,39.0,0.0,0.0,0.0,2025-09-01,0.0
"Indiana, PA",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Indianapolis, IN",1046.0,735.0,10.0,12.0,289.0,2025-09-01,311.0
"Iowa City, IA",116.0,65.0,0.0,16.0,35.0,2025-09-01,51.0
"Iron Mountain, MI",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Ithaca, NY",24.0,10.0,4.0,0.0,10.0,2025-09-01,14.0
"Jackson, MI",29.0,18.0,0.0,0.0,11.0,2025-09-01,11.0
"Jackson, MS",200.0,153.0,44.0,3.0,0.0,2025-09-01,47.0
"Jackson, TN",31.0,31.0,0.0,0.0,0.0,2025-09-01,0.0
"Jackson, WY",112.0,22.0,0.0,0.0,90.0,2025-09-01,90.0
"Jacksonville, FL",1140.0,834.0,8.0,8.0,290.0,2025-09-01,306.0
"Jacksonville, IL",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Jacksonville, NC",99.0,99.0,0.0,0.0,0.0,2025-09-01,0.0
"Jacksonville, TX",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Jamestown, ND",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Jamestown, NY",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Janesville, WI",30.0,28.0,2.0,0.0,0.0,2025-09-01,2.0
"Jasper, IN",106.0,10.0,0.0,0.0,96.0,2025-09-01,96.0
"Jefferson City, MO",22.0,22.0,0.0,0.0,0.0,2025-09-01,0.0
"Jefferson, GA",134.0,134.0,0.0,0.0,0.0,2025-09-01,0.0
"Jesup, GA",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Johnson City, TN",57.0,53.0,4.0,0.0,0.0,2025-09-01,4.0
"Johnstown, PA",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Jonesboro, AR",89.0,54.0,6.0,12.0,17.0,2025-09-01,35.0
"Joplin, MO",65.0,62.0,0.0,3.0,0.0,2025-09-01,3.0
"Juneau, AK",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Kahului, HI",11.0,9.0,2.0,0.0,0.0,2025-09-01,2.0
"Kalamazoo, MI",22.0,22.0,0.0,0.0,0.0,2025-09-01,0.0
"Kalispell, MT",76.0,12.0,0.0,0.0,64.0,2025-09-01,64.0
"Kankakee, IL",13.0,8.0,2.0,3.0,0.0,2025-09-01,5.0
"Kansas City, MO",511.0,453.0,22.0,7.0,29.0,2025-09-01,58.0
"Kapaa, HI",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Kearney, NE",14.0,11.0,0.0,3.0,0.0,2025-09-01,3.0
"Keene, NH",20.0,15.0,0.0,0.0,5.0,2025-09-01,5.0
"Kendallville, IN",14.0,14.0,0.0,0.0,0.0,2025-09-01,0.0
"Kennett, MO",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Kennewick, WA",164.0,92.0,0.0,8.0,64.0,2025-09-01,72.0
"Kenosha, WI",45.0,17.0,20.0,0.0,8.0,2025-09-01,28.0
"Kerrville, TX",42.0,7.0,0.0,0.0,35.0,2025-09-01,35.0
"Ketchikan, AK",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Key West, FL",26.0,21.0,0.0,0.0,5.0,2025-09-01,5.0
"Kill Devil Hills, NC",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Killeen, TX",343.0,169.0,72.0,0.0,102.0,2025-09-01,174.0
"Kingsland, GA",22.0,22.0,0.0,0.0,0.0,2025-09-01,0.0
"Kingsport, TN",59.0,57.0,2.0,0.0,0.0,2025-09-01,2.0
"Kingston, NY",33.0,18.0,2.0,0.0,13.0,2025-09-01,15.0
"Kingsville, TX",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Kinston, NC",22.0,22.0,0.0,0.0,0.0,2025-09-01,0.0
"Kirksville, MO",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"Kiryas Joel, NY",249.0,63.0,2.0,3.0,181.0,2025-09-01,186.0
"Klamath Falls, OR",10.0,10.0,0.0,0.0,0.0,2025-09-01,0.0
"Knoxville, TN",609.0,442.0,2.0,11.0,154.0,2025-09-01,167.0
"Kokomo, IN",15.0,15.0,0.0,0.0,0.0,2025-09-01,0.0
"La Crosse, WI",89.0,33.0,0.0,0.0,56.0,2025-09-01,56.0
"La Grande, OR",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"LaGrange, GA",23.0,23.0,0.0,0.0,0.0,2025-09-01,0.0
"Laconia, NH",30.0,22.0,8.0,0.0,0.0,2025-09-01,8.0
"Lafayette, LA",159.0,159.0,0.0,0.0,0.0,2025-09-01,0.0
"Lafayette, IN",205.0,121.0,0.0,0.0,84.0,2025-09-01,84.0
"Lake Charles, LA",55.0,55.0,0.0,0.0,0.0,2025-09-01,0.0
"Lake City, FL",12.0,12.0,0.0,0.0,0.0,2025-09-01,0.0
"Lake Havasu City, AZ",128.0,120.0,8.0,0.0,0.0,2025-09-01,8.0
"Lake of the Woods, VA",30.0,30.0,0.0,0.0,0.0,2025-09-01,0.0
"Lakeland, FL",598.0,564.0,16.0,0.0,18.0,2025-09-01,34.0
"Lancaster, PA",90.0,62.0,10.0,4.0,14.0,2025-09-01,28.0
"Lansing, MI",71.0,50.0,0.0,0.0,21.0,2025-09-01,21.0
"Laramie, WY",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Laredo, TX",107.0,75.0,0.0,4.0,28.0,2025-09-01,32.0
"Las Cruces, NM",61.0,52.0,6.0,3.0,0.0,2025-09-01,9.0
"Las Vegas, NM",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Las Vegas, NV",894.0,550.0,8.0,0.0,336.0,2025-09-01,344.0
"Laurel, MS",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Laurinburg, NC",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Lawrence, KS",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"Lawrenceburg, TN",5.0,2.0,0.0,3.0,0.0,2025-09-01,3.0
"Lawton, OK",11.0,5.0,6.0,0.0,0.0,2025-09-01,6.0
"Le Mars, IA",7.0,2.0,0.0,0.0,5.0,2025-09-01,5.0
"Lebanon, MO",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Lebanon, PA",28.0,28.0,0.0,0.0,0.0,2025-09-01,0.0
"Lebanon, NH",63.0,43.0,0.0,0.0,20.0,2025-09-01,20.0
"Lewisburg, PA",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Lewisburg, TN",32.0,25.0,0.0,0.0,7.0,2025-09-01,7.0
"Lewiston, ID",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Lewiston, ME",32.0,20.0,0.0,0.0,12.0,2025-09-01,12.0
"Lewistown, PA",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Lexington Park, MD",28.0,28.0,0.0,0.0,0.0,2025-09-01,0.0
"Lexington, NE",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Lexington, KY",191.0,109.0,8.0,12.0,62.0,2025-09-01,82.0
"Liberal, KS",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Lima, OH",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Lincoln, IL",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Lincoln, NE",173.0,71.0,0.0,4.0,98.0,2025-09-01,102.0
"Little Rock, AR",184.0,178.0,6.0,0.0,0.0,2025-09-01,6.0
"Lock Haven, PA",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Logan, UT",151.0,103.0,0.0,0.0,48.0,2025-09-01,48.0
"Logansport, IN",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Longview, TX",13.0,13.0,0.0,0.0,0.0,2025-09-01,0.0
"Longview, WA",18.0,18.0,0.0,0.0,0.0,2025-09-01,0.0
"Los Alamos, NM",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Los Angeles, CA",2142.0,1085.0,66.0,39.0,952.0,2025-09-01,1057.0
"Louisville, KY",644.0,329.0,8.0,0.0,307.0,2025-09-01,315.0
"Lubbock, TX",283.0,224.0,0.0,0.0,59.0,2025-09-01,59.0
"Ludington, MI",5.0,5.0,0.0,0.0,0.0,2025-09-01,0.0
"Lufkin, TX",9.0,7.0,2.0,0.0,0.0,2025-09-01,2.0
"Lumberton, NC",15.0,15.0,0.0,0.0,0.0,2025-09-01,0.0
"Lynchburg, VA",67.0,65.0,2.0,0.0,0.0,2025-09-01,2.0
"Macomb, IL",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Macon, GA",41.0,41.0,0.0,0.0,0.0,2025-09-01,0.0
"Madison, IN",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Madison, WI",422.0,154.0,14.0,0.0,254.0,2025-09-01,268.0
"Madisonville, KY",12.0,9.0,0.0,3.0,0.0,2025-09-01,3.0
"Magnolia, AR",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Malvern, AR",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Manchester, NH",73.0,45.0,2.0,3.0,23.0,2025-09-01,28.0
"Manhattan, KS",33.0,31.0,2.0,0.0,0.0,2025-09-01,2.0
"Manitowoc, WI",8.0,8.0,0.0,0.0,0.0,2025-09-01,0.0
"Mankato, MN",25.0,14.0,8.0,3.0,0.0,2025-09-01,11.0
"Mansfield, OH",11.0,11.0,0.0,0.0,0.0,2025-09-01,0.0
"Marietta, OH",1.0,1.0,0.0,0.0,0.0,2025-09-01,0.0
"Marinette, WI",13.0,13.0,0.0,0.0,0.0,2025-09-01,0.0
"Marion, IN",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Marion, NC",12.0,12.0,0.0,0.0,0.0,2025-09-01,0.0
"Marion, OH",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
"Marion, IL",10.0,4.0,2.0,4.0,0.0,2025-09-01,6.0
"Marquette, MI",12.0,12.0,0.0,0.0,0.0,2025-09-01,0.0
"Marshall, MN",4.0,2.0,2.0,0.0,0.0,2025-09-01,2.0
"Marshall, MO",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"Marshalltown, IA",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Martin, TN",6.0,6.0,0.0,0.0,0.0,2025-09-01,0.0
"Martinsville, VA",9.0,4.0,0.0,0.0,5.0,2025-09-01,5.0
"Maryville, MO",4.0,4.0,0.0,0.0,0.0,2025-09-01,0.0
"Mason City, IA",4.0,2.0,2.0,0.0,0.0,2025-09-01,2.0
"Massena, NY",19.0,17.0,2.0,0.0,0.0,2025-09-01,2.0
"Mayfield, KY",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"McAlester, OK",2.0,2.0,0.0,0.0,0.0,2025-09-01,0.0
"McAllen, TX",537.0,386.0,36.0,110.0,5.0,2025-09-01,151.0
"McComb, MS",0.0,0.0,0.0,0.0,0.0,2025-09-01,0.0
"McMinnville, TN",17.0,17.0,0.0,0.0,0.0,2025-09-01,0.0
"McPherson, KS",12.0,10.0,2.0,0.0,0.0,2025-09-01,2.0
"Meadville, PA",14.0,14.0,0.0,0.0,0.0,2025-09-01,0.0
"Medford, OR",142.0,39.0,4.0,0.0,99.0,2025-09-01,103.0
"Memphis, TN",301.0,301.0,0.0,0.0,0.0,2025-09-01,0.0
"Menomonie, WI",7.0,7.0,0.0,0.0,0.0,2025-09-01,0.0
"Merced, CA",94.0,94.0,0.0,0.0,0.0,2025-09-01,0.0
"Meridian, MS",6.0,1.0,2.0,3.0,0.0,2025-09-01,5.0
"Mexico, MO",3.0,3.0,0.0,0.0,0.0,2025-09-01,0.0
