name,lat,lng,population
"Jamul, CA",32.7184,-116.8709,6617
"Green Hill, TN",36.2349,-86.5733,6617
"Oakdale, LA",30.8158,-92.6542,6614
"Buena Vista, VA",37.7319,-79.3568,6612
"Selma, NC",35.5406,-78.2932,6611
"Lynchburg, TN",35.2846,-86.3587,6611
"Black Jack, MO",38.7993,-90.264,6606
"Dunlap, IN",41.6346,-85.9235,6602
"Lake Shore, WA",45.6911,-122.6911,6601
"Litchfield, MN",45.1221,-94.5253,6599
"Orchard Mesa, CO",39.0363,-108.5166,6597
"Strathmore, NJ",40.4018,-74.2194,6593
"Belle Haven, VA",38.7775,-77.0574,6590
"Solvay, NY",43.0571,-76.2123,6590
"Hapeville, GA",33.6609,-84.4093,6590
"Northgate, OH",39.2533,-84.5941,6585
"Milton, PA",41.0088,-76.8507,6582
"West View, PA",40.5182,-80.0333,6582
"Upper Sandusky, OH",40.8298,-83.2721,6580
"Geneseo, IL",41.4509,-90.154,6577
"Pelican Bay, FL",26.2327,-81.8108,6575
"Iowa Park, TX",33.9622,-98.6819,6574
"Keene, TX",32.3955,-97.3226,6574
"Wailea, HI",20.6873,-156.4291,6571
"St. Gabriel, LA",30.2536,-91.1013,6569
"Carthage, TX",32.1526,-94.3368,6568
"Treasure Island, FL",27.774,-82.7663,6568
"Olivarez, TX",26.2285,-97.9931,6566
"Howland Center, OH",41.2482,-80.7443,6564
"Amory, MS",33.9814,-88.4823,6564
"Galliano, LA",29.447,-90.3096,6563
"St. John, MO",38.7148,-90.3462,6562
"Pratt, KS",37.6765,-98.7451,6559
"Franklin, LA",29.7851,-91.5098,6557
"Kula, HI",20.7706,-156.3284,6557
"Valley City, ND",46.9222,-98.0055,6554
"Carbondale, CO",39.3949,-107.2148,6553
"South Lebanon, OH",39.3672,-84.2205,6552
"Calipatria, CA",33.1493,-115.5055,6549
"West Point, NY",41.3645,-74.0123,6549
"Ramblewood, NJ",39.9322,-74.9527,6542
"Marvin, NC",34.9889,-80.8033,6542
"Larchmont, NY",40.9258,-73.7531,6542
"Irvington, NY",41.0349,-73.866,6541
"Garrett, IN",41.3527,-85.1237,6540
"Hillsboro, OH",39.2123,-83.6113,6539
"Bronxville, NY",40.9395,-73.8265,6539
"Pecan Plantation, TX",32.3628,-97.6553,6539
"Highland Heights, KY",39.0354,-84.4567,6531
"Kathleen, FL",28.1224,-82.0387,6527
"Milford, OH",39.1699,-84.2811,6525
"Swarthmore, PA",39.9023,-75.3488,6524
"Desert Palms, CA",33.7789,-116.293,6522
"Gulf Breeze, FL",30.3684,-87.1737,6519
"Morrow, GA",33.5815,-84.3391,6519
"Schuyler, NE",41.4497,-97.062,6517
"North Sea, NY",40.933,-72.4047,6517
"Gulf Park Estates, MS",30.3802,-88.7581,6517
"San Antonio, PR",18.4471,-66.2995,6514
"Woodland, WA",45.9145,-122.7505,6513
"Union Gap, WA",46.5566,-120.4979,6511
"Byron, MN",44.0378,-92.6409,6510
"West Hattiesburg, MS",31.3114,-89.374,6509
"Brier, WA",47.7924,-122.2734,6507
"Huntingburg, IN",38.301,-86.9622,6504
"Moraine, OH",39.6983,-84.2458,6503
"Gananda, NY",43.1274,-77.3361,6501
"Red Lion, PA",39.8986,-76.6078,6494
"Catasauqua, PA",40.6531,-75.4643,6491
"Salem, IN",38.6047,-86.0976,6484
"Hazardville, CT",41.9921,-72.5344,6482
"Ocean City, FL",30.4398,-86.6071,6480
"Latimer, MS",30.4974,-88.8607,6474
"Taos, NM",36.3871,-105.5803,6468
"East Flat Rock, NC",35.2802,-82.4171,6468
"Milford, MI",42.587,-83.6012,6467
"Powell, WY",44.7958,-108.7681,6466
"Brookhaven, WV",39.6062,-79.8812,6465
"Sheridan, OR",45.096,-123.3983,6462
"Sweetwater, TN",35.6029,-84.4716,6462
"Munford, TN",35.4434,-89.8147,6459
"Fairview, NY",41.7321,-73.9137,6454
"De Soto, MO",38.141,-90.5609,6452
"Blue Bell, PA",40.1474,-75.2687,6450
"Abilene, KS",38.923,-97.2252,6449
"Ralston, NE",41.2005,-96.0355,6445
"West Loch Estate, HI",21.3617,-158.0246,6441
"Thurmont, MD",39.621,-77.4076,6439
"Colusa, CA",39.2059,-122.0125,6439
"Leitchfield, KY",37.4863,-86.2856,6434
"Clemson University, SC",34.675,-82.8344,6434
"Mount Vernon, IN",37.9364,-87.8958,6431
"Eatonton, GA",33.3258,-83.3886,6430
"Watchung, NJ",40.6431,-74.4391,6429
"Chesapeake Beach, MD",38.6881,-76.5448,6428
"Elm Grove, WI",43.048,-88.0867,6428
"Huron, CA",36.2041,-120.0961,6425
"Canutillo, TX",31.9185,-106.6006,6422
"Dacono, CO",40.0623,-104.9476,6419
"Willard, MO",37.2931,-93.4171,6418
"River Park, FL",27.3214,-80.3308,6415
"East Falmouth, MA",41.5708,-70.5556,6415
"Wheelersburg, OH",38.7383,-82.842,6414
"Cynthiana, KY",38.386,-84.2992,6412
"Zimmerman, MN",45.4416,-93.598,6410
"Ramtown, NJ",40.1145,-74.1492,6410
"Gun Barrel City, TX",32.3277,-96.1286,6408
"Dillon, SC",34.4233,-79.3689,6406
"Fruitland, ID",44.0197,-116.922,6405
"Johnson Lane, NV",39.0489,-119.7245,6405
"Braddock, VA",38.8308,-77.3565,6404
"Sanibel, FL",26.4534,-82.1023,6402
"Prospect Park, PA",39.8859,-75.3075,6402
"Douglas, WY",42.7542,-105.3969,6400
"Volo, IL",42.3299,-88.1598,6398
"High Springs, FL",29.807,-82.5955,6396
"Stratmoor, CO",38.7731,-104.7786,6396
"Sidney, NE",41.1341,-102.9681,6396
"Camino Tassajara, CA",37.7909,-121.8851,6395
"Pimmit Hills, VA",38.9105,-77.1991,6395
"Lake Mills, WI",43.0775,-88.9055,6391
"Lindale, TX",32.4933,-95.4069,6389
"Ranchettes, WY",41.2186,-104.7729,6389
"Flanders, NY",40.8937,-72.6051,6388
"Walker, LA",30.4851,-90.8654,6385
"Harrah, OK",35.4786,-97.1873,6377
"Johnsburg, IL",42.383,-88.2476,6374
"Nolanville, TX",31.0754,-97.609,6372
"Ward, AR",35.0117,-91.9577,6367
"Chickasaw, AL",30.7715,-88.0793,6367
"Cherry Hills Village, CO",39.6375,-104.948,6366
"Avra Valley, AZ",32.4195,-111.3393,6364
"Lebanon, KY",37.5691,-85.2594,6364
"Fountainhead-Orchard Hills, MD",39.6878,-77.7173,6364
"Salida del Sol Estates, TX",26.3257,-98.4469,6356
"Sullivan, MO",38.2129,-91.1637,6355
"Penitas, TX",26.2577,-98.4407,6355
"Walkersville, MD",39.4832,-77.3559,6352
"Twin Lakes, WI",42.519,-88.2484,6351
"Henderson, TN",35.4446,-88.6531,6349
"Snowflake, AZ",34.5225,-110.0913,6349
"Pigeon Forge, TN",35.7977,-83.5623,6345
"East End, AR",34.5554,-92.3261,6344
"Carlstadt, NJ",40.8247,-74.0613,6343
"El Rio, CA",34.2453,-119.1568,6343
"Portland, IN",40.4376,-84.9833,6341
"New Haven, MI",42.7306,-82.7953,6341
"Village of Oak Creek, AZ",34.7813,-111.7606,6340
"Rochester Institute of Technology, NY",43.0827,-77.6715,6339
"Tea, SD",43.4564,-96.8257,6339
"Marion, SC",34.1787,-79.3956,6338
"De Soto, KS",38.9688,-94.9549,6333
"Forest Hills, PA",40.4251,-79.8544,6332
"Monticello, IL",40.0342,-88.5728,6332
"Lucas Valley-Marinwood, CA",38.0405,-122.5765,6331
"Shrewsbury, MO",38.5866,-90.3282,6328
"Simsbury Center, CT",41.8808,-72.8111,6326
"West Yarmouth, MA",41.6496,-70.2487,6323
"Clyde, OH",41.3044,-82.9781,6322
"Huntington Woods, MI",42.4816,-83.1685,6322
"Dripping Springs, TX",30.196,-98.0938,6322
"Highland, NY",41.7208,-73.9625,6321
"Glenarden, MD",38.9294,-76.8577,6320
"Tecumseh, OK",35.2639,-96.9337,6320
"Crockett, TX",31.3177,-95.4564,6318
"Hilmar-Irwin, CA",37.4045,-120.8504,6317
"Lyman, SC",34.9667,-82.1232,6317
"Rossford, OH",41.5812,-83.5682,6315
"Waupaca, WI",44.3506,-89.0719,6314
"Bethel, AK",60.7928,-161.7917,6313
"Orange City, IA",43.0023,-96.0566,6312
"Hampstead, MD",39.6105,-76.8549,6311
"Leisure Village, NJ",40.0445,-74.1852,6307
"Covedale, OH",39.1267,-84.637,6306
"Ville Platte, LA",30.6901,-92.2746,6299
"Champion Heights, OH",41.3031,-80.8514,6299
"Cold Spring, KY",39.013,-84.435,6298
"Gladewater, TX",32.5426,-94.9465,6297
"Warrenton, OR",46.1685,-123.9302,6297
"Countryside, IL",41.7741,-87.8752,6294
"Obetz, OH",39.8671,-82.9451,6293
"Prospect Park, NJ",40.938,-74.1736,6286
"DeFuniak Springs, FL",30.7123,-86.1208,6284
"Manistee, MI",44.2439,-86.3242,6275
"Crestwood, KY",38.3355,-85.4839,6275
"Talent, OR",42.2404,-122.7807,6271
"Steelton, PA",40.2258,-76.8253,6267
"Yardville, NJ",40.1849,-74.6604,6266
"East Rochester, NY",43.1122,-77.4869,6263
"Vero Lake Estates, FL",27.7471,-80.5283,6262
"Taylor, PA",41.3958,-75.7147,6261
"Adel, IA",41.6101,-94.0124,6259
"Pembroke Park, FL",25.9852,-80.1777,6254
"Briar, TX",32.9882,-97.5526,6253
"Kingston Estates, NJ",39.9188,-74.9898,6250
"Rochester, IN",41.0591,-86.1959,6244
"Salton City, CA",33.2994,-115.9609,6244
"Silver Lake, NC",34.1409,-77.9089,6242
"Princeton, KY",37.1068,-87.8853,6242
"Crystal City, TX",28.6908,-99.8258,6241
"Willows, CA",39.5149,-122.1995,6239
"Sidney, MT",47.7152,-104.1679,6235
"Loudon, TN",35.7414,-84.3701,6235
"Brookville, OH",39.8393,-84.4176,6234
"Fairfield Plantation, GA",33.6457,-84.9254,6231
"Jackson, OH",39.0448,-82.6458,6222
"Penn Wynne, PA",39.9867,-75.2715,6220
"Centerport, NY",40.8951,-73.3704,6219
"South Williamsport, PA",41.2294,-77.0009,6216
"Morris Plains, NJ",40.8356,-74.4786,6214
"Paulsboro, NJ",39.84,-75.2397,6213
"Prosser, WA",46.2068,-119.7663,6213
"Roseland, NJ",40.8208,-74.3086,6211
"White Oak, TX",32.5312,-94.8564,6208
"Gleneagle, CO",39.0453,-104.8288,6207
"Boiling Spring Lakes, NC",34.0327,-78.0685,6206
"Freeport, FL",30.5039,-86.1391,6203
"East Kapolei, HI",21.3633,-158.041,6200
"Portage Lakes, OH",41.0034,-81.5347,6199
"Wilton, CA",38.413,-121.2127,6198
"Bridgewater Center, NJ",40.6037,-74.6445,6198
"Martins Ferry, OH",40.1014,-80.7253,6192
"Exton, PA",40.0307,-75.6303,6192
"Wolfforth, TX",33.5147,-102.0067,6189
"Elsmere, DE",39.7384,-75.5946,6189
"Rushville, IN",39.6171,-85.4463,6186
"Chillicothe, IL",40.9158,-89.502,6185
"Fair Haven, NJ",40.3618,-74.0392,6182
"Crescent City, CA",41.7728,-124.1902,6180
"Cameron Park, TX",25.9706,-97.4775,6180
"Old Bethpage, NY",40.7558,-73.4545,6179
"Mays Landing, NJ",39.4506,-74.7098,6178
"Aztec, NM",36.8225,-107.971,6177
"South Valley Stream, NY",40.6558,-73.7185,6177
"Braidwood, IL",41.2695,-88.2235,6175
"Bridgeport, TX",33.21,-97.7708,6174
"Torrington, WY",42.0653,-104.1737,6174
"Willard, OH",41.0518,-82.7232,6174
"Ishpeming, MI",46.4862,-87.6658,6173
"Slinger, WI",43.3317,-88.2798,6173
"Lake Fenton, MI",42.8453,-83.7086,6168
"Bulverde, TX",29.7744,-98.4364,6164
"North Scituate, MA",42.2121,-70.7652,6163
"Doolittle, TX",26.3597,-98.1167,6162
"Corry, PA",41.9259,-79.6358,6162
"Rockford, MI",43.1267,-85.5582,6162
"Northford, CT",41.3949,-72.7826,6161
"Lauderdale-by-the-Sea, FL",26.1991,-80.0971,6159
"Madison, SD",44.0062,-97.1085,6158
"Rupert, ID",42.6189,-113.674,6157
"Quebradillas, PR",18.4724,-66.935,6157
"Cherryville, NC",35.3844,-81.3781,6154
"Cumberland, IN",39.7843,-85.9458,6154
"Wesley Hills, NY",41.1578,-74.0768,6150
"Independence, IA",42.4621,-91.9027,6149
"Riverside, MD",39.4784,-76.2398,6149
"Marlow Heights, MD",38.8237,-76.9484,6144
"Snyderville, UT",40.7041,-111.5434,6143
"Palmer, AK",61.5971,-149.1148,6141
"Yaphank, NY",40.8323,-72.9233,6140
"Churchville, PA",40.1922,-74.9982,6139
"Jonesboro, GA",33.5211,-84.3548,6137
"Plaquemine, LA",30.2833,-91.243,6136
"Rib Mountain, WI",44.9195,-89.6757,6134
"Zuni Pueblo, NM",35.0693,-108.8558,6132
"South Lakes, AK",61.5874,-149.316,6132
"Pontoon Beach, IL",38.7208,-90.0609,6131
"Branford Center, CT",41.278,-72.8148,6130
"Oceanport, NJ",40.316,-74.0205,6130
"Laurence Harbor, NJ",40.4489,-74.2494,6130
"Darlington, SC",34.3015,-79.867,6128
"Packanack Lake, NJ",40.9382,-74.2564,6126
"Tallulah, LA",32.4068,-91.1916,6124
"Aptos, CA",36.9912,-121.8934,6124
"Paoli, PA",40.042,-75.4912,6124
"Edgewood, NM",35.1318,-106.2151,6122
"Potomac Mills, VA",38.6554,-77.3,6122
"Hellertown, PA",40.5812,-75.3378,6119
"Gustine, CA",37.2545,-120.9949,6118
"Tequesta, FL",26.9618,-80.1011,6118
"Williamson, AZ",34.7082,-112.5343,6112
"Durham, CA",39.6232,-121.7875,6111
"Glendale, MO",38.5935,-90.3826,6111
"Midway, UT",40.5183,-111.4746,6110
"Cheverly, MD",38.9254,-76.9141,6107
"Maquoketa, IA",42.059,-90.6649,6105
"Clairton, PA",40.2976,-79.8854,6105
"Fort Washington, PA",40.1408,-75.1926,6105
"North Hobbs, NM",32.7731,-103.125,6099
"Woodcliff Lake, NJ",41.0253,-74.0604,6097
"Gas City, IN",40.4887,-85.5944,6097
"Little Silver, NJ",40.3357,-74.0346,6096
"Kennett Square, PA",39.8438,-75.7113,6096
"Battlefield, MO",37.1194,-93.3683,6095
"Blackwell, OK",36.8013,-97.3009,6091
"Briar Chapel, NC",35.8241,-79.1168,6084
"Northville, MI",42.4355,-83.489,6080
"De Queen, AR",34.0426,-94.342,6077
"Mount Zion, IL",39.7793,-88.8834,6076
"Milan, MI",42.0816,-83.6854,6070
"Barnesville, GA",33.0508,-84.1528,6070
"Newtown Grant, PA",40.2619,-74.9481,6070
"Inniswold, LA",30.3982,-91.071,6061
"Everman, TX",32.6296,-97.2827,6060
"Homeland, CA",33.7459,-117.1132,6060
"Puerto Real, PR",18.0767,-67.1858,6059
"Avon, CO",39.6442,-106.513,6057
"Jonesborough, TN",36.2959,-82.4766,6056
"Pollock Pines, CA",38.7575,-120.5921,6056
"Wayne, NE",42.2379,-97.0101,6055
"Elburn, IL",41.8852,-88.4606,6054
"Southgate, FL",27.3066,-82.5107,6054
"Schriever, LA",29.7333,-90.831,6052
"Cheshire Village, CT",41.5041,-72.8969,6049
"The Village of Indian Hill, OH",39.1916,-84.3345,6048
"Beardstown, IL",39.9993,-90.4178,6047
"Gardiner, ME",44.191,-69.7921,6047
"Happy Valley, CA",40.4662,-122.4207,6046
"Swannanoa, NC",35.6009,-82.3917,6043
"Kingston, TN",35.8713,-84.4959,6042
"Vandalia, IL",38.9754,-89.1117,6041
"Moores Mill, AL",34.8491,-86.5222,6041
"Cambria, CA",35.552,-121.0838,6038
"Three Oaks, FL",26.4724,-81.7959,6037
"Pevely, MO",38.2867,-90.3988,6037
"Fruit Heights, UT",41.0277,-111.9082,6036
"Barnhart, MO",38.336,-90.4046,6036
"Eudora, KS",38.9345,-95.0956,6036
"Oreland, PA",40.115,-75.1803,6036
"Solvang, CA",34.5935,-120.1401,6034
"Rittman, OH",40.9736,-81.785,6033
"Nazareth, PA",40.74,-75.3131,6032
"Lake City, SC",33.8676,-79.7534,6032
"Pauls Valley, OK",34.7231,-97.2281,6031
"Sheridan, CO",39.6468,-105.0182,6031
"Wilmore, KY",37.8786,-84.6545,6031
"Lewistown, MT",47.0514,-109.4524,6028
"Massanetta Springs, VA",38.3899,-78.834,6028
"Truth or Consequences, NM",33.1864,-107.2589,6026
"Franklin, PA",41.3936,-79.8425,6026
"Rochester, WA",46.8198,-123.0636,6025
"Dickson City, PA",41.4684,-75.6358,6022
"Bellefonte, PA",40.9141,-77.7683,6022
"Elmwood, LA",29.9554,-90.1879,6022
"Harriman, TN",35.9307,-84.5602,6021
"Manchester, WA",47.5519,-122.5517,6018
"Louisville, MS",33.1224,-89.0553,6018
"Pine Brook, NJ",40.8676,-74.3438,6017
"Watford City, ND",47.8027,-103.2678,6016
"Tarrant, AL",33.5945,-86.7685,6014
"Raton, NM",36.8849,-104.4396,6013
"Dallas, NC",35.3169,-81.183,6012
"Las Flores, CA",33.584,-117.6237,6007
"Alpine, TX",30.364,-103.665,6003
"Erwin, TN",36.1456,-82.4115,6001
"Mocksville, NC",35.9007,-80.5631,6001
"Hamlet, NC",34.8892,-79.7099,6000
"Greenwood, MO",38.8508,-94.3377,6000
"Port Clinton, OH",41.5094,-82.9385,5999
"Gilbertsville, PA",40.3219,-75.609,5999
"East Aurora, NY",42.7667,-78.6172,5997
"West Concord, MA",42.4517,-71.4035,5997
"Waterville, OH",41.5015,-83.7367,5997
"Crafton, PA",40.4333,-80.0712,5995
"Daniels Farm, CT",41.2778,-73.2022,5995
"Edna, TX",28.9757,-96.6483,5994
"Hockinson, WA",45.7302,-122.4833,5993
"Maize, KS",37.7749,-97.462,5990
"Hilton, NY",43.29,-77.7925,5990
"North Fort Lewis, WA",47.1222,-122.5962,5990
"Homestead Meadows North, TX",31.8483,-106.1707,5987
"Somerset, PA",40.0049,-79.0778,5984
"Oak View, CA",34.403,-119.299,5984
"Blaine, WA",48.9839,-122.7414,5982
"Richmond, MO",39.2755,-93.9729,5979
"Country Homes, WA",47.7479,-117.4199,5979
"Mattydale, NY",43.0992,-76.1388,5978
"Sharon Hill, PA",39.9075,-75.2679,5978
"Eucalyptus Hills, CA",32.885,-116.9453,5976
"Santa Teresa, NM",31.8701,-106.6714,5973
"Holly, MI",42.7987,-83.622,5971
"Finderne, NJ",40.5626,-74.5743,5968
"Fort Myers Shores, FL",26.7135,-81.7384,5966
"Childress, TX",34.4293,-100.2516,5964
"McRae-Helena, GA",32.0636,-82.8968,5959
"Moosic, PA",41.3584,-75.7027,5954
"Fort Shawnee, OH",40.6814,-84.1487,5952
"Asbury, IA",42.512,-90.7802,5949
"Belding, MI",43.0968,-85.2331,5949
"Doney Park, AZ",35.2656,-111.519,5947
"Fulton, MD",39.1516,-76.9163,5946
"Montrose-Ghent, OH",41.1538,-81.6437,5946
"Lucerne Valley, CA",34.4427,-116.9021,5946
"Stokesdale, NC",36.2318,-79.9834,5943
"Pass Christian, MS",30.327,-89.2436,5942
"Larose, LA",29.5669,-90.3751,5937
"Carver, MN",44.7648,-93.6537,5935
"Barbecue, NC",35.336,-79.0386,5933
"Bangor Base, WA",47.7226,-122.7144,5931
"Chena Ridge, AK",64.7941,-148.0357,5927
"Cidra, PR",18.1776,-66.158,5927
"Schlusser, PA",40.2433,-77.1802,5926
"Edgerton, WI",42.8385,-89.0699,5924
"West Bountiful, UT",40.8984,-111.9082,5920
"Clearfield, PA",41.0216,-78.439,5918
"Groveport, OH",39.8586,-82.8978,5916
"Granville, OH",40.0646,-82.5024,5916
"Holdenville, OK",35.0838,-96.4017,5916
"Manasquan, NJ",40.1186,-74.045,5915
"Norwood, PA",39.8864,-75.2964,5915
"Enola, PA",40.2908,-76.9348,5913
"Geneva, OH",41.8007,-80.9461,5912
"Buena Vista, MI",43.4176,-83.9005,5904
"Mount Arlington, NJ",40.919,-74.639,5901
"Hudson, NY",42.2515,-73.7859,5900
"Hempstead, TX",30.1006,-96.0777,5899
"Metropolis, IL",37.1565,-88.7082,5898
"Stroudsburg, PA",40.9838,-75.1972,5898
"Hidden Valley Lake, CA",38.8005,-122.5505,5896
"Old Tappan, NJ",41.0163,-73.9855,5896
"Krum, TX",33.2655,-97.2252,5896
"Crawfordville, FL",30.1996,-84.3634,5892
"District Heights, MD",38.8588,-76.8885,5888
"Wake Village, TX",33.4238,-94.127,5887
"Littlefield, TX",33.9192,-102.3348,5886
"Millersville, TN",36.3969,-86.7111,5885
"Fort Wright, KY",39.0463,-84.5362,5882
"Grayson Valley, AL",33.6467,-86.6417,5882
"Northchase, NC",34.3049,-77.8754,5879
"Estes Park, CO",40.3699,-105.5217,5879
"Bonadelle Ranchos, CA",36.9688,-119.8927,5879
"Alma, AR",35.4919,-94.2165,5879
"Oelwein, IA",42.6715,-91.9131,5878
"Lakemoor, IL",42.3396,-88.2039,5878
"Salamanca, NY",42.1631,-78.7233,5878
"Wilmer, TX",32.5983,-96.6815,5876
"Monroeville, AL",31.5162,-87.3279,5875
"Greenbrier, AR",35.2289,-92.3836,5875
"Vauxhall, NJ",40.7174,-74.2838,5875
"Venus, TX",32.4317,-97.1018,5874
"Lakehills, TX",29.6237,-98.9448,5872
"East Quogue, NY",40.8489,-72.5785,5871
"Willow Springs, IL",41.7333,-87.8859,5871
"Hightstown, NJ",40.2686,-74.5253,5869
"Los Ranchos de Albuquerque, NM",35.1625,-106.6482,5869
"Media, PA",39.9199,-75.3889,5868
"Spring Grove, IL",42.4545,-88.2399,5866
"East Farmingdale, NY",40.7367,-73.4114,5866
"Estherville, IA",43.3997,-94.8342,5865
"Steele Creek, AK",64.9295,-147.3955,5861
"Belmar, NJ",40.1798,-74.0255,5861
"Swartz Creek, MI",42.9631,-83.8251,5856
"Bartonville, IL",40.6397,-89.6607,5854
"Harris Hill, NY",42.973,-78.6793,5853
"Rincon Valley, AZ",32.1101,-110.6889,5851
"Petoskey, MI",45.3649,-84.9888,5851
"Woodstock, VA",38.875,-78.516,5851
"Eagleton Village, TN",35.7882,-83.9363,5849
"Lemoore Station, CA",36.2633,-119.9048,5847
"Byron, GA",32.6476,-83.7539,5839
"Richmond, MI",42.8094,-82.7518,5839
"Lake Bluff, IL",42.2826,-87.851,5834
"Peoria Heights, IL",40.7466,-89.57,5834
"Polk City, IA",41.7779,-93.7134,5833
"Eaton, CO",40.5257,-104.713,5832
"Attalla, AL",34.005,-86.1039,5829
"Mulvane, KS",37.4789,-97.2724,5829
"McKees Rocks, PA",40.4688,-80.063,5827
"Yarmouth Port, MA",41.7091,-70.2225,5825
"Carterville, IL",37.763,-89.0841,5822
"Starke, FL",29.9474,-82.1129,5821
"Shady Hollow, TX",30.1645,-97.8631,5821
"Bensley, VA",37.447,-77.442,5819
"Peculiar, MO",38.7306,-94.4735,5815
"Windcrest, TX",29.515,-98.3818,5815
"Pleasure Point, CA",36.9619,-121.9715,5813
"Ulysses, KS",37.5774,-101.3546,5812
"Shippensburg, PA",40.0484,-77.5227,5811
"Slaton, TX",33.4421,-101.6476,5811
"Gardnerville, NV",38.939,-119.7369,5811
"South Hooksett, NH",43.0331,-71.4254,5806
"Ephraim, UT",39.3563,-111.5845,5805
"Columbia, MS",31.2564,-89.8266,5804
"Weiser, ID",44.2547,-116.9689,5803
"Patterson, LA",29.691,-91.3096,5801
"Preston, ID",42.0989,-111.8802,5800
"Medina, NY",43.2197,-78.3888,5799
"Jan Phyl Village, FL",28.0201,-81.7933,5798
"Germantown, OH",39.6325,-84.3645,5796
"Merion Station, PA",40.0035,-75.2501,5796
"Sierra View, PA",41.0006,-75.4455,5795
"Lakeview, NY",40.6775,-73.6493,5794
"East Moriches, NY",40.8085,-72.7573,5794
"Walkertown, NC",36.1576,-80.1641,5793
"Bay Harbor Islands, FL",25.8877,-80.1334,5793
"Lochmoor Waterway Estates, FL",26.6447,-81.9098,5791
"Osprey, FL",27.1914,-82.48,5790
"Silver Lakes, CA",34.7515,-117.343,5789
"Bear Valley Springs, CA",35.174,-118.6532,5787
"Piedmont, SC",34.7074,-82.4651,5786
"Salida, CO",38.5298,-105.9979,5786
"Sherwood Manor, CT",42.0101,-72.5667,5781
"Du Quoin, IL",38.0019,-89.2323,5780
"Princeton, WV",37.3689,-81.0961,5780
"Stafford Courthouse, VA",38.4184,-77.4202,5780
"Cave Springs, AR",36.2701,-94.2227,5778
"Bryn Mawr, PA",40.0208,-75.3161,5777
"Parker, TX",33.0571,-96.6244,5776
"Villa Park, CA",33.818,-117.8104,5776
"Indian Hills, NV",39.0894,-119.7977,5772
"Evansville, WI",42.7781,-89.2967,5771
"Franklin Center, NJ",40.5321,-74.5415,5770
"Sultan, WA",47.871,-121.8043,5770
"Zephyrhills West, FL",28.2311,-82.2052,5770
"Maplewood, WA",47.3715,-122.5689,5766
"San Leon, TX",29.4902,-94.9405,5764
"Jamesburg, NJ",40.3493,-74.4399,5763
"Oxford, PA",39.7858,-75.9801,5763
"Houghton Lake, MI",44.3019,-84.7491,5761
"Plymouth, PA",41.2404,-75.9507,5761
"Ettrick, VA",37.2435,-77.4287,5760
"Campbelltown, PA",40.276,-76.5829,5759
"Paola, KS",38.5788,-94.8617,5757
"Dos Palos, CA",36.9854,-120.6338,5757
"Deschutes River Woods, OR",43.9887,-121.3608,5755
"East Hampton North, NY",40.9728,-72.1892,5751
"Cottleville, MO",38.7512,-90.6581,5750
"Homer, AK",59.653,-151.5255,5750
"Dumfries, VA",38.567,-77.3233,5749
"Rutgers University-Busch Campus, NJ",40.5214,-74.4654,5747
"Angier, NC",35.5116,-78.7402,5746
"Eldorado at Santa Fe, NM",35.5273,-105.934,5746
"New Holland, PA",40.1008,-76.09,5743
"Belle Fourche, SD",44.664,-103.8564,5741
"Monticello, KY",36.8412,-84.8502,5741
"Yabucoa, PR",18.0464,-65.8803,5740
"Tontitown, AR",36.1642,-94.2457,5739
"Central City, KY",37.2963,-87.128,5736
"Bright, IN",39.2254,-84.8613,5735
"Finley, WA",46.1697,-119.0447,5734
"East Alton, IL",38.884,-90.1074,5729
"International Falls, MN",48.5884,-93.4084,5728
"Livingston, TX",30.71,-94.9381,5728
"Abingdon, MD",39.4629,-76.2754,5727
"Washingtonville, NY",41.4297,-74.1577,5723
"Union Beach, NJ",40.4454,-74.1699,5722
"Spring Ridge, MD",39.4043,-77.3405,5720
"Pontotoc, MS",34.2531,-89.0091,5717
"Berryville, AR",36.371,-93.5704,5715
"Hutchins, TX",32.6421,-96.7093,5713
"Perry, UT",41.4648,-112.0401,5708
"McKenzie, TN",36.1372,-88.5077,5706
"Poolesville, MD",39.1423,-77.4102,5704
"Dayton, KY",39.1127,-84.4639,5703
"Glencoe, MN",44.7699,-94.151,5702
"Waynesboro, GA",33.0909,-82.0145,5700
"Holtville, AL",32.6314,-86.3268,5700
"Fruitland, MD",38.3214,-75.6246,5698
"Mount Carmel, PA",40.7959,-76.4119,5695
"Marion, VA",36.8379,-81.5156,5694
"Wappingers Falls, NY",41.5984,-73.9181,5694
"Tonganoxie, KS",39.1088,-95.0811,5693
"Hillsboro, IL",39.1752,-89.4723,5693
"Saranap, CA",37.8878,-122.076,5693
"Zeeland, MI",42.8139,-86.0129,5691
"Siesta Key, FL",27.2779,-82.5516,5690
"Punxsutawney, PA",40.9438,-78.9767,5689
"Elsa, TX",26.2978,-97.9936,5688
"Hartford City, IN",40.4537,-85.3736,5685
"Milton, WI",42.775,-88.9429,5685
"Genoa, IL",42.0926,-88.6964,5685
"Northfield, IL",42.1025,-87.7791,5683
"Lake Goodwin, WA",48.1343,-122.2785,5682
"Benton Park, CA",35.3463,-119.0297,5682
"Kermit, TX",31.854,-103.0924,5681
"Black Diamond, WA",47.313,-122.0181,5678
"West Clarkston-Highland, WA",46.4017,-117.0624,5678
"Dowagiac, MI",41.9834,-86.1126,5677
"Fruitridge Pocket, CA",38.5326,-121.4558,5675
