name,lat,lng,population
"Alton, UT",37.4303,-112.5061,308
"Bladensburg, OH",40.2852,-82.2837,308
"Baron, OK",35.9308,-94.6089,308
"Marland, OK",36.5611,-97.1529,308
"Ravensdale, WA",47.3589,-121.9781,308
"Ranchitos del Norte, TX",26.4003,-98.8715,308
"Greensboro Bend, VT",44.5582,-72.2643,308
"Floyd, IA",43.1282,-92.7399,308
"Needmore, IN",38.9267,-86.5263,307
"Norway, IN",40.7797,-86.7719,307
"Halbur, IA",42.0051,-94.9723,307
"Stanton, MO",38.2702,-91.1059,307
"Cashion Community, TX",34.0365,-98.5081,307
"Big Bay, MI",46.8145,-87.6997,307
"Easton, KS",39.3456,-95.1172,307
"Lacona, IA",41.1901,-93.385,307
"City of Creede, CO",37.8486,-106.9253,307
"Cooter, MO",36.0467,-89.8091,307
"El Castillo, TX",26.3348,-98.6391,307
"Holland Patent, NY",43.2413,-75.2567,307
"Cantril, IA",40.6429,-92.0684,307
"Westside, IA",42.0757,-95.1014,307
"Sandborn, IN",38.8968,-87.1848,307
"Shirley, AR",35.6442,-92.3137,307
"Marlin, PA",40.679,-76.244,307
"Milford, KS",39.1729,-96.9105,307
"Woodburn, KY",36.8421,-86.5301,307
"Leach, OK",36.1979,-94.9099,307
"Wood, PA",40.1668,-78.1387,306
"Talala, OK",36.5295,-95.7011,306
"Hilltown, VA",36.729,-80.9822,306
"Hodges, AL",34.334,-87.9299,306
"St. Thomas, ND",48.6192,-97.4471,306
"Etowah, AR",35.7225,-90.2321,306
"Abrams, WI",44.7796,-88.0604,306
"Rodanthe, NC",35.5924,-75.4662,306
"Onaway, ID",46.9282,-116.8896,306
"Fort Supply, OK",36.5721,-99.5735,306
"Columbus City, IA",41.2592,-91.3748,306
"Ellenton, GA",31.176,-83.5877,306
"Washburn, TX",35.1692,-101.57,306
"Onslow, IA",42.1068,-91.0151,306
"Saratoga, NC",35.6537,-77.7756,306
"Koyuk, AK",64.9411,-161.1454,306
"Murdock, MN",45.2234,-95.3946,306
"Belmont, OH",40.028,-81.0409,306
"Branchdale, PA",40.6732,-76.3222,306
"Fountain Run, KY",36.7238,-85.9561,306
"Idledale, CO",39.6688,-105.2432,306
"Capitola, FL",30.4449,-84.0799,306
"Crows Landing, CA",37.3944,-121.0752,306
"Glen Acres, NM",32.375,-108.7162,306
"Topaz Lake, NV",38.6976,-119.5427,306
"Pawlet, VT",43.3481,-73.1743,306
"Cementon, NY",42.1356,-73.9193,305
"Easton, MO",39.7226,-94.6404,305
"Zihlman, MD",39.6741,-78.9131,305
"Ingalls, KS",37.8287,-100.4534,305
"Taft, TN",35.0261,-86.7176,305
"Hunker, PA",40.2041,-79.6154,305
"Sawyer, ND",48.0894,-101.0533,305
"Rockford, ID",43.1892,-112.5306,305
"Neosho Rapids, KS",38.3685,-95.9916,305
"Lagro, IN",40.8391,-85.7275,305
"Apple River, IL",42.5022,-90.0937,305
"Dillard, GA",34.9749,-83.382,305
"Pullman, WV",39.188,-80.949,305
"Lake Cavanaugh, WA",48.3225,-122.0122,305
"Malcolm, AL",31.1946,-88.0016,305
"Junction, UT",38.2358,-112.2238,305
"Millersville, MO",37.4294,-89.7907,305
"San Carlos II, TX",27.4901,-99.3684,305
"Scandia, KS",39.7969,-97.784,305
"Delaware Park, NJ",40.7051,-75.1883,305
"Buckner, IL",37.9807,-89.0152,305
"Fallon, MT",46.8373,-105.127,305
"Melvern, KS",38.5073,-95.6377,304
"Froid, MT",48.338,-104.4909,304
"Annex, OR",44.2346,-116.9922,304
"Painter, VA",37.5852,-75.7837,304
"Yorkville, TN",36.0976,-89.1183,304
"South Toledo Bend, TX",31.1568,-93.6074,304
"Twin Forks, NM",32.9463,-105.6374,304
"Quimby, IA",42.629,-95.6442,304
"Ridgeley, WV",39.6432,-78.7711,304
"Kanarraville, UT",37.5378,-113.181,304
"Hickox, GA",31.1471,-81.9952,304
"Parcelas Mandry, PR",18.0811,-66.5627,304
"Elberta, UT",39.9559,-111.9569,304
"Lowell, KS",37.0509,-94.7032,304
"Alba, MI",44.9786,-84.9695,304
"Eastlake, MI",44.2449,-86.2927,304
"Aurora, WV",39.3254,-79.5546,304
"Cranfills Gap, TX",31.7753,-97.8302,303
"Port Elizabeth, NJ",39.3079,-74.9757,303
"Bloomburg, TX",33.1378,-94.0591,303
"Diggins, MO",37.174,-92.8503,303
"Staples, TX",29.7664,-97.8279,303
"Woodland, GA",32.7877,-84.5606,303
"Moseleyville, KY",37.6747,-87.1938,303
"Mindoro, WI",44.0202,-91.1019,303
"Herndon, PA",40.7104,-76.8519,303
"Sterling, UT",39.1934,-111.6904,303
"Smithville, GA",31.9011,-84.2552,303
"Dyer, NV",37.6469,-118.0345,303
"Briggsville, WI",43.6561,-89.5897,303
"Briarwood Estates, MO",38.1564,-90.5905,303
"Lake Huntington, NY",41.683,-74.9922,303
"Elizabethtown, IL",37.4499,-88.3052,303
"Greeley, KS",38.3676,-95.1272,303
"McRoberts, KY",37.2132,-82.6687,303
"Indian Point, PA",41.2856,-74.8343,303
"Walcott, ND",46.5505,-96.9375,302
"Ages, KY",36.8569,-83.2426,302
"Big Clifty, KY",37.5442,-86.1514,302
"Delaware, OK",36.779,-95.6425,302
"Bloomingdale, IN",39.8306,-87.2502,302
"Deer Park, MD",39.424,-79.326,302
"Rattan, OK",34.2005,-95.4131,302
"Amazonia, MO",39.8888,-94.8927,302
"Halchita, UT",37.1314,-109.9131,302
"Esto, FL",30.9819,-85.6429,302
"Crystal Springs, AR",34.5247,-93.3336,302
"Brandt, OH",39.9027,-84.0908,302
"Puako, HI",19.9628,-155.8389,302
"Williston, MD",38.8307,-75.851,302
"County Line, AL",33.8208,-86.7195,302
"Mohrsville, PA",40.4781,-75.9851,302
"Taylor Landing, TX",29.8641,-94.1348,302
"Long Beach, MN",45.6509,-95.4297,302
"Lake View, TX",29.459,-100.9532,302
"Port Clinton, PA",40.5818,-76.0267,302
"Trilby, FL",28.4564,-82.194,302
"Woodruff, UT",41.5212,-111.1639,302
"Bronson, IA",42.409,-96.2105,302
"Waverly, FL",27.9843,-81.6199,302
"Crystal, NM",36.029,-108.9898,302
"New Hampton, MO",40.2652,-94.1952,302
"Hickory Ridge, AR",35.4029,-90.9946,302
"Hackensack, MN",46.927,-94.5161,302
"Harrisonville, NJ",39.6881,-75.2701,302
"Midland, PA",40.257,-80.2162,301
"Ewing, IL",38.0889,-88.8528,301
"South Williamson, KY",37.6633,-82.2879,301
"Bonesteel, SD",43.0775,-98.9467,301
"Moneta, VA",37.1886,-79.6133,301
"San Miguel, AZ",31.6295,-111.7801,301
"Leamington, UT",39.5313,-112.2855,301
"Mingoville, PA",40.9369,-77.6596,301
"Palisades, TX",35.0614,-101.8032,301
"West Pawlet, VT",43.3575,-73.247,301
"Trinity Center, CA",40.9841,-122.7083,301
"Langleyville, IL",39.5611,-89.3603,301
"Stockdale, PA",40.0835,-79.8504,301
"Junction City, WI",44.593,-89.7679,301
"Russellville, IN",39.8569,-86.9833,301
"Ashley Heights, NC",35.09,-79.374,301
"San Simeon, CA",35.6182,-121.1374,301
"Orick, CA",41.2909,-124.0692,301
"Lostine, OR",45.4868,-117.4296,301
"Zuehl, TX",29.496,-98.1535,301
"Salem Heights, OH",40.9031,-80.8871,301
"Snake Creek, OK",36.1786,-95.0937,300
"Alma, IL",38.7229,-88.9118,300
"Meservey, IA",42.9157,-93.4733,300
"Hayden, IN",38.9714,-85.739,300
"Coldfoot, AK",67.2475,-150.1079,300
"Dyckesville, WI",44.6403,-87.7647,300
"Druid Hills, KY",38.2649,-85.6617,300
"Garland, AR",33.3609,-93.7142,300
"Mackeyville, PA",41.0545,-77.4614,300
"Lisbon, IL",41.4807,-88.4559,300
"Winchester, ID",46.2409,-116.6242,300
"Frost, MN",43.5846,-93.9248,300
"Goose Creek, KY",38.2934,-85.5906,300
"Starks, LA",30.3105,-93.6667,300
"Edom, TX",32.3743,-95.6099,300
"Wardner, ID",47.5189,-116.1357,300
"Hysham, MT",46.2909,-107.2305,300
"Fort Coffee, OK",35.2942,-94.5731,300
"Wellman, TX",33.047,-102.4275,300
"Neahkahnie, OR",45.7324,-123.9399,300
"Lake Chaffee, CT",41.9389,-72.1961,299
"Burns, KS",38.0897,-96.8877,299
"Davenport, NE",40.3123,-97.8115,299
"Reinerton, PA",40.5914,-76.5359,299
"Crumpton, MD",39.2358,-75.9223,299
"McCook, IL",41.7959,-87.8411,299
"Bremen, KY",37.3623,-87.2201,299
"Jordan, MT",47.3211,-106.9098,299
"Raysal, WV",37.3367,-81.7712,299
"Chewsville, MD",39.6484,-77.6311,299
"Sauget, IL",38.5842,-90.1608,299
"Roberts, MT",45.3437,-109.1817,299
"Athalia, OH",38.5127,-82.3093,298
"Spencer, NE",42.8753,-98.7003,298
"Lindsay, NE",41.6991,-97.6939,298
"Malden, WV",38.3008,-81.558,298
"Shaft, MD",39.6265,-78.9384,298
"Richvale, CA",39.4937,-121.7508,298
"Biggsville, IL",40.8536,-90.8621,298
"Arpin, WI",44.5394,-90.0315,298
"Dodgeville, MI",47.0909,-88.5828,298
"Matagorda, TX",28.697,-95.9668,298
"Banks, AL",31.8132,-85.8364,298
"Millbrook, IL",41.6071,-88.5454,298
"Young America, IN",40.5686,-86.3467,298
"Grammer, IN",39.1528,-85.725,298
"Imbler, OR",45.4621,-117.9632,298
"Sandia, TX",28.0198,-97.8704,298
"Coinjock, NC",36.3513,-75.9526,298
"Avondale, CO",38.2351,-104.3482,298
"Otter Lake, IN",41.6368,-85.1681,297
"Lowrey, OK",36.0974,-94.9291,297
"Mallard Bay, OK",35.8623,-95.2638,297
"Oslo, MN",48.1954,-97.1321,297
"Berrysburg, PA",40.6029,-76.8101,297
"Lockhart, AL",31.0128,-86.3505,297
"Quechee, VT",43.6445,-72.4184,297
"Randlett, OK",34.1773,-98.4639,297
"East Dorset, VT",43.245,-73.0069,297
"Clifford, MI",43.3148,-83.1793,297
"Braden, TN",35.3685,-89.5718,297
"Thompson, PA",41.8636,-75.5141,297
"Gateway, AR",36.4854,-93.9365,297
"Springfield Center, NY",42.8357,-74.8721,297
"Buckatunna, MS",31.5424,-88.5292,297
"Stoutland, MO",37.8136,-92.5142,297
"Jamestown, MO",38.7667,-92.4802,297
"Elmer City, WA",47.9999,-118.954,297
"Port Hope, MI",43.9394,-82.7153,297
"Humbird, WI",44.5295,-90.8862,297
"Atalissa, IA",41.5715,-91.1664,297
"Irwin, IA",41.7901,-95.2068,297
"Hydaburg, AK",55.2061,-132.8208,297
"Lakewood, WI",45.3006,-88.5145,297
"Prairie Creek, IN",39.275,-87.4972,297
"Sarah Ann, WV",37.7086,-81.988,297
"Comfrey, MN",44.1111,-94.9029,297
"Chestnut, IL",40.0537,-89.1871,297
"Edroy, TX",27.9609,-97.6754,297
"Hancocks Bridge, NJ",39.5051,-75.4605,296
"Lambs Grove, IA",41.7007,-93.0793,296
"Newsoms, VA",36.6262,-77.1248,296
"Jewett, IL",39.2077,-88.2431,296
"Kincaid, WV",38.0382,-81.2759,296
"Denning, AR",35.4252,-93.7568,296
"East Globe, AZ",33.3511,-110.7061,296
"Haring, MI",44.2819,-85.4007,296
"Berkey, OH",41.7085,-83.8383,296
"Newhope, AR",34.2276,-93.8753,296
"Hermosa, SD",43.8399,-103.193,296
"Notchietown, OK",35.5857,-95.0901,296
"South Mountain, TX",31.4398,-97.6793,295
"Guide Rock, NE",40.0737,-98.3288,295
"Shawnee, OH",39.6063,-82.2046,295
"Reevesville, SC",33.2021,-80.6456,295
"Garfield, MN",45.9388,-95.4945,295
"Andersonville, GA",32.1965,-84.1454,295
"Medora, IL",39.1765,-90.1414,295
"Lost Bridge Village, AR",36.3899,-93.9156,295
"Arthur, IA",42.3354,-95.3468,295
"Summer Shade, KY",36.8837,-85.7098,295
"North Sultan, WA",47.8829,-121.8253,295
"Staplehurst, NE",40.9747,-97.1732,295
"Pakala Village, HI",21.9445,-159.6436,295
"Timber Hills, PA",40.2457,-76.4838,295
"Ulster, PA",41.8473,-76.5065,294
"Clam Gulch, AK",60.2,-151.3939,294
"West Liberty, PA",41.0079,-80.0573,294
"Toone, TN",35.3565,-88.9542,294
"Grosse Tete, LA",30.4148,-91.4395,294
"Roscoe, SD",45.4501,-99.3367,294
"Covington, TX",32.1784,-97.2603,294
"Andersonville, TN",36.197,-84.033,294
"Goltry, OK",36.5319,-98.151,294
"Ridgeville Corners, OH",41.4388,-84.2554,294
"Keokee, VA",36.8622,-82.9161,294
"Marshall, OK",36.1502,-97.6234,294
"Mapleton, IL",40.5731,-89.7248,294
"Koosharem, UT",38.5134,-111.8819,294
"Beaux Arts Village, WA",47.5853,-122.205,294
"Ukiah, OR",45.1344,-118.9331,294
"Albright, WV",39.4937,-79.6399,294
"Kimballton, IA",41.6272,-95.0747,294
"Bloomfield, CA",38.3183,-122.8502,294
"South Mills, NC",36.4379,-76.3308,294
"Rollinsville, CO",39.9232,-105.5136,294
"Coulter, PA",40.3006,-79.7973,293
"Leona, TX",31.1537,-95.976,293
"Walton, KS",38.1187,-97.2582,293
"Garden City, CO",40.3948,-104.6893,293
"Saratoga, IN",40.2368,-84.9159,293
"Gumbranch, GA",31.8367,-81.6838,293
"Fenton, IA",43.2184,-94.4279,293
"Westwood, MO",38.6435,-90.4335,293
"Pawnee Rock, KS",38.2649,-98.9823,293
"Shaktoolik, AK",64.3568,-161.1973,293
"Quitman, LA",32.3507,-92.7236,293
"Perrytown, AR",33.6973,-93.534,293
"Carbon, IN",39.5991,-87.1077,293
"Windsor, FL",27.7869,-80.4141,293
"Pecan Gap, TX",33.4382,-95.8519,293
"Gilchrist, OR",43.477,-121.69,293
"Patterson, IA",41.3484,-93.8776,293
"New Suffolk, NY",40.9961,-72.4767,293
"Ballantine, MT",45.9511,-108.1428,293
"Nelsonia, VA",37.8224,-75.5896,293
"Seaview, HI",19.4067,-154.9214,293
"Hallam, NE",40.5364,-96.7869,292
"Powers Lake, ND",48.564,-102.6457,292
"Anamoose, ND",47.8828,-100.242,292
"Merom, IN",39.0559,-87.5672,292
"Klein, MT",46.3983,-108.5525,292
"New Munster, WI",42.5758,-88.2311,292
"East Cape Girardeau, IL",37.2957,-89.4869,292
"Beulah, MS",33.7905,-90.9802,292
"Henrieville, UT",37.5638,-112.002,292
"Wynona, OK",36.5458,-96.3264,292
"Villa Quintero, PR",18.4255,-66.235,292
"Maunaloa, HI",21.1334,-157.2123,292
"Garrison, IA",42.1452,-92.1441,292
"Glacier, WA",48.8908,-121.9351,292
"Catherine, CO",39.4017,-107.133,292
"Hartz Lake, IN",41.1762,-86.4942,291
"Rebecca, GA",31.8072,-83.4876,291
"Danbury, IA",42.2364,-95.7216,291
"Kendleton, TX",29.4469,-96.0012,291
"Milledgeville, TN",35.3776,-88.366,291
"Luana, IA",43.0594,-91.4557,291
"Tyonek, AK",61.0734,-151.333,291
"Progreso Lakes, TX",26.0712,-97.9587,291
"Chance, OK",36.0607,-94.6478,291
"Wilmot, OH",40.6555,-81.6347,291
"Riverdale, NE",40.7839,-99.1604,291
"Enemy Swim, SD",45.4319,-97.2868,291
"Montrose, GA",32.5595,-83.1535,291
"Capulin, CO",37.2819,-106.105,291
"Pierson, IA",42.5437,-95.8667,291
"Colton, WA",46.5675,-117.1284,291
"Cumberland, VA",37.4914,-78.2577,291
"Camp Sherman, OR",44.4493,-121.6496,291
"Mulat, FL",30.5595,-87.1297,291
"Nettie, WV",38.2183,-80.6889,291
"Moshannon, PA",41.0345,-78.0066,291
"Colerain, NC",36.2013,-76.7661,291
"Elyria, KS",38.2896,-97.6339,291
"Mill Creek, PA",40.4373,-77.9307,290
"Salt Lick, KY",38.1194,-83.6156,290
"Turon, KS",37.8075,-98.4278,290
"Buffalo, KS",37.709,-95.697,290
"Genoa, WI",43.5732,-91.2262,290
"Wachapreague, VA",37.6063,-75.6897,290
"Orestes, IN",40.271,-85.7247,290
"Coalmont, IN",39.1932,-87.2265,290
"Langlois, OR",42.9259,-124.4532,290
"Mekoryuk, AK",60.3704,-166.267,290
"Vinton, OH",38.9776,-82.3374,290
"Patricksburg, IN",39.3156,-86.9592,290
"Wakita, OK",36.8819,-97.9241,290
"Davis, NC",34.7996,-76.4641,290
"Hunterstown, PA",39.8825,-77.1568,290
"Lincoln, VT",44.1028,-72.9937,290
"Montpelier, LA",30.6823,-90.6545,289
"Michiana, MI",41.7637,-86.8113,289
"Franklin, PA",40.3418,-78.8841,289
"Mountain Dale, NY",41.6936,-74.5218,289
"Acacia Villas, FL",26.6457,-80.1104,289
"Custer, MI",43.9511,-86.2196,289
"Loda, IL",40.516,-88.0756,289
"Storden, MN",44.0396,-95.3193,289
"Wheatland, MO",37.9404,-93.3993,289
"Carroll, NE",42.2758,-97.1908,289
"White City, IL",39.0716,-89.7637,289
"Bedford, KY",38.5954,-85.3174,289
"Bowling Green, IN",39.3831,-87.0117,289
"Nixon, TN",35.1148,-88.2583,289
"Florence, SD",45.0548,-97.3263,289
"Plumwood, OH",40.0088,-83.4147,289
"Le Raysville, PA",41.8381,-76.1776,288
"Castleberry, AL",31.3001,-87.0269,288
"Diamond Beach, NJ",38.9595,-74.8531,288
"Ironton, WI",43.5453,-90.1436,288
"Parmele, NC",35.8181,-77.3143,288
"McEwensville, PA",41.0723,-76.8188,288
"Walstonburg, NC",35.5961,-77.6981,288
"Pilger, NE",42.0078,-97.0546,288
"Ridgeland, WI",45.2025,-91.8965,288
"Metaline Falls, WA",48.8615,-117.3718,288
"Broadlands, IL",39.9087,-87.9971,288
"Point Lay, AK",69.7443,-162.8678,288
"Hanley Falls, MN",44.6918,-95.6195,288
"Gold Hill, CO",40.0597,-105.4189,288
"Yuma Proving Ground, AZ",32.8652,-114.4369,288
"Fairview, KS",39.8397,-95.7282,287
"Buckingham, IL",41.0467,-88.1749,287
"Bonnieville, KY",37.3774,-85.9015,287
"Litchfield, NE",41.1562,-99.1531,287
"Ambrose, GA",31.5945,-83.0137,287
"Negley, OH",40.7927,-80.536,287
"Gackle, ND",46.6264,-99.1412,287
"Weston, NE",41.1931,-96.7422,287
"Backus, MN",46.8207,-94.5148,287
"Selden, KS",39.5414,-100.5671,287
"Canby, CA",41.4477,-120.8843,287
"Cheshire, OR",44.1901,-123.2834,287
"Castella, CA",41.1549,-122.3032,287
"Elbing, KS",38.0534,-97.1283,287
"Brule, NE",41.0947,-101.8882,287
"Malone, TX",31.9171,-96.8948,287
"Dowell, IL",37.9396,-89.2391,287
"Bay View Gardens, IL",40.8102,-89.5272,287
"Eden, WY",42.0601,-109.4392,287
"Tremont City, OH",40.0147,-83.8386,286
"Raiford, FL",30.0638,-82.2391,286
"Lueders, TX",32.8004,-99.6232,286
"Iola, TX",30.7719,-96.0771,286
"Longton, KS",37.3779,-96.0821,286
"Toccopola, MS",34.2561,-89.2211,286
"Rose Hill, IA",41.3203,-92.4637,286
"Kingston, MO",39.6425,-94.0384,286
"Trumbull, NE",40.6801,-98.2734,286
"Secor, IL",40.7418,-89.135,286
"Liberty, PA",41.5585,-77.1054,286
"Wales, AK",65.6119,-168.0773,286
"Ewen, MI",46.5331,-89.2852,286
"Athens, LA",32.658,-93.0277,286
"Merino, CO",40.4835,-103.3535,286
"Fries, VA",36.714,-80.9752,286
"Railroad, PA",39.7596,-76.6961,286
"Hood, CA",38.3693,-121.5155,286
"Easton, IL",40.2321,-89.8415,286
"Oaks, OK",36.1698,-94.8529,286
"Dyess, AR",35.5893,-90.2133,286
"Tynan, TX",28.1708,-97.7492,286
"Auburn, WY",42.7969,-111.0216,286
"Upper Red Hook, NY",42.0262,-73.8456,285
"Whatley, AL",31.6463,-87.7108,285
"Skillman, NJ",40.4247,-74.714,285
"Posen, MI",45.2622,-83.6989,285
"Cedar Hill Lakes, MO",38.33,-90.6577,285
"Delmont, NJ",39.2152,-74.9494,285
"Coffee Creek, CA",41.0802,-122.7136,285
"Oakdale, WI",43.9622,-90.3791,285
"Bordelonville, LA",31.1012,-91.9005,285
"Monterey, LA",31.4436,-91.7191,285
"Tullos, LA",31.8188,-92.3293,285
"Hemlock, OH",39.5905,-82.1545,285
"Carbon, TX",32.2684,-98.8272,285
"Rhodes, IA",41.9278,-93.1837,285
"St. Hilaire, MN",48.0135,-96.2137,285
"Potter, NE",41.2244,-103.1905,285
"Clipper Mills, CA",39.5325,-121.1665,285
"Milburn, OK",34.24,-96.552,285
"Goshen, VA",37.9901,-79.5067,285
"Bullhead, SD",45.7693,-101.0809,285
"Adams Lake, IN",41.5536,-85.3302,284
"Stroh, IN",41.5814,-85.1994,284
"Milligan, NE",40.5001,-97.3882,284
"Blain, PA",40.3365,-77.5124,284
"Dixie Inn, LA",32.5968,-93.3317,284
"Acme, WA",48.7158,-122.2077,284
"Vicco, KY",37.2161,-83.0609,284
"Oswego, IN",41.3203,-85.7872,284
"Hortonville, NY",41.7662,-75.0222,284
"Nulato, AK",64.7052,-158.2382,284
"Ward, SC",33.8573,-81.7313,284
"Pavillion, WY",43.244,-108.689,284
"Max, ND",47.8204,-101.2911,284
"Standard, IL",41.2558,-89.1818,284
"Eitzen, MN",43.508,-91.4636,284
"Boneau, MT",48.2926,-109.8632,284
"Cofield, NC",36.3567,-76.9106,284
"Winslow, AR",35.8008,-94.1304,284
"Bendon, MI",44.637,-85.8378,284
"Helena, OH",41.3403,-83.2921,284
"Ellsworth, MI",45.1665,-85.2435,284
"Di Giorgio, CA",35.2491,-118.8442,284
"Barrville, PA",40.6664,-77.6831,284
"Tenkiller, OK",35.7935,-94.8537,284
"Mehoopany, PA",41.568,-76.0616,283
"Diamondhead Lake, IA",41.5507,-94.258,283
"Mount Pleasant, OH",40.176,-80.7995,283
"Callisburg, TX",33.6987,-97.0159,283
"Coffee City, TX",32.1383,-95.4871,283
"Red Cliff, CO",39.5092,-106.3699,283
"Atlantic Beach, SC",33.8035,-78.7177,283
"Beverly, WA",46.8348,-119.9301,283
"Kingston, WI",43.6935,-89.1304,283
"Panama, IA",41.7261,-95.4754,283
"Oakdale, IL",38.2648,-89.5035,283
"Lupton, MI",44.4297,-84.0225,283
"Elderton, PA",40.6945,-79.3421,283
"Elizabethtown, IN",39.1351,-85.8125,283
"Shiloh, NJ",39.4595,-75.297,283
"Lead Hill, AR",36.4137,-92.9067,283
"Siloam, GA",33.5367,-83.0812,283
"Longstreet, LA",32.0976,-93.9505,283
"Newport, IN",39.884,-87.4072,283
"Snelling, SC",33.2416,-81.4622,283
"Bruce, SD",44.4378,-96.8906,283
"Hop Bottom, PA",41.7053,-75.7674,283
"Buford, SC",34.748,-80.6285,283
"Carrizo, AZ",33.9866,-110.3314,283
"Eskdale, WV",38.0909,-81.4471,283
"Sipsey, AL",33.8225,-87.0835,283
"Walkerville, MI",43.7143,-86.1259,283
"Newburg, PA",40.5214,-78.4217,283
"Davy, WV",37.4759,-81.6475,282
"Sagaponack, NY",40.9302,-72.2726,282
"Grand Detour, IL",41.9011,-89.4137,282
"Waldo, AL",33.3892,-86.036,282
"Buffalo, SD",45.5863,-103.5434,282
"Savannah, OH",40.9666,-82.3661,282
"Danville, MD",39.5125,-78.9184,282
"Switz City, IN",39.0348,-87.054,281
"Elk City, KS",37.2896,-95.9099,281
"Union, WA",47.3475,-123.0951,281
"Sandy Creek, NC",34.2799,-78.1531,281
"Oak Island, TX",29.6628,-94.6883,281
"Bee, NE",41.0064,-97.0583,281
"Stanley, ID",44.2154,-114.9364,281
"Mulhall, OK",36.0913,-97.361,281
"Jackson, NE",42.4507,-96.5787,281
"Middle River, MN",48.4349,-96.1617,281
"Agricola, MS",30.812,-88.5224,281
"Georgetown, MS",31.8698,-90.1648,281
"Cuylerville, NY",42.7778,-77.8737,281
"Hartsville, IN",39.2669,-85.6991,281
"Neilton, WA",47.4031,-123.8782,281
"Fayetteville, OH",39.1854,-83.9319,281
"Menifee, AR",35.1493,-92.5544,281
"North Robinson, OH",40.7924,-82.8568,281
"Oil Trough, AR",35.6292,-91.4612,281
"Hepzibah, WV",39.3309,-80.3341,281
"Pleasant View, KY",36.6782,-84.1284,281
"Edenborn, PA",39.8821,-79.8877,281
"Forest, IN",40.3736,-86.3328,281
"Forestville, PA",41.1046,-80.0042,280
"Jenera, OH",40.8995,-83.727,280
"Catawba, OH",39.9996,-83.6219,280
"Boykin, AL",32.0696,-87.2915,280
"Eureka, TX",32.012,-96.2856,280
"Spangle, WA",47.4299,-117.3812,280
"Plevna, MT",46.4184,-104.5186,280
"Bakerhill, AL",31.7769,-85.2955,280
"Georgetown, LA",31.7597,-92.3821,280
"Ben Lomond, AR",33.8335,-94.1177,280
"Baileys Harbor, WI",45.0659,-87.133,280
"Jefferson, PA",39.9304,-80.0577,280
"Coalton, IL",39.2848,-89.303,280
"Rentz, GA",32.3835,-82.9917,280
"Chilhowee, MO",38.5885,-93.8559,280
"El Adobe, CA",35.2451,-118.9589,280
"Macks Creek, MO",37.9639,-92.9682,280
"Barnum, IA",42.5062,-94.3657,279
"Channing, TX",35.6819,-102.3322,279
"Crumpler, WV",37.4262,-81.3313,279
"Chain of Rocks, MO",38.9155,-90.802,279
"Cloverland, IN",39.5014,-87.2314,279
"Arriba, CO",39.2843,-103.274,279
"Salisbury Mills, NY",41.4308,-74.1098,279
"Babb, MT",48.8777,-113.4408,279
"North Miami, OK",36.9202,-94.8797,279
"Nageezi, NM",36.2488,-107.7471,279
"Gasconade, MO",38.6703,-91.56,279
"Brainard, NE",41.1821,-97.0024,279
"Copemish, MI",44.4804,-85.9242,279
"Norway, SC",33.4503,-81.1266,279
"Blairsville, IL",37.8107,-89.1239,279
"Fairhaven, MN",45.3231,-94.204,279
"Birch Hill, WI",46.5209,-90.5555,279
"Pablo Pena, TX",26.3037,-98.6405,279
"Duane Lake, NY",42.7526,-74.1088,279
"Sacate Village, AZ",33.1416,-111.9811,279
"Elim, AK",64.6186,-162.2763,278
"Richville, NY",44.4151,-75.3924,278
"Tharptown, PA",40.8028,-76.572,278
"Nichols, WI",44.5672,-88.4678,278
"Crook City, SD",44.4381,-103.6434,278
"La Barge, WY",42.2605,-110.1971,278
"Unionville Center, OH",40.1367,-83.3416,278
"Rutledge, MN",46.257,-92.8696,278
"Leroy, IN",41.36,-87.272,278
"Fowlerville, NY",42.894,-77.8479,278
"Eastville, VA",37.3511,-75.9417,278
"Homewood at Martinsburg, PA",40.3044,-78.3323,278
"Carrsville, VA",36.7088,-76.837,278
"Elco, PA",40.0812,-79.8813,278
"Palominas, AZ",31.3839,-110.1212,278
"Dungannon, VA",36.8285,-82.4681,278
"Truchas, NM",36.0338,-105.8095,278
"Acampo, CA",38.1735,-121.2797,278
"Knollcrest, CT",41.5012,-73.4669,277
"Twin Groves, AR",35.3187,-92.4253,277
"Granville, ND",48.2663,-100.8449,277
"Anaktuvuk Pass, AK",68.15,-151.7162,277
"Lac La Belle, WI",43.1432,-88.53,277
"Crosby, MS",31.2791,-91.063,277
"Golden, MO",36.5266,-93.6637,277
"Roseland, NE",40.4697,-98.5587,277
"Hoople, ND",48.5358,-97.6389,277
"Dripping Springs, AZ",33.1049,-110.7551,277
"Westville, FL",30.7697,-85.8465,277
"Lake Angelus, MI",42.6921,-83.3216,277
"Callaghan, VA",37.8112,-80.0871,277
"White Shield, ND",47.6601,-101.8436,277
"Peacham, VT",44.3296,-72.1725,277
"Geneva, IN",39.3912,-85.7175,276
"Alpine Northwest, WY",43.1817,-111.0347,276
"Pukwana, SD",43.7792,-99.1843,276
"Stovall, NC",36.4476,-78.5689,276
"Fairfield, NC",35.5471,-76.2261,276
"Cunningham, KY",36.9081,-88.8869,276
"Mitiwanga, OH",41.3813,-82.466,276
"Coaldale, CO",38.3558,-105.8131,276
"Allen, KS",38.655,-96.1697,276
"Welch, TX",32.9306,-102.1256,276
